Subject,L_I_II,L_III,L_IV,L_V,L_VI,L_Crus_I,L_Crus_II,L_VIIB,L_VIIIA,L_VIIIB,L_IX,L_X,L_CM,R_I_II,R_III,R_IV,R_V,R_VI,R_Crus_I,R_Crus_II,R_VIIB,R_VIIIA,R_VIIIB,R_IX,R_X,R_CM
output/fusion/majority_vote/sub-3750_run-1_desc-masked_preproc_T1w_labels.mnc,70.0004,801.005,2213.01,4010.02,7566.05,10519.1,7349.04,3678.02,4965.03,3561.02,4526.03,553.003,9325.06,91.0006,973.006,2000.01,4309.03,8246.05,11360.1,9897.06,4638.03,4170.03,3613.02,4433.03,674.004,9575.06
output/fusion/majority_vote/sub-3756_run-1_desc-masked_preproc_T1w_labels.mnc,85.9998,896.998,2025,3636.99,7608.98,13964,8303.98,3997.99,5689.99,3704.99,4721.99,631.998,8053.98,129,1070,1850,4425.99,7910.98,15041,10385,4887.99,4374.99,3756.99,4253.99,713.998,8609.98
output/fusion/majority_vote/sub-3759_run-1_desc-masked_preproc_T1w_labels.mnc,60,879.999,2066,3207,7073.99,11299,6747,3484,3811,2521,2586,457,7335.99,63,990.999,1735,3506,7909.99,11518,8090.99,4287,3234,2620,2766,504,7660.99
output/fusion/majority_vote/sub-3765_run-1_desc-masked_preproc_T1w_labels.mnc,88.9999,866.999,1947,3218,6811,12254,7419,3322,4765,3343,3312,560,7635,113,905.999,1758,3886,6958,13265,8794.99,4347,3979,3021,3209,526,7814.99
output/fusion/majority_vote/sub-3767_run-1_desc-masked_preproc_T1w_labels.mnc,77.9999,793.999,2179,3731.99,7955.99,10945,6125.99,3420.99,4736.99,2802,2755,523.999,7866.99,81.9999,920.998,1933,3976.99,8372.99,9716.98,7250.99,4037.99,3974.99,3211.99,2946.99,613.999,8224.99
output/fusion/majority_vote/sub-3768_run-1_desc-masked_preproc_T1w_labels.mnc,72.0002,991.003,3105.01,4012.01,7295.02,11812,9238.03,4205.01,5267.02,3331.01,3479.01,604.002,8641.03,105,950.003,2500.01,4392.01,7737.03,12948,11223,4093.01,4062.01,3348.01,3382.01,815.003,9080.03
output/fusion/majority_vote/sub-3769_run-1_desc-masked_preproc_T1w_labels.mnc,56.9998,569.998,1812.99,3993.98,7465.97,10008,8620.96,3725.98,5655.98,2648.99,2532.99,635.997,6565.97,86.9996,857.996,1746.99,3702.98,8310.96,10331,9457.96,4222.98,3841.98,2722.99,2749.99,699.997,6605.97
output/fusion/majority_vote/sub-3779_run-1_desc-masked_preproc_T1w_labels.mnc,95.9999,955.999,2303,4083,7387.99,14667,9340.99,4065,6203.99,3298,3599,660.999,8777.99,115,1046,1733,4148,7326.99,17322,10761,5396.99,4628.99,3601,3670,824.999,8974.99
output/fusion/majority_vote/sub-3803_run-1_desc-masked_preproc_T1w_labels.mnc,output/fusion/majority_vote/sub-3804_run-1_desc-masked_preproc_T1w_labels.mnc,96,867,2319,4036,6561,13356,7899,4147,5759,3372,3190,468,8239,107,879,1771,3842,8134,13628,9209,5154,4328,3392,3410,553,8690
output/fusion/majority_vote/sub-3805_run-1_desc-masked_preproc_T1w_labels.mnc,53,740,1959,3236,7044,10685,7536,3724,4913,3115,3483,527,7810,85.9999,844.999,1690,3561,7259,12061,8347,4451,3880,3256,3141,621,8035
output/fusion/majority_vote/sub-3806_run-1_desc-masked_preproc_T1w_labels.mnc,64.9995,878.994,2334.98,4842.97,7361.95,9563.93,7574.95,3615.97,5489.96,3591.97,3250.98,531.996,8416.94,91.9993,961.993,1879.99,4487.97,8148.94,10325.9,9498.93,4264.97,4315.97,3536.97,3361.98,630.995,8638.94
output/fusion/majority_vote/sub-3807_run-1_desc-masked_preproc_T1w_labels.mnc,61.0003,631.004,1879.01,3388.02,7534.04,11380.1,7741.04,4222.02,5196.03,3143.02,3565.02,611.003,8332.05,100.001,785.004,1645.01,3588.02,8555.05,11255.1,8623.05,4779.03,4161.02,3298.02,3643.02,661.004,8545.05
output/fusion/majority_vote/sub-3809_run-1_desc-masked_preproc_T1w_labels.mnc,75,783,2246,4398,6593,12910,7209,3490,5033,3131,3519,523,7214,77,833,1556,3585,7640,14798,8032,4310,3768,3120,3568,673,7595
output/fusion/majority_vote/sub-3811_run-1_desc-masked_preproc_T1w_labels.mnc,76.0004,925.005,2224.01,3907.02,7984.04,14102.1,7503.04,4305.02,5629.03,3898.02,4435.02,612.003,9057.05,90.0005,972.005,1981.01,4333.02,8600.05,14397.1,10235.1,4653.03,4594.03,3990.02,4613.03,698.004,9478.05
output/fusion/majority_vote/sub-3812_run-1_desc-masked_preproc_T1w_labels.mnc,72.9997,859.996,1903.99,3812.98,8054.96,11193,9956.96,4314.98,7011.97,3873.98,4244.98,579.997,8895.96,106,899.996,1538.99,3756.98,8796.96,11431.9,12933.9,5969.97,4522.98,3506.98,4105.98,820.996,8891.96
output/fusion/majority_vote/sub-3813_run-1_desc-masked_preproc_T1w_labels.mnc,80.9998,914.998,2549,4370.99,8028.98,10531,8826.98,4618.99,6034.99,3620.99,4772.99,513.999,8905.98,90.9998,1107,2252,4748.99,7889.99,11619,10956,5364.99,4619.99,4119.99,4761.99,662.999,9124.98
output/fusion/majority_vote/sub-3816_run-1_desc-masked_preproc_T1w_labels.mnc,63.0004,581.004,1861.01,3335.02,6684.04,10570.1,7524.05,3797.02,5632.04,3460.02,2645.02,574.004,8330.05,86.0005,848.005,1534.01,3612.02,7313.05,11214.1,9950.06,5082.03,4402.03,3794.02,2763.02,721.005,8591.05
output/fusion/majority_vote/sub-3817_run-1_desc-masked_preproc_T1w_labels.mnc,62.0001,831.002,2561.01,3317.01,7259.02,9458.02,8302.02,3827.01,5875.01,2905.01,3689.01,693.002,8698.02,84.0002,866.002,2104,4080.01,6934.02,11120,9674.02,4681.01,4409.01,3311.01,3574.01,732.002,8916.02
output/fusion/majority_vote/sub-3850_run-1_desc-masked_preproc_T1w_labels.mnc,61.9996,761.995,2078.99,3437.98,7242.95,10267.9,8550.94,4009.97,5201.97,3454.98,3014.98,592.996,7086.95,114.999,900.994,1541.99,3843.97,7191.95,11249.9,10867.9,4649.97,4308.97,3159.98,2967.98,709.995,7306.95
output/fusion/majority_vote/sub-3851_run-1_desc-masked_preproc_T1w_labels.mnc,61.9998,751.998,2234.99,3054.99,7165.98,11796,9268.97,3608.99,5536.98,3028.99,3364.99,549.998,8056.98,85.9998,876.998,1859.99,3300.99,6946.98,13108,9916.97,4810.99,4236.99,3263.99,3727.99,686.998,8414.98
output/fusion/majority_vote/sub-3852_run-1_desc-masked_preproc_T1w_labels.mnc,46,665,1963,2910,6574,12029,8165,3429,4797,3436,3315,486,7283,73,815,1997,3605,6386,13354,8705,4117,4206,3386,3499,567,7574
output/fusion/majority_vote/sub-3853_run-1_desc-masked_preproc_T1w_labels.mnc,130.001,1182.01,2918.02,4541.02,9628.05,15346.1,9078.05,4825.02,6554.03,4422.02,3783.02,696.004,8742.05,173.001,1142.01,2471.01,4891.03,10460.1,14362.1,9262.05,5305.03,4972.03,4728.02,3489.02,776.004,8955.05
output/fusion/majority_vote/sub-3854_run-1_desc-masked_preproc_T1w_labels.mnc,113,1115,2429.01,4576.02,8381.03,13986.1,8783.04,4783.02,5558.02,3475.01,3839.02,646.003,8848.04,152.001,1319.01,1999.01,4291.02,9126.04,14508.1,10275,5363.02,4984.02,3496.01,3852.02,544.002,9282.04
output/fusion/majority_vote/sub-3855_run-1_desc-masked_preproc_T1w_labels.mnc,101,994.999,2542,3728,7449.99,9458.99,7256.99,3671,4866,3206,3196,464,7452.99,142,1074,1845,4060,7498.99,10524,8455.99,4277,4046,3287,3075,553,7617.99
output/fusion/majority_vote/sub-3857_run-1_desc-masked_preproc_T1w_labels.mnc,92.9999,692,2096,3286,6343,11466,8416.99,3347,5272,3490,3528,476,7180,142,867.999,1684,3838,7428,12115,9386.99,4111,3370,3327,3574,620,7289
output/fusion/majority_vote/sub-3859_run-1_desc-masked_preproc_T1w_labels.mnc,57,588,1753,3135,7844,11413,8665.01,4180,5115,3464,2706,615,6985,92.0001,720,1457,3465,8290,11995,10147,5094,3902,3416,2852,681,7292
output/fusion/majority_vote/sub-4004_run-1_desc-masked_preproc_T1w_labels.mnc,60,721,1607,3056,7326,10538,6267,3308,4360,2528,3055,427,7514,98,813,1302,3181,6788,11516,7696,4362,3405,2608,3078,425,7316
output/fusion/majority_vote/sub-4010_run-1_desc-masked_preproc_T1w_labels.mnc,83,850,2445,4411,7917,14847,10930,5104,5624,3373,3865,622,9438,103,862,2036,5095,9113,15992,12007,5774,4549,3322,3763,848,9444
output/fusion/majority_vote/sub-4018_run-1_desc-masked_preproc_T1w_labels.mnc,53,852,1469,2518,6703,10679,6885,3520,4325,2721,2792,485,6524,68,867,1349,2884,6940,11485,8410,4896,3559,2802,3048,526,6746
output/fusion/majority_vote/sub-4032_run-1_desc-masked_preproc_T1w_labels.mnc,108,1259,2215,5020,8108,13613,7168,4049,5452,3124,3720,580,8816,146,1209,1930,4396,9793,14006,8780,4487,3969,3373,4040,701,9067
output/fusion/majority_vote/sub-4067_run-1_desc-masked_preproc_T1w_labels.mnc,63.0002,710.002,2181.01,3729.01,7419.02,10744,7894.02,4211.01,5727.02,3458.01,3482.01,521.001,7589.02,83.0002,844.002,1924.01,3790.01,7981.02,12175,9523.03,4866.01,4704.01,3643.01,3408.01,682.002,7587.02
output/fusion/majority_vote/sub-4085_run-1_desc-masked_preproc_T1w_labels.mnc,73.9998,860.998,1959.99,3731.99,6567.98,11758,7824.98,4104.99,5212.99,3707.99,2912.99,538.999,6903.98,88.9998,942.998,1930,3956.99,6943.98,12595,8831.98,4670.99,4318.99,3535.99,3232.99,673.998,6945.98
output/fusion/majority_vote/sub-4139_run-1_desc-masked_preproc_T1w_labels.mnc,70,725,2021,3865,8040,10058,7307,3485,5623,3282,3601,551,7206,96,844,1705,4329,8134,10553,9766,4263,4338,3083,3103,672,7594
