lh.aparc.area	lh_bankssts_area	lh_caudalanteriorcingulate_area	lh_caudalmiddlefrontal_area	lh_cuneus_area	lh_entorhinal_area	lh_fusiform_area	lh_inferiorparietal_area	lh_inferiortemporal_area	lh_isthmuscingulate_area	lh_lateraloccipital_area	lh_lateralorbitofrontal_area	lh_lingual_area	lh_medialorbitofrontal_area	lh_middletemporal_area	lh_parahippocampal_area	lh_paracentral_area	lh_parsopercularis_area	lh_parsorbitalis_area	lh_parstriangularis_area	lh_pericalcarine_area	lh_postcentral_area	lh_posteriorcingulate_area	lh_precentral_area	lh_precuneus_area	lh_rostralanteriorcingulate_area	lh_rostralmiddlefrontal_area	lh_superiorfrontal_area	lh_superiorparietal_area	lh_superiortemporal_area	lh_supramarginal_area	lh_frontalpole_area	lh_temporalpole_area	lh_transversetemporal_area	lh_insula_area	lh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-007S4387	942.0	662.0	1911.0	1278.0	384.0	2650.0	4282.0	2419.0	784.0	4389.0	2367.0	2737.0	1713.0	2645.0	629.0	1232.0	1409.0	587.0	1102.0	1022.0	3528.0	940.0	4003.0	2887.0	889.0	5356.0	6195.0	4557.0	3432.0	3959.0	211.0	450.0	357.0	2242.0	74142.2	953907.0	1382234.644424
sub-007S4620	743.0	591.0	1912.0	1120.0	336.0	2487.0	3383.0	2575.0	858.0	4042.0	2366.0	1940.0	1741.0	2630.0	696.0	1084.0	1360.0	650.0	1101.0	1040.0	3468.0	973.0	4104.0	3000.0	598.0	4243.0	5680.0	4131.0	3382.0	3518.0	228.0	480.0	351.0	2384.0	69179.4	934333.0	1454466.949158
sub-007S4637	858.0	446.0	1467.0	1427.0	423.0	2466.0	3873.0	2570.0	903.0	4729.0	2418.0	2970.0	1517.0	2717.0	464.0	1244.0	1365.0	599.0	1308.0	1566.0	3290.0	903.0	4095.0	3630.0	517.0	5524.0	5863.0	4901.0	3336.0	3437.0	226.0	420.0	372.0	2084.0	73924.5	925630.0	1309197.040793
sub-009S4337	1107.0	614.0	1663.0	1467.0	470.0	2973.0	4404.0	3254.0	982.0	4807.0	2288.0	2600.0	1983.0	3470.0	683.0	1348.0	1571.0	668.0	1419.0	1259.0	3747.0	762.0	4118.0	3642.0	817.0	4598.0	6068.0	4823.0	4024.0	3912.0	228.0	538.0	425.0	2438.0	79042.9	981663.0	1519435.175716
sub-009S4388	938.0	612.0	2340.0	1480.0	405.0	3240.0	4715.0	3233.0	1085.0	5296.0	2617.0	2990.0	1876.0	3115.0	636.0	1319.0	1679.0	686.0	1370.0	1407.0	4183.0	1275.0	4380.0	3881.0	959.0	5350.0	7201.0	4845.0	3997.0	3471.0	220.0	514.0	389.0	2472.0	84167.5	1125127.0	1661044.528962
sub-011S0021	672.0	474.0	1693.0	1167.0	461.0	2564.0	4126.0	2249.0	900.0	3968.0	1993.0	2147.0	1436.0	2233.0	534.0	1339.0	1264.0	484.0	1154.0	1075.0	3659.0	992.0	4561.0	3042.0	678.0	3927.0	5692.0	3913.0	3273.0	3560.0	261.0	406.0	358.0	2334.0	68584.9	881832.0	1399725.995319
sub-013S4616	1140.0	887.0	2784.0	1104.0	424.0	2700.0	4647.0	2531.0	1107.0	4449.0	2118.0	2466.0	1800.0	2658.0	667.0	1445.0	1559.0	627.0	1114.0	1409.0	4419.0	1283.0	5338.0	3549.0	836.0	5294.0	6949.0	5436.0	4017.0	4808.0	329.0	549.0	365.0	2629.0	83429.9	1023904.0	1835733.260113
sub-014S0548	994.0	654.0	2112.0	1425.0	401.0	2818.0	3697.0	2593.0	915.0	4914.0	2179.0	3317.0	1873.0	2960.0	677.0	1179.0	1486.0	508.0	1045.0	1229.0	4078.0	1002.0	4903.0	3642.0	923.0	5139.0	6699.0	5418.0	4242.0	3864.0	240.0	524.0	607.0	2398.0	80655.1	1009317.0	1551078.622055
sub-014S4577	949.0	311.0	1981.0	1297.0	418.0	2831.0	4106.0	2834.0	1161.0	3986.0	2458.0	3067.0	1559.0	2943.0	542.0	1411.0	1476.0	635.0	1380.0	1373.0	4382.0	1165.0	4510.0	3656.0	779.0	5583.0	7707.0	5178.0	3914.0	5002.0	291.0	402.0	528.0	2748.0	82559.5	975236.0	1457798.214596
sub-016S0359	834.0	433.0	1659.0	1215.0	309.0	2457.0	3687.0	2338.0	744.0	3658.0	2099.0	2378.0	1567.0	2365.0	520.0	1098.0	1167.0	552.0	973.0	1030.0	3161.0	829.0	4031.0	2736.0	422.0	3508.0	5182.0	3784.0	3403.0	2681.0	210.0	455.0	332.0	2037.0	63833.1	779887.0	1204786.766552
sub-016S4638	1125.0	586.0	2412.0	1490.0	381.0	3115.0	4547.0	3026.0	1105.0	5188.0	2820.0	3073.0	2037.0	3712.0	701.0	1260.0	1821.0	730.0	1402.0	1320.0	4439.0	1111.0	5502.0	3814.0	923.0	5414.0	7463.0	4964.0	4413.0	4136.0	261.0	514.0	555.0	2537.0	87886.5	1123776.0	1551342.631427
sub-018S0055	902.0	520.0	2544.0	1408.0	555.0	2767.0	4121.0	3201.0	1024.0	4911.0	2758.0	2775.0	2391.0	3157.0	926.0	1535.0	1545.0	763.0	1325.0	1370.0	4373.0	885.0	5033.0	3953.0	991.0	5860.0	7428.0	4769.0	4757.0	3923.0	303.0	501.0	586.0	2634.0	86491.1	1070673.0	1860745.580041
sub-021S0337	918.0	587.0	2306.0	1100.0	410.0	2159.0	3513.0	2692.0	992.0	3347.0	2430.0	1351.0	1650.0	2572.0	573.0	1657.0	1464.0	548.0	1272.0	866.0	3716.0	1193.0	4569.0	3074.0	776.0	5494.0	6779.0	5183.0	4104.0	4273.0	284.0	438.0	472.0	2473.0	75212.6	972890.0	1733725.17371
sub-021S0984	1009.0	757.0	2265.0	1720.0	451.0	3512.0	5035.0	3571.0	1075.0	5248.0	2733.0	3442.0	2097.0	3294.0	643.0	1502.0	1913.0	699.0	1361.0	1547.0	4268.0	1168.0	5058.0	3649.0	1218.0	6184.0	7527.0	4864.0	4349.0	4837.0	263.0	534.0	543.0	2764.0	90964.7	1119046.0	1780061.527691
sub-021S4254	643.0	410.0	1645.0	1349.0	354.0	2113.0	3455.0	2040.0	859.0	3895.0	2180.0	2473.0	1644.0	1978.0	614.0	1148.0	1431.0	533.0	1232.0	1257.0	3214.0	842.0	3751.0	3342.0	553.0	4365.0	5716.0	4606.0	2935.0	3353.0	199.0	454.0	368.0	2446.0	67387.7	802264.0	1226951.352632
sub-021S4276	641.0	476.0	1827.0	1050.0	364.0	2611.0	3182.0	2117.0	756.0	3979.0	2078.0	2352.0	1404.0	1968.0	629.0	1262.0	1166.0	559.0	1134.0	909.0	3642.0	872.0	4399.0	3020.0	614.0	4622.0	6490.0	4268.0	3160.0	3457.0	216.0	398.0	330.0	2033.0	67969.4	958909.0	1419124.800091
sub-021S4421	809.0	677.0	2086.0	1351.0	477.0	3325.0	3690.0	3119.0	855.0	4498.0	2871.0	2827.0	1806.0	2555.0	577.0	1409.0	1603.0	729.0	1241.0	1384.0	4203.0	1067.0	5593.0	3399.0	882.0	5350.0	7244.0	5712.0	4444.0	4517.0	247.0	548.0	488.0	2842.0	84426.6	1118963.0	1559761.67399
sub-021S4558	818.0	583.0	1966.0	1333.0	417.0	2749.0	4109.0	2810.0	918.0	4378.0	2518.0	2547.0	1541.0	2676.0	597.0	1259.0	1293.0	705.0	1313.0	1146.0	3718.0	1178.0	4184.0	2680.0	594.0	5706.0	6672.0	4235.0	3746.0	2949.0	262.0	472.0	413.0	2413.0	74893.9	984865.0	1346075.933956
sub-022S0096	1165.0	493.0	2253.0	1240.0	481.0	3202.0	5523.0	3010.0	1073.0	4979.0	2646.0	2524.0	2049.0	3305.0	624.0	1303.0	1504.0	720.0	1212.0	1010.0	4089.0	993.0	4897.0	3294.0	967.0	5643.0	7065.0	4741.0	4148.0	3657.0	271.0	535.0	417.0	2552.0	83544.5	1044110.0	1865691.684976
sub-022S0130	1345.0	544.0	2126.0	1596.0	413.0	2826.0	5218.0	3653.0	1041.0	4738.0	2941.0	3010.0	2212.0	3955.0	609.0	1658.0	1523.0	787.0	1618.0	1367.0	5247.0	1096.0	5419.0	3904.0	990.0	5990.0	7922.0	6120.0	4792.0	4558.0	294.0	465.0	420.0	2768.0	93155.6	1224257.0	1824513.724349
sub-023S0061	756.0	431.0	2084.0	1342.0	517.0	2829.0	3499.0	2333.0	878.0	3500.0	2494.0	2847.0	1855.0	2322.0	666.0	1194.0	1320.0	564.0	1122.0	1412.0	3845.0	1016.0	4387.0	3111.0	550.0	4532.0	6330.0	4472.0	3380.0	3664.0	257.0	530.0	347.0	2244.0	72628.2	903813.0	1468317.32641
sub-023S4020	1007.0	497.0	2195.0	1409.0	481.0	3546.0	5155.0	4210.0	933.0	5792.0	2673.0	3144.0	1926.0	3695.0	650.0	1164.0	1769.0	729.0	1374.0	1527.0	3654.0	1336.0	4154.0	3731.0	747.0	6275.0	7211.0	4941.0	3666.0	3800.0	286.0	542.0	443.0	3170.0	87739.8	1184013.0	1629247.110685
sub-024S4084	1049.0	499.0	2215.0	1261.0	376.0	2859.0	4026.0	2944.0	972.0	4747.0	2501.0	2409.0	1802.0	3141.0	763.0	1153.0	1413.0	606.0	1291.0	1146.0	3653.0	1174.0	4502.0	3486.0	894.0	4617.0	6357.0	4999.0	3809.0	4416.0	228.0	457.0	467.0	2357.0	78583.8	1052934.0	1473387.09007
sub-024S4158	874.0	547.0	1927.0	1326.0	408.0	2792.0	4083.0	3146.0	996.0	4567.0	2301.0	2662.0	1496.0	2723.0	490.0	1191.0	1327.0	545.0	1153.0	1078.0	3749.0	1091.0	4841.0	3512.0	782.0	4787.0	6637.0	4433.0	3803.0	3288.0	242.0	476.0	452.0	2495.0	76210.9	935150.0	1445480.922305
sub-027S0120	1019.0	514.0	2054.0	1456.0	333.0	2766.0	4565.0	3653.0	884.0	4965.0	2380.0	2710.0	1800.0	3434.0	551.0	1087.0	1553.0	751.0	1234.0	1364.0	4090.0	1023.0	5068.0	3492.0	751.0	5282.0	6369.0	4914.0	3876.0	3439.0	306.0	434.0	372.0	2246.0	80732.0	1049728.0	1537996.243965
sub-029S4279	775.0	508.0	2166.0	1555.0	393.0	2628.0	4017.0	2928.0	851.0	5342.0	2384.0	2565.0	1689.0	2402.0	576.0	1583.0	1610.0	583.0	1330.0	1159.0	3848.0	1116.0	4944.0	3754.0	564.0	4851.0	6827.0	5054.0	3764.0	3581.0	273.0	458.0	490.0	2427.0	78908.7	948903.0	1473247.886144
sub-029S4290	710.0	507.0	2271.0	1711.0	537.0	2807.0	3842.0	3117.0	926.0	5006.0	2547.0	3054.0	1759.0	2857.0	601.0	1147.0	1194.0	619.0	1121.0	1559.0	3769.0	982.0	4460.0	3613.0	628.0	5709.0	6620.0	5304.0	3527.0	3619.0	271.0	545.0	390.0	2551.0	79870.4	1043145.0	1629681.569519
sub-029S4585	970.0	644.0	2200.0	1594.0	330.0	2844.0	4991.0	3381.0	735.0	4976.0	2638.0	2192.0	1726.0	3045.0	650.0	1524.0	1580.0	610.0	1194.0	1294.0	3869.0	972.0	4936.0	4036.0	975.0	4433.0	7311.0	5776.0	3905.0	3706.0	225.0	437.0	377.0	2136.0	82207.2	1019269.0	1493982.898757
sub-031S4218	816.0	611.0	2308.0	1498.0	386.0	3463.0	4754.0	3238.0	958.0	5517.0	2661.0	3333.0	1862.0	3042.0	663.0	1199.0	1284.0	687.0	1257.0	1400.0	4385.0	949.0	4791.0	3855.0	951.0	4867.0	6340.0	4966.0	3484.0	3767.0	263.0	514.0	391.0	2397.0	82859.1	1062316.0	1676577.148778
sub-031S4474	939.0	703.0	2467.0	1583.0	396.0	2902.0	3572.0	3144.0	1057.0	4721.0	2282.0	2923.0	2011.0	2940.0	650.0	1431.0	1622.0	677.0	1585.0	1252.0	4244.0	1122.0	5498.0	4643.0	920.0	6516.0	8718.0	5961.0	4462.0	5542.0	295.0	426.0	668.0	2686.0	90557.0	1035531.0	1769607.560528
sub-032S1169	949.0	517.0	2015.0	1252.0	276.0	2285.0	4144.0	2748.0	864.0	4872.0	2396.0	2870.0	1686.0	2882.0	567.0	1324.0	1697.0	682.0	1306.0	1242.0	3982.0	1055.0	4602.0	3227.0	691.0	5084.0	6740.0	4788.0	3510.0	3068.0	282.0	323.0	375.0	2397.0	76697.3	949083.0	1580492.676993
sub-032S4304	992.0	591.0	2081.0	1469.0	495.0	2988.0	4250.0	2935.0	1075.0	4643.0	2286.0	3056.0	1727.0	2759.0	604.0	1336.0	1406.0	600.0	1049.0	1332.0	4303.0	1304.0	4427.0	3127.0	736.0	4833.0	6795.0	4989.0	3552.0	4064.0	278.0	486.0	377.0	2356.0	79291.0	980358.0	1533461.717825
sub-032S4348	982.0	437.0	1487.0	1034.0	302.0	2461.0	3382.0	2400.0	691.0	3811.0	2099.0	2378.0	1674.0	2629.0	575.0	1189.0	1357.0	518.0	1090.0	1038.0	3239.0	915.0	4042.0	3328.0	641.0	4413.0	6703.0	4146.0	3616.0	3458.0	216.0	412.0	339.0	2142.0	69121.5	893037.0	1301466.470618
sub-032S4429	1063.0	971.0	2451.0	1489.0	393.0	3198.0	4825.0	3678.0	1104.0	4994.0	2762.0	3012.0	1916.0	3580.0	598.0	1447.0	2038.0	663.0	1431.0	1228.0	4218.0	1789.0	4575.0	4044.0	1096.0	6216.0	7943.0	4725.0	4150.0	3910.0	254.0	436.0	381.0	3141.0	89716.6	1089492.0	1618187.341209
sub-032S4921	1132.0	1011.0	2410.0	1639.0	421.0	2989.0	4231.0	3316.0	1047.0	4779.0	2979.0	2835.0	2128.0	3396.0	817.0	1578.0	1829.0	722.0	1691.0	1642.0	4493.0	1299.0	5398.0	3638.0	1114.0	6973.0	8584.0	5445.0	4756.0	3874.0	312.0	550.0	667.0	3267.0	92959.7	1146116.0	1722084.793286
sub-033S0741	793.0	629.0	2695.0	1237.0	371.0	2461.0	3704.0	2752.0	927.0	4062.0	2497.0	2447.0	1761.0	2539.0	611.0	1119.0	1298.0	577.0	976.0	1343.0	3453.0	994.0	4115.0	3451.0	689.0	4922.0	6496.0	5145.0	3292.0	3315.0	205.0	392.0	359.0	1965.0	73584.4	981540.0	1493875.144498
sub-033S0920	713.0	433.0	1701.0	976.0	307.0	2383.0	3215.0	2552.0	831.0	4058.0	1743.0	2712.0	1285.0	2183.0	517.0	1010.0	1007.0	525.0	906.0	1383.0	3357.0	794.0	3834.0	2596.0	630.0	4463.0	5228.0	3896.0	2922.0	2601.0	240.0	499.0	344.0	1648.0	63481.3	815844.0	1384241.903544
sub-033S0923	836.0	441.0	1837.0	1296.0	510.0	3097.0	4198.0	3237.0	1036.0	5101.0	2372.0	2513.0	1690.0	3066.0	554.0	1063.0	1358.0	663.0	1277.0	1015.0	4049.0	1004.0	5020.0	3287.0	590.0	4237.0	6201.0	3632.0	3929.0	3282.0	252.0	438.0	408.0	2362.0	75846.7	982231.0	1518761.598051
sub-033S1016	697.0	469.0	1795.0	1226.0	447.0	2568.0	4001.0	3054.0	884.0	4500.0	2182.0	2504.0	1607.0	2651.0	537.0	1126.0	1681.0	586.0	1065.0	1063.0	3453.0	848.0	4382.0	2816.0	729.0	4449.0	6132.0	5178.0	3403.0	4142.0	239.0	452.0	314.0	2037.0	73213.8	973286.0	1346424.173932
sub-033S1098	893.0	529.0	1845.0	1113.0	396.0	2678.0	3292.0	2742.0	867.0	4240.0	2112.0	2405.0	1377.0	2578.0	575.0	1114.0	968.0	443.0	873.0	906.0	3778.0	972.0	4621.0	2860.0	657.0	3970.0	5629.0	3972.0	3702.0	3566.0	261.0	465.0	398.0	1954.0	68745.9	852234.0	1209465.326417
sub-033S4176	993.0	516.0	2232.0	1750.0	447.0	2875.0	4394.0	3295.0	1038.0	5093.0	2593.0	3408.0	2210.0	3073.0	615.0	1580.0	1816.0	722.0	1400.0	1751.0	4544.0	1205.0	4689.0	3974.0	838.0	5558.0	7837.0	5584.0	4058.0	4081.0	253.0	439.0	497.0	2710.0	87960.6	1076897.0	1686863.417342
sub-035S0555	840.0	512.0	2579.0	1744.0	444.0	3019.0	4740.0	3846.0	1143.0	5439.0	2693.0	3147.0	2005.0	3333.0	746.0	1430.0	1457.0	730.0	1366.0	1663.0	3970.0	1040.0	5051.0	3552.0	964.0	5500.0	7441.0	5032.0	3976.0	4125.0	258.0	442.0	480.0	2598.0	87303.5	1098291.0	1797852.000764
sub-035S4464	1075.0	671.0	1884.0	1403.0	293.0	3255.0	3907.0	3439.0	923.0	4451.0	2605.0	2373.0	1735.0	3340.0	672.0	1365.0	2001.0	654.0	1356.0	1197.0	4168.0	1100.0	4410.0	3699.0	788.0	5040.0	6560.0	4535.0	3732.0	4241.0	235.0	423.0	397.0	2340.0	80119.3	1039995.0	1468826.877637
sub-036S4389	1077.0	839.0	2182.0	1785.0	609.0	3622.0	4702.0	3279.0	1258.0	5219.0	3044.0	3640.0	1947.0	3130.0	686.0	1543.0	1382.0	750.0	1307.0	1910.0	4839.0	1288.0	4664.0	4854.0	902.0	6424.0	6913.0	6002.0	4695.0	5372.0	311.0	501.0	610.0	3109.0	94376.2	1179991.0	1729175.073613
sub-037S0467	888.0	400.0	2458.0	1528.0	374.0	2636.0	3689.0	2759.0	1172.0	4091.0	2275.0	3241.0	1658.0	2559.0	562.0	1109.0	1321.0	516.0	1130.0	1638.0	3829.0	970.0	4675.0	3527.0	681.0	5382.0	6402.0	4823.0	3788.0	3521.0	241.0	504.0	427.0	2410.0	77183.2	978344.0	1521761.415559
sub-037S4028	856.0	439.0	1548.0	1536.0	291.0	2706.0	3539.0	2806.0	823.0	4906.0	2295.0	3164.0	1548.0	2614.0	586.0	1171.0	1258.0	565.0	1060.0	1262.0	3167.0	884.0	4779.0	3155.0	690.0	4158.0	5914.0	4761.0	3623.0	2899.0	239.0	384.0	479.0	2087.0	72191.6	972720.0	1281632.81895
sub-037S4071	922.0	562.0	2181.0	1248.0	500.0	2779.0	4900.0	3539.0	708.0	4736.0	2950.0	3031.0	2187.0	3200.0	725.0	1304.0	1650.0	648.0	1392.0	1267.0	3424.0	1071.0	4769.0	3791.0	899.0	6359.0	6888.0	5122.0	3955.0	5034.0	297.0	566.0	576.0	2985.0	86145.8	1078518.0	1666989.101814
sub-037S4410	732.0	434.0	1934.0	1070.0	297.0	2603.0	3540.0	2864.0	804.0	3962.0	2058.0	2468.0	1669.0	2862.0	587.0	1285.0	1423.0	594.0	1039.0	1022.0	3671.0	896.0	4381.0	3434.0	619.0	4437.0	6053.0	4528.0	3419.0	3410.0	242.0	447.0	373.0	2179.0	71327.1	949949.0	1324266.288626
sub-041S4014	1002.0	758.0	2231.0	1498.0	428.0	3255.0	5433.0	3106.0	1124.0	5521.0	2890.0	2727.0	1988.0	3550.0	752.0	1507.0	1599.0	794.0	1566.0	1208.0	4114.0	1327.0	5070.0	4240.0	948.0	6567.0	7604.0	5401.0	4319.0	4396.0	279.0	469.0	465.0	2824.0	90947.4	1106171.0	1801751.175572
sub-041S4041	700.0	385.0	1746.0	1133.0	313.0	2194.0	3382.0	2384.0	739.0	4396.0	1696.0	2506.0	1359.0	1996.0	461.0	1163.0	1116.0	430.0	972.0	1280.0	3325.0	879.0	4405.0	3161.0	523.0	3521.0	5388.0	4710.0	2876.0	2635.0	216.0	278.0	364.0	1925.0	64552.8	790821.0	1203112.679803
sub-041S4083	798.0	570.0	2414.0	1074.0	417.0	3001.0	4121.0	3066.0	1001.0	4448.0	2458.0	2833.0	1783.0	2548.0	557.0	1343.0	1196.0	627.0	1065.0	1305.0	4137.0	1122.0	4910.0	3735.0	730.0	5081.0	6349.0	6129.0	3380.0	4482.0	242.0	513.0	371.0	2517.0	80322.2	1047720.0	1677963.978527
sub-041S4427	1089.0	519.0	2453.0	1586.0	497.0	3209.0	4607.0	3331.0	1154.0	7130.0	2653.0	3410.0	1914.0	3072.0	794.0	1401.0	1522.0	698.0	1502.0	1583.0	3982.0	1206.0	4806.0	4366.0	773.0	6512.0	8254.0	5301.0	4195.0	4825.0	291.0	538.0	473.0	2923.0	92565.4	1220515.0	1774986.284713
sub-041S4509	937.0	743.0	1887.0	1331.0	463.0	2713.0	4310.0	2788.0	1104.0	3985.0	2447.0	2946.0	1840.0	2544.0	612.0	1122.0	1310.0	560.0	1186.0	1552.0	3706.0	1171.0	4564.0	3944.0	834.0	4867.0	6456.0	4932.0	3658.0	4077.0	240.0	447.0	397.0	2495.0	78167.1	942469.0	1389059.627127
sub-053S4578	1047.0	430.0	2305.0	1818.0	496.0	3020.0	4340.0	2732.0	1200.0	5120.0	2837.0	3756.0	1886.0	3031.0	772.0	1265.0	1620.0	822.0	1469.0	1767.0	4532.0	1224.0	4687.0	4013.0	1023.0	5539.0	7587.0	5587.0	4464.0	4912.0	250.0	486.0	623.0	2831.0	89482.7	1155709.0	1622265.618668
sub-067S0059	673.0	418.0	1667.0	1271.0	284.0	2069.0	2910.0	1958.0	805.0	3867.0	2081.0	2487.0	1434.0	2084.0	510.0	1244.0	1112.0	452.0	1020.0	1219.0	3288.0	1028.0	3769.0	3153.0	588.0	3917.0	5636.0	4550.0	3205.0	3238.0	211.0	329.0	362.0	1932.0	64766.8	842259.0	1211959.177919
sub-067S0257	657.0	449.0	1757.0	977.0	228.0	2154.0	2976.0	2040.0	706.0	3592.0	1830.0	2217.0	1420.0	2200.0	490.0	1274.0	1015.0	475.0	806.0	895.0	3523.0	966.0	4369.0	2465.0	533.0	3920.0	6227.0	3623.0	2854.0	2751.0	165.0	356.0	318.0	1971.0	62196.1	788431.0	1309398.763014
sub-068S0127	904.0	607.0	2272.0	1158.0	437.0	2663.0	4617.0	2712.0	797.0	3693.0	2008.0	2258.0	1441.0	2546.0	592.0	1371.0	1234.0	522.0	963.0	965.0	3548.0	979.0	4921.0	3030.0	804.0	4625.0	6489.0	4584.0	3157.0	3730.0	259.0	462.0	360.0	2206.0	72909.4	906936.0	1487978.19322
sub-068S0473	915.0	732.0	2162.0	1495.0	684.0	3098.0	4811.0	3712.0	940.0	5398.0	2472.0	2907.0	2082.0	3118.0	636.0	1556.0	1587.0	646.0	1389.0	1372.0	3982.0	1212.0	5062.0	3374.0	778.0	6902.0	6952.0	4629.0	3775.0	3410.0	275.0	496.0	405.0	2690.0	85644.2	1039114.0	1594956.226897
sub-068S4340	897.0	790.0	2188.0	1397.0	393.0	3760.0	5145.0	3608.0	738.0	5178.0	2835.0	2673.0	1919.0	3090.0	758.0	1611.0	1564.0	631.0	1098.0	1176.0	4290.0	1215.0	5172.0	3937.0	1063.0	5548.0	7558.0	5080.0	4592.0	4654.0	265.0	522.0	551.0	2731.0	88608.3	1149412.0	1598231.936423
sub-070S4856	736.0	588.0	1885.0	999.0	364.0	2280.0	3431.0	2744.0	932.0	3688.0	2346.0	2474.0	1738.0	2536.0	630.0	1499.0	1224.0	523.0	1091.0	1128.0	3838.0	1108.0	4742.0	2691.0	759.0	4647.0	7046.0	4145.0	3551.0	3579.0	234.0	458.0	418.0	2392.0	72440.4	987809.0	1502186.473274
