rh.BA_exvivo.area	rh_BA1_exvivo_area	rh_BA2_exvivo_area	rh_BA3a_exvivo_area	rh_BA3b_exvivo_area	rh_BA4a_exvivo_area	rh_BA4p_exvivo_area	rh_BA6_exvivo_area	rh_BA44_exvivo_area	rh_BA45_exvivo_area	rh_V1_exvivo_area	rh_V2_exvivo_area	rh_MT_exvivo_area	rh_perirhinal_exvivo_area	rh_entorhinal_exvivo_area	rh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-0039	541.0	2455.0	799.0	1255.0	961.0	836.0	4755.0	2536.0	3004.0	2553.0	6178.0	1177.0	389.0	260.0	88065.5	1067973.0	1442462.66838
sub-0041	385.0	1251.0	624.0	1041.0	881.0	751.0	5308.0	2410.0	3627.0	3695.0	6539.0	1649.0	345.0	280.0	95856.7	1117012.0	1513870.08802
sub-0042	566.0	2054.0	743.0	1283.0	1066.0	862.0	5252.0	2440.0	3018.0	3415.0	6447.0	1576.0	400.0	274.0	96223.5	1139605.0	1546304.60749
sub-0043	562.0	2019.0	787.0	1475.0	1029.0	889.0	6019.0	2465.0	2571.0	3177.0	6361.0	1399.0	392.0	254.0	93580.9	1093126.0	1488425.96978
sub-0044	536.0	1969.0	755.0	1275.0	872.0	778.0	4433.0	2276.0	3655.0	2117.0	4844.0	1515.0	464.0	333.0	91762.5	1141797.0	1570025.48511
sub-0053	471.0	1919.0	896.0	1316.0	1006.0	988.0	5859.0	2313.0	2561.0	2096.0	5266.0	1375.0	400.0	241.0	88475.4	1047785.0	1563927.20032
sub-0057	526.0	2117.0	851.0	1380.0	1128.0	1088.0	5572.0	2506.0	2908.0	2518.0	5151.0	1382.0	469.0	286.0	89694.9	916095.0	1545364.52291
sub-0058	443.0	1905.0	819.0	1283.0	895.0	883.0	5301.0	2206.0	2419.0	2900.0	5821.0	1776.0	365.0	240.0	87667.5	1030574.0	1393762.8743
sub-0060	485.0	2267.0	704.0	1185.0	936.0	786.0	4611.0	1954.0	2581.0	2194.0	5322.0	1313.0	348.0	222.0	83046.0	977133.0	1205966.67051
sub-0062	543.0	2168.0	923.0	1351.0	1032.0	978.0	6416.0	2701.0	3732.0	3313.0	6558.0	1650.0	447.0	281.0	104646.0	1289435.0	1776265.02628
sub-0064	612.0	2437.0	786.0	1394.0	1587.0	881.0	8942.0	2327.0	2430.0	2511.0	4870.0	1349.0	415.0	279.0	104609.0	1198044.0	3132919.29087
sub-0066	487.0	2187.0	763.0	1208.0	900.0	790.0	5041.0	2608.0	3042.0	2446.0	5150.0	1307.0	433.0	312.0	91630.2	1084847.0	1462947.37819
sub-0067	508.0	2138.0	840.0	1298.0	923.0	891.0	5497.0	1994.0	2968.0	2638.0	5412.0	1469.0	459.0	330.0	86245.7	1040745.0	1385606.54043
sub-0071	432.0	1876.0	750.0	1160.0	879.0	782.0	4385.0	2356.0	2506.0	2181.0	4873.0	1508.0	416.0	277.0	82719.7	1009957.0	1378600.06314
sub-0072	547.0	2295.0	808.0	1358.0	905.0	885.0	5558.0	2412.0	2924.0	2509.0	5166.0	1810.0	429.0	237.0	90356.5	1131610.0	1525486.91608
sub-0073	443.0	1334.0	330.0	696.0	490.0	375.0	2968.0	2502.0	2395.0	634.0	1442.0	417.0	169.0	92.0	53542.3	428721.0	104144.590512
sub-0077	542.0	2210.0	810.0	1249.0	1107.0	968.0	6122.0	2359.0	3567.0	3333.0	7026.0	1829.0	380.0	266.0	100688.0	1243118.0	1638396.83303
sub-0078	550.0	2314.0	790.0	1217.0	1053.0	905.0	6462.0	2484.0	2703.0	2391.0	5543.0	1314.0	468.0	327.0	96212.2	1164610.0	1591966.66264
sub-0079	561.0	2023.0	792.0	1467.0	1026.0	871.0	5945.0	2448.0	2581.0	3157.0	6444.0	1430.0	421.0	254.0	93943.6	1096560.0	1488425.96978
sub-0080	548.0	2048.0	904.0	1518.0	1147.0	993.0	6066.0	2363.0	2464.0	2024.0	5447.0	1396.0	375.0	228.0	93320.4	1191370.0	1613504.469
sub-0082	548.0	2121.0	878.0	1426.0	1221.0	991.0	6204.0	2978.0	3643.0	2384.0	5537.0	1826.0	459.0	294.0	99361.3	1193592.0	1649751.03428
sub-0085	554.0	2065.0	754.0	1248.0	1031.0	786.0	5379.0	1999.0	2797.0	2645.0	5086.0	1315.0	625.0	367.0	88001.2	1054724.0	1480778.17696
sub-0100	589.0	2606.0	810.0	1447.0	950.0	875.0	4832.0	2546.0	2919.0	2327.0	5357.0	1492.0	406.0	271.0	93208.5	1148366.0	1570498.95767
sub-0102	612.0	2481.0	920.0	1421.0	1081.0	912.0	5286.0	3129.0	3501.0	2828.0	6618.0	1680.0	546.0	358.0	103856.0	1256669.0	1734647.16464
