rh.aparc.a2009s.area	rh_G&S_frontomargin_area	rh_G&S_occipital_inf_area	rh_G&S_paracentral_area	rh_G&S_subcentral_area	rh_G&S_transv_frontopol_area	rh_G&S_cingul-Ant_area	rh_G&S_cingul-Mid-Ant_area	rh_G&S_cingul-Mid-Post_area	rh_G_cingul-Post-dorsal_area	rh_G_cingul-Post-ventral_area	rh_G_cuneus_area	rh_G_front_inf-Opercular_area	rh_G_front_inf-Orbital_area	rh_G_front_inf-Triangul_area	rh_G_front_middle_area	rh_G_front_sup_area	rh_G_Ins_lg&S_cent_ins_area	rh_G_insular_short_area	rh_G_occipital_middle_area	rh_G_occipital_sup_area	rh_G_oc-temp_lat-fusifor_area	rh_G_oc-temp_med-Lingual_area	rh_G_oc-temp_med-Parahip_area	rh_G_orbital_area	rh_G_pariet_inf-Angular_area	rh_G_pariet_inf-Supramar_area	rh_G_parietal_sup_area	rh_G_postcentral_area	rh_G_precentral_area	rh_G_precuneus_area	rh_G_rectus_area	rh_G_subcallosal_area	rh_G_temp_sup-G_T_transv_area	rh_G_temp_sup-Lateral_area	rh_G_temp_sup-Plan_polar_area	rh_G_temp_sup-Plan_tempo_area	rh_G_temporal_inf_area	rh_G_temporal_middle_area	rh_Lat_Fis-ant-Horizont_area	rh_Lat_Fis-ant-Vertical_area	rh_Lat_Fis-post_area	rh_Pole_occipital_area	rh_Pole_temporal_area	rh_S_calcarine_area	rh_S_central_area	rh_S_cingul-Marginalis_area	rh_S_circular_insula_ant_area	rh_S_circular_insula_inf_area	rh_S_circular_insula_sup_area	rh_S_collat_transv_ant_area	rh_S_collat_transv_post_area	rh_S_front_inf_area	rh_S_front_middle_area	rh_S_front_sup_area	rh_S_interm_prim-Jensen_area	rh_S_intrapariet&P_trans_area	rh_S_oc_middle&Lunatus_area	rh_S_oc_sup&transversal_area	rh_S_occipital_ant_area	rh_S_oc-temp_lat_area	rh_S_oc-temp_med&Lingual_area	rh_S_orbital_lateral_area	rh_S_orbital_med-olfact_area	rh_S_orbital-H_Shaped_area	rh_S_parieto_occipital_area	rh_S_pericallosal_area	rh_S_postcentral_area	rh_S_precentral-inf-part_area	rh_S_precentral-sup-part_area	rh_S_suborbital_area	rh_S_subparietal_area	rh_S_temporal_inf_area	rh_S_temporal_sup_area	rh_S_temporal_transverse_area	rh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-0064	593.0	971.0	1220.0	1092.0	877.0	4013.0	2769.0	2330.0	254.0	194.0	1423.0	873.0	191.0	475.0	2854.0	8747.0	397.0	488.0	1428.0	854.0	1362.0	1722.0	942.0	2135.0	2480.0	1905.0	1688.0	1551.0	1924.0	1949.0	835.0	386.0	224.0	1464.0	569.0	564.0	1556.0	1949.0	273.0	142.0	870.0	2051.0	1577.0	1387.0	2149.0	1969.0	505.0	922.0	943.0	740.0	347.0	1017.0	2070.0	2113.0	304.0	2289.0	563.0	921.0	558.0	859.0	1634.0	300.0	608.0	903.0	1729.0	1519.0	2063.0	1106.0	1172.0	397.0	977.0	943.0	4283.0	202.0	99655.5	1198044.0	3132919.29087
sub-0066	668.0	787.0	801.0	1068.0	893.0	2010.0	1119.0	1250.0	501.0	171.0	1521.0	1008.0	253.0	900.0	2788.0	3828.0	497.0	592.0	1609.0	894.0	1123.0	1802.0	736.0	2015.0	1581.0	1576.0	1776.0	1202.0	1602.0	2012.0	624.0	300.0	302.0	1031.0	621.0	599.0	1867.0	1947.0	293.0	264.0	1014.0	2272.0	1142.0	1453.0	2070.0	1137.0	409.0	686.0	893.0	998.0	287.0	1380.0	1269.0	2202.0	211.0	2421.0	482.0	794.0	437.0	576.0	1379.0	394.0	619.0	1189.0	2075.0	1228.0	2003.0	1068.0	1000.0	353.0	932.0	1196.0	4287.0	232.0	86518.9	1084847.0	1462947.37819
sub-0067	492.0	833.0	763.0	726.0	596.0	1588.0	749.0	859.0	349.0	163.0	1466.0	749.0	392.0	944.0	2361.0	4033.0	527.0	396.0	1751.0	1149.0	1171.0	2003.0	1102.0	1825.0	1421.0	1648.0	1619.0	1403.0	1777.0	1619.0	539.0	333.0	284.0	1180.0	702.0	430.0	1731.0	2015.0	224.0	161.0	923.0	2044.0	1150.0	1807.0	2386.0	700.0	387.0	770.0	967.0	903.0	318.0	1246.0	1239.0	1595.0	207.0	1983.0	659.0	1149.0	526.0	637.0	1146.0	320.0	509.0	1006.0	1922.0	866.0	1816.0	902.0	1260.0	268.0	656.0	936.0	3849.0	224.0	81349.5	1040745.0	1385606.54043
sub-0071	680.0	946.0	835.0	907.0	723.0	2023.0	1003.0	938.0	403.0	232.0	1144.0	857.0	238.0	430.0	2343.0	3773.0	419.0	374.0	1539.0	827.0	1185.0	1891.0	697.0	1868.0	1570.0	1442.0	1401.0	1086.0	1498.0	1671.0	425.0	264.0	215.0	1016.0	599.0	429.0	1714.0	1762.0	187.0	165.0	908.0	1765.0	1223.0	1672.0	2043.0	863.0	386.0	849.0	808.0	912.0	265.0	1364.0	1334.0	1369.0	217.0	1845.0	522.0	1011.0	522.0	849.0	1511.0	336.0	343.0	917.0	1273.0	891.0	1514.0	1309.0	767.0	350.0	734.0	862.0	4237.0	153.0	77639.7	1009957.0	1378600.06314
sub-0072	739.0	1053.0	751.0	1029.0	672.0	1907.0	872.0	872.0	308.0	184.0	1268.0	885.0	293.0	604.0	2779.0	4063.0	637.0	474.0	1631.0	923.0	1221.0	1953.0	823.0	1954.0	1415.0	1522.0	1610.0	1372.0	1747.0	1746.0	628.0	447.0	233.0	1105.0	528.0	515.0	1881.0	2036.0	298.0	228.0	890.0	2083.0	1231.0	1626.0	2289.0	826.0	375.0	874.0	1036.0	813.0	295.0	1530.0	1512.0	1693.0	155.0	2228.0	652.0	904.0	755.0	932.0	1389.0	381.0	569.0	1087.0	1730.0	884.0	1902.0	1249.0	1143.0	202.0	840.0	1079.0	4432.0	176.0	84968.9	1131610.0	1525486.91608
sub-0073	548.0	159.0	575.0	1262.0	989.0	170.0	228.0	607.0	235.0	163.0	437.0	941.0	178.0	565.0	2864.0	1085.0	533.0	376.0	614.0	457.0	250.0	418.0	625.0	1594.0	684.0	1191.0	1309.0	1048.0	1172.0	1397.0	134.0	216.0	298.0	872.0	523.0	522.0	505.0	581.0	233.0	178.0	982.0	494.0	544.0	542.0	735.0	420.0	214.0	849.0	1143.0	170.0	90.0	1294.0	1443.0	499.0	98.0	1487.0	231.0	407.0	75.0	170.0	339.0	204.0	248.0	471.0	599.0	2675.0	885.0	1155.0	251.0	0.0	270.0	62.0	1854.0	182.0	47812.0	428721.0	104144.590512
sub-0077	657.0	917.0	1009.0	1058.0	719.0	2212.0	1191.0	1322.0	434.0	311.0	1959.0	1047.0	383.0	1013.0	2422.0	4989.0	429.0	457.0	2000.0	1295.0	1808.0	2439.0	834.0	2111.0	2020.0	1844.0	1578.0	1226.0	1854.0	1839.0	651.0	202.0	356.0	1277.0	703.0	468.0	1856.0	1870.0	330.0	99.0	928.0	2876.0	1441.0	2091.0	2333.0	984.0	519.0	1045.0	1192.0	803.0	573.0	1464.0	1456.0	1983.0	427.0	2479.0	983.0	1216.0	759.0	1095.0	1471.0	425.0	581.0	1039.0	1559.0	1152.0	2051.0	961.0	1110.0	346.0	1012.0	1064.0	4139.0	187.0	94935.2	1243118.0	1638396.83303
sub-0078	658.0	774.0	959.0	929.0	740.0	2135.0	1128.0	1169.0	370.0	233.0	1686.0	945.0	266.0	623.0	2592.0	5525.0	451.0	471.0	1548.0	1310.0	1570.0	1926.0	1295.0	2014.0	2062.0	2493.0	1818.0	1302.0	2066.0	1785.0	551.0	314.0	254.0	1299.0	594.0	679.0	1468.0	2004.0	202.0	246.0	1134.0	1985.0	1247.0	1667.0	2148.0	903.0	414.0	972.0	982.0	925.0	329.0	1337.0	1322.0	1990.0	339.0	2622.0	664.0	1166.0	535.0	880.0	1383.0	303.0	469.0	1074.0	2090.0	1009.0	2061.0	1203.0	1119.0	201.0	841.0	845.0	4253.0	285.0	91152.5	1164610.0	1591966.66264
sub-0079	588.0	826.0	988.0	1028.0	863.0	2005.0	1146.0	1133.0	368.0	240.0	1946.0	865.0	280.0	584.0	3568.0	4894.0	469.0	575.0	1261.0	1129.0	1206.0	2555.0	793.0	1853.0	2374.0	1358.0	2120.0	1327.0	1939.0	1884.0	429.0	347.0	252.0	1068.0	504.0	502.0	1693.0	2226.0	282.0	184.0	856.0	2395.0	1178.0	2059.0	2268.0	1117.0	405.0	808.0	1051.0	736.0	297.0	1276.0	1455.0	2111.0	284.0	2045.0	715.0	994.0	564.0	666.0	1388.0	390.0	411.0	982.0	1458.0	1283.0	1647.0	989.0	1237.0	150.0	798.0	845.0	4200.0	135.0	88849.2	1096560.0	1488425.96978
sub-0080	738.0	1103.0	1038.0	854.0	875.0	2273.0	1080.0	1063.0	477.0	204.0	1388.0	726.0	306.0	468.0	2746.0	5420.0	395.0	447.0	1541.0	1111.0	1267.0	1769.0	691.0	1918.0	2021.0	1560.0	1843.0	1351.0	1967.0	1875.0	580.0	398.0	215.0	1028.0	776.0	430.0	1675.0	1804.0	199.0	178.0	802.0	2159.0	1307.0	1363.0	2565.0	992.0	385.0	693.0	891.0	478.0	329.0	1305.0	1633.0	1985.0	192.0	2901.0	678.0	1076.0	621.0	927.0	1598.0	474.0	565.0	1093.0	1627.0	1099.0	1626.0	1414.0	1079.0	328.0	865.0	927.0	4001.0	176.0	87948.2	1191370.0	1613504.469
sub-0082	706.0	1141.0	1021.0	1159.0	904.0	2829.0	1239.0	1205.0	395.0	221.0	1384.0	1144.0	268.0	1012.0	3554.0	5042.0	596.0	491.0	1514.0	1108.0	1210.0	2004.0	923.0	2151.0	1888.0	1681.0	1790.0	1370.0	1895.0	1662.0	613.0	340.0	283.0	1131.0	573.0	598.0	1856.0	2109.0	273.0	221.0	1030.0	2258.0	1448.0	1626.0	2509.0	1077.0	487.0	851.0	1065.0	846.0	388.0	1986.0	1638.0	2089.0	208.0	2399.0	458.0	978.0	758.0	804.0	1530.0	442.0	673.0	1230.0	1472.0	1067.0	1660.0	1493.0	865.0	385.0	969.0	1271.0	4554.0	220.0	94237.9	1193592.0	1649751.03428
sub-0085	563.0	803.0	981.0	898.0	820.0	1722.0	816.0	1008.0	295.0	203.0	1491.0	881.0	260.0	627.0	2227.0	4886.0	509.0	472.0	1291.0	955.0	1303.0	1729.0	1224.0	1731.0	1903.0	1720.0	1729.0	1329.0	1650.0	1453.0	511.0	286.0	302.0	1024.0	597.0	817.0	1934.0	1986.0	263.0	141.0	928.0	2136.0	1096.0	1644.0	2074.0	888.0	450.0	875.0	1071.0	998.0	358.0	1209.0	1547.0	1688.0	401.0	1939.0	632.0	902.0	455.0	829.0	1252.0	317.0	567.0	784.0	1619.0	920.0	1781.0	820.0	857.0	129.0	783.0	1100.0	4047.0	210.0	82646.3	1054724.0	1480778.17696
sub-0100	694.0	965.0	1039.0	1136.0	799.0	2153.0	962.0	1019.0	443.0	192.0	1324.0	889.0	303.0	663.0	2868.0	4466.0	417.0	515.0	1524.0	1120.0	1794.0	1790.0	816.0	1755.0	2112.0	1688.0	1842.0	1385.0	1540.0	2043.0	613.0	217.0	319.0	1221.0	524.0	476.0	1660.0	2065.0	231.0	298.0	868.0	1999.0	1194.0	1656.0	2292.0	786.0	380.0	871.0	987.0	763.0	347.0	1524.0	1750.0	1806.0	472.0	2123.0	826.0	836.0	512.0	895.0	1444.0	428.0	521.0	996.0	1575.0	1054.0	2312.0	1142.0	927.0	184.0	796.0	1017.0	4383.0	183.0	87729.5	1148366.0	1570498.95767
sub-0102	707.0	1133.0	1031.0	1418.0	869.0	2403.0	928.0	1235.0	401.0	237.0	1691.0	1178.0	360.0	771.0	3133.0	5051.0	486.0	849.0	1824.0	1242.0	1585.0	2320.0	1117.0	2164.0	2035.0	1939.0	1664.0	1508.0	1688.0	2158.0	542.0	330.0	242.0	1382.0	610.0	613.0	1799.0	2160.0	297.0	275.0	1118.0	2705.0	1604.0	1907.0	2387.0	1190.0	363.0	884.0	1010.0	1048.0	378.0	1801.0	2205.0	2221.0	127.0	2346.0	1212.0	1156.0	574.0	840.0	1498.0	509.0	547.0	1114.0	1823.0	936.0	2016.0	1193.0	1049.0	157.0	949.0	921.0	4737.0	208.0	98108.5	1256669.0	1734647.16464
sub-0104	630.0	1025.0	1089.0	1004.0	710.0	2393.0	1172.0	1145.0	447.0	213.0	1619.0	909.0	309.0	689.0	2659.0	5491.0	691.0	604.0	1593.0	990.0	1468.0	1870.0	1094.0	1920.0	2364.0	1788.0	1990.0	1326.0	1652.0	2213.0	592.0	387.0	244.0	1390.0	652.0	663.0	1844.0	2363.0	215.0	173.0	1043.0	2535.0	1423.0	1566.0	2088.0	1005.0	490.0	870.0	1125.0	953.0	350.0	1269.0	1629.0	1873.0	334.0	2447.0	798.0	1070.0	487.0	893.0	1570.0	386.0	545.0	1169.0	1469.0	1014.0	2092.0	1319.0	1150.0	329.0	1323.0	1305.0	5079.0	296.0	94888.1	1202410.0	1588832.71461
sub-0107	785.0	922.0	776.0	938.0	887.0	2286.0	1103.0	1137.0	472.0	376.0	2120.0	1035.0	218.0	586.0	2743.0	4803.0	449.0	408.0	1477.0	1075.0	1102.0	2238.0	1262.0	1674.0	1907.0	1811.0	1687.0	1199.0	1584.0	1815.0	573.0	404.0	224.0	1114.0	449.0	612.0	1882.0	1700.0	251.0	87.0	879.0	2544.0	1194.0	2637.0	2268.0	1006.0	324.0	812.0	1004.0	960.0	370.0	1406.0	1775.0	2366.0	432.0	2747.0	707.0	1063.0	436.0	781.0	1123.0	321.0	510.0	1091.0	1891.0	1049.0	2112.0	1227.0	953.0	315.0	877.0	963.0	3703.0	160.0	90177.0	1154737.0	1547836.86751
sub-0108	669.0	1038.0	1022.0	1027.0	873.0	2241.0	1106.0	1151.0	347.0	213.0	1576.0	961.0	294.0	625.0	2900.0	4783.0	392.0	442.0	1696.0	1155.0	1131.0	2074.0	831.0	2097.0	2052.0	1633.0	1914.0	1327.0	1983.0	1867.0	637.0	373.0	220.0	1185.0	666.0	561.0	1900.0	1944.0	260.0	210.0	931.0	2745.0	1442.0	1876.0	2384.0	995.0	418.0	864.0	1017.0	1052.0	439.0	1345.0	1548.0	1867.0	164.0	3105.0	1024.0	1021.0	409.0	790.0	1173.0	368.0	568.0	1186.0	1440.0	1069.0	1832.0	1482.0	1267.0	267.0	892.0	1292.0	4125.0	305.0	92080.2	1129989.0	1601099.67064
sub-0110	791.0	939.0	897.0	1303.0	999.0	2689.0	1115.0	1201.0	517.0	342.0	1586.0	917.0	341.0	797.0	3428.0	6002.0	763.0	671.0	2678.0	994.0	1249.0	2762.0	1293.0	2186.0	2233.0	1927.0	1971.0	1572.0	2273.0	2221.0	656.0	452.0	287.0	1196.0	756.0	650.0	2276.0	2616.0	330.0	283.0	1161.0	2788.0	1330.0	2372.0	2425.0	745.0	520.0	819.0	1071.0	866.0	373.0	1534.0	2345.0	2074.0	279.0	2395.0	1083.0	1112.0	944.0	966.0	1674.0	370.0	628.0	1079.0	1700.0	1350.0	2446.0	1398.0	1052.0	329.0	1379.0	1437.0	4941.0	312.0	105461.0	1299190.0	1848937.15163
sub-0113	637.0	801.0	906.0	722.0	730.0	1760.0	754.0	844.0	271.0	212.0	1322.0	731.0	130.0	641.0	2287.0	4158.0	435.0	431.0	1623.0	1125.0	1221.0	1653.0	834.0	1623.0	1076.0	1445.0	1061.0	1262.0	1580.0	1225.0	490.0	146.0	206.0	945.0	631.0	565.0	1577.0	1586.0	250.0	175.0	870.0	1848.0	995.0	1654.0	2315.0	820.0	382.0	751.0	751.0	752.0	309.0	1289.0	1706.0	1490.0	213.0	1887.0	762.0	1215.0	415.0	489.0	1130.0	290.0	465.0	765.0	1345.0	941.0	1493.0	1059.0	1059.0	279.0	526.0	966.0	3069.0	136.0	74508.3	917912.0	1401103.92939
sub-0117	653.0	746.0	1020.0	899.0	674.0	1929.0	1031.0	1011.0	379.0	246.0	1544.0	958.0	252.0	729.0	2747.0	4340.0	434.0	536.0	1523.0	1082.0	1384.0	2262.0	661.0	1932.0	2146.0	1586.0	1483.0	1564.0	1589.0	1741.0	561.0	415.0	235.0	1200.0	615.0	595.0	1412.0	1818.0	272.0	232.0	919.0	2655.0	1248.0	2194.0	2439.0	943.0	349.0	720.0	973.0	651.0	311.0	1309.0	1419.0	1869.0	374.0	2601.0	615.0	1018.0	396.0	631.0	1077.0	327.0	586.0	916.0	1323.0	920.0	1772.0	1059.0	1092.0	270.0	1048.0	870.0	3624.0	161.0	85118.1	1046908.0	1439661.79245
sub-0121	605.0	978.0	971.0	761.0	818.0	2306.0	1107.0	973.0	348.0	210.0	1619.0	844.0	193.0	693.0	2118.0	4764.0	369.0	428.0	1380.0	898.0	969.0	1881.0	969.0	1726.0	2091.0	1642.0	2092.0	1388.0	1489.0	1925.0	608.0	363.0	248.0	1001.0	463.0	500.0	1474.0	1662.0	258.0	112.0	885.0	2153.0	1235.0	1826.0	2569.0	1088.0	329.0	810.0	836.0	812.0	362.0	1496.0	1523.0	2026.0	427.0	2787.0	584.0	748.0	564.0	640.0	1310.0	352.0	563.0	1048.0	1694.0	936.0	2096.0	1322.0	926.0	231.0	777.0	914.0	3419.0	154.0	84682.9	1045027.0	1405787.88543
sub-0124	839.0	943.0	755.0	767.0	856.0	1751.0	804.0	920.0	320.0	203.0	1107.0	825.0	281.0	363.0	2396.0	3490.0	357.0	514.0	1670.0	841.0	1169.0	1970.0	789.0	1696.0	1736.0	1210.0	1304.0	1356.0	1462.0	1305.0	485.0	308.0	190.0	1055.0	423.0	455.0	1341.0	1837.0	237.0	148.0	818.0	1917.0	1172.0	1358.0	2294.0	890.0	275.0	770.0	676.0	477.0	361.0	1265.0	1684.0	1447.0	294.0	1864.0	791.0	821.0	765.0	702.0	1487.0	321.0	488.0	861.0	1331.0	976.0	1179.0	1104.0	985.0	121.0	605.0	992.0	3902.0	130.0	75596.2	997073.0	1367328.18002
