rh.aparc.a2009s.area	rh_G&S_frontomargin_area	rh_G&S_occipital_inf_area	rh_G&S_paracentral_area	rh_G&S_subcentral_area	rh_G&S_transv_frontopol_area	rh_G&S_cingul-Ant_area	rh_G&S_cingul-Mid-Ant_area	rh_G&S_cingul-Mid-Post_area	rh_G_cingul-Post-dorsal_area	rh_G_cingul-Post-ventral_area	rh_G_cuneus_area	rh_G_front_inf-Opercular_area	rh_G_front_inf-Orbital_area	rh_G_front_inf-Triangul_area	rh_G_front_middle_area	rh_G_front_sup_area	rh_G_Ins_lg&S_cent_ins_area	rh_G_insular_short_area	rh_G_occipital_middle_area	rh_G_occipital_sup_area	rh_G_oc-temp_lat-fusifor_area	rh_G_oc-temp_med-Lingual_area	rh_G_oc-temp_med-Parahip_area	rh_G_orbital_area	rh_G_pariet_inf-Angular_area	rh_G_pariet_inf-Supramar_area	rh_G_parietal_sup_area	rh_G_postcentral_area	rh_G_precentral_area	rh_G_precuneus_area	rh_G_rectus_area	rh_G_subcallosal_area	rh_G_temp_sup-G_T_transv_area	rh_G_temp_sup-Lateral_area	rh_G_temp_sup-Plan_polar_area	rh_G_temp_sup-Plan_tempo_area	rh_G_temporal_inf_area	rh_G_temporal_middle_area	rh_Lat_Fis-ant-Horizont_area	rh_Lat_Fis-ant-Vertical_area	rh_Lat_Fis-post_area	rh_Pole_occipital_area	rh_Pole_temporal_area	rh_S_calcarine_area	rh_S_central_area	rh_S_cingul-Marginalis_area	rh_S_circular_insula_ant_area	rh_S_circular_insula_inf_area	rh_S_circular_insula_sup_area	rh_S_collat_transv_ant_area	rh_S_collat_transv_post_area	rh_S_front_inf_area	rh_S_front_middle_area	rh_S_front_sup_area	rh_S_interm_prim-Jensen_area	rh_S_intrapariet&P_trans_area	rh_S_oc_middle&Lunatus_area	rh_S_oc_sup&transversal_area	rh_S_occipital_ant_area	rh_S_oc-temp_lat_area	rh_S_oc-temp_med&Lingual_area	rh_S_orbital_lateral_area	rh_S_orbital_med-olfact_area	rh_S_orbital-H_Shaped_area	rh_S_parieto_occipital_area	rh_S_pericallosal_area	rh_S_postcentral_area	rh_S_precentral-inf-part_area	rh_S_precentral-sup-part_area	rh_S_suborbital_area	rh_S_subparietal_area	rh_S_temporal_inf_area	rh_S_temporal_sup_area	rh_S_temporal_transverse_area	rh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-0039	608.0	681.0	929.0	1014.0	575.0	2254.0	900.0	1078.0	350.0	225.0	1570.0	934.0	264.0	785.0	2620.0	4002.0	408.0	470.0	1425.0	1121.0	1097.0	2475.0	843.0	1939.0	1422.0	1837.0	1553.0	1339.0	1524.0	1558.0	534.0	388.0	318.0	1073.0	636.0	651.0	1377.0	1536.0	275.0	238.0	1050.0	2460.0	1203.0	1410.0	2181.0	1101.0	424.0	786.0	976.0	638.0	362.0	1507.0	1409.0	1552.0	332.0	1831.0	573.0	1248.0	455.0	819.0	1634.0	336.0	528.0	962.0	1543.0	884.0	2057.0	1076.0	970.0	389.0	792.0	896.0	3474.0	210.0	82890.3	1067973.0	1442462.66838
sub-0041	711.0	1048.0	774.0	860.0	874.0	2054.0	1128.0	1071.0	446.0	290.0	1920.0	1135.0	386.0	939.0	3799.0	5479.0	482.0	513.0	1694.0	1378.0	1493.0	2512.0	751.0	1820.0	1850.0	1254.0	1104.0	974.0	1484.0	1772.0	505.0	322.0	270.0	1098.0	586.0	481.0	1681.0	2081.0	270.0	133.0	820.0	2521.0	1304.0	2473.0	1759.0	863.0	365.0	735.0	951.0	782.0	375.0	1915.0	2509.0	2870.0	183.0	1554.0	727.0	1082.0	534.0	877.0	1446.0	509.0	747.0	1014.0	1718.0	1082.0	880.0	905.0	939.0	223.0	1032.0	1134.0	4397.0	158.0	90800.2	1117012.0	1513870.08802
sub-0042	708.0	1058.0	930.0	998.0	880.0	2162.0	881.0	993.0	540.0	296.0	1829.0	881.0	285.0	810.0	3005.0	4535.0	451.0	538.0	1612.0	1187.0	1320.0	2352.0	903.0	1814.0	2487.0	1737.0	1690.0	1297.0	1698.0	2006.0	534.0	364.0	277.0	1076.0	679.0	545.0	1841.0	2335.0	293.0	294.0	928.0	2539.0	1106.0	2186.0	2157.0	865.0	359.0	804.0	1027.0	696.0	430.0	1609.0	1651.0	1728.0	375.0	2436.0	551.0	1098.0	648.0	958.0	1450.0	291.0	535.0	1017.0	1955.0	1110.0	1826.0	1117.0	871.0	293.0	1002.0	1119.0	4447.0	148.0	91452.5	1139605.0	1546304.60749
sub-0043	612.0	793.0	1021.0	957.0	814.0	1968.0	1120.0	1161.0	395.0	232.0	1978.0	894.0	246.0	568.0	3557.0	4900.0	500.0	478.0	1294.0	1089.0	1239.0	2501.0	751.0	1689.0	2368.0	1366.0	2087.0	1381.0	1918.0	1919.0	444.0	237.0	271.0	1114.0	501.0	483.0	1701.0	2220.0	287.0	185.0	853.0	2342.0	1159.0	2091.0	2312.0	1085.0	389.0	788.0	1052.0	687.0	310.0	1278.0	1319.0	2271.0	319.0	1996.0	657.0	1008.0	531.0	697.0	1390.0	403.0	550.0	950.0	1388.0	1262.0	1624.0	1040.0	1273.0	136.0	835.0	840.0	4171.0	123.0	88371.0	1093126.0	1488425.96978
sub-0044	797.0	1055.0	793.0	979.0	1081.0	2065.0	883.0	1025.0	418.0	167.0	1139.0	1030.0	375.0	829.0	2610.0	4583.0	450.0	527.0	1432.0	925.0	1108.0	1944.0	1059.0	1901.0	2746.0	1535.0	1712.0	1260.0	1341.0	1670.0	507.0	336.0	228.0	1233.0	519.0	609.0	2086.0	2505.0	427.0	157.0	915.0	1960.0	1340.0	1365.0	2080.0	903.0	502.0	729.0	1026.0	997.0	272.0	1562.0	1858.0	1357.0	407.0	2513.0	498.0	725.0	650.0	831.0	1338.0	478.0	391.0	935.0	1131.0	1160.0	1676.0	843.0	757.0	281.0	783.0	1259.0	4811.0	237.0	86617.4	1141797.0	1570025.48511
sub-0053	783.0	785.0	878.0	887.0	756.0	2225.0	1061.0	1150.0	374.0	181.0	1349.0	906.0	287.0	565.0	2220.0	4208.0	431.0	504.0	1452.0	1026.0	1323.0	1385.0	799.0	1636.0	1829.0	1681.0	1653.0	1229.0	1965.0	1464.0	534.0	271.0	270.0	1110.0	714.0	630.0	1598.0	1884.0	302.0	151.0	939.0	2389.0	1200.0	1239.0	2455.0	1045.0	341.0	914.0	1010.0	688.0	359.0	1131.0	1700.0	1845.0	318.0	2428.0	833.0	759.0	476.0	555.0	1301.0	334.0	544.0	974.0	1508.0	1152.0	1532.0	1227.0	1068.0	301.0	827.0	939.0	4232.0	215.0	83237.0	1047785.0	1563927.20032
sub-0057	620.0	909.0	994.0	813.0	811.0	1999.0	945.0	1016.0	423.0	243.0	1305.0	812.0	261.0	728.0	2568.0	4645.0	407.0	430.0	1240.0	1093.0	1514.0	1956.0	744.0	1941.0	1894.0	1741.0	1664.0	1381.0	1919.0	1940.0	536.0	408.0	253.0	1115.0	799.0	521.0	1361.0	1896.0	244.0	233.0	920.0	2098.0	1282.0	1813.0	2422.0	834.0	434.0	789.0	1039.0	472.0	283.0	1612.0	1457.0	1792.0	150.0	2166.0	646.0	739.0	538.0	603.0	1461.0	351.0	486.0	959.0	1500.0	1000.0	1767.0	1284.0	1132.0	116.0	879.0	760.0	4257.0	286.0	84653.1	916095.0	1545364.52291
sub-0058	636.0	915.0	763.0	932.0	811.0	1719.0	796.0	926.0	415.0	236.0	1511.0	798.0	238.0	653.0	2335.0	4814.0	430.0	369.0	1867.0	1126.0	1236.0	2239.0	759.0	1653.0	1726.0	1281.0	1388.0	1150.0	1611.0	1373.0	571.0	365.0	220.0	1058.0	765.0	500.0	1534.0	2212.0	285.0	182.0	867.0	2296.0	1114.0	1782.0	2298.0	899.0	397.0	687.0	909.0	495.0	439.0	1156.0	1438.0	2064.0	236.0	2048.0	715.0	1023.0	759.0	608.0	1676.0	284.0	527.0	925.0	1520.0	1063.0	1664.0	1029.0	913.0	310.0	721.0	1089.0	4253.0	209.0	82809.3	1030574.0	1393762.8743
sub-0060	643.0	837.0	917.0	938.0	701.0	1865.0	754.0	905.0	296.0	158.0	1535.0	819.0	315.0	480.0	2263.0	4135.0	547.0	356.0	1338.0	1002.0	1067.0	1675.0	697.0	1834.0	1868.0	1757.0	1467.0	1284.0	1469.0	1404.0	515.0	262.0	240.0	1123.0	446.0	538.0	1714.0	1846.0	301.0	90.0	921.0	2056.0	1068.0	1374.0	1982.0	833.0	315.0	764.0	888.0	702.0	303.0	1344.0	1649.0	1282.0	276.0	1893.0	527.0	849.0	490.0	679.0	1559.0	331.0	440.0	1067.0	1973.0	681.0	1947.0	880.0	789.0	211.0	695.0	966.0	4086.0	155.0	78378.4	977133.0	1205966.67051
sub-0062	809.0	964.0	906.0	894.0	1149.0	2410.0	1033.0	1162.0	422.0	234.0	1885.0	1267.0	338.0	786.0	3603.0	5279.0	806.0	671.0	1882.0	1223.0	1467.0	2414.0	911.0	2053.0	2271.0	1612.0	1587.0	1339.0	1730.0	1647.0	653.0	393.0	197.0	1253.0	537.0	558.0	2223.0	1941.0	364.0	196.0	963.0	2600.0	1755.0	2038.0	2570.0	1123.0	477.0	1112.0	1188.0	641.0	318.0	2027.0	1885.0	2446.0	212.0	2587.0	751.0	1290.0	673.0	1000.0	1635.0	418.0	549.0	1010.0	1439.0	1149.0	1816.0	1086.0	1432.0	377.0	931.0	1276.0	4824.0	159.0	98827.6	1289435.0	1776265.02628
