rh.aparc.a2009s.volume	rh_G&S_frontomargin_volume	rh_G&S_occipital_inf_volume	rh_G&S_paracentral_volume	rh_G&S_subcentral_volume	rh_G&S_transv_frontopol_volume	rh_G&S_cingul-Ant_volume	rh_G&S_cingul-Mid-Ant_volume	rh_G&S_cingul-Mid-Post_volume	rh_G_cingul-Post-dorsal_volume	rh_G_cingul-Post-ventral_volume	rh_G_cuneus_volume	rh_G_front_inf-Opercular_volume	rh_G_front_inf-Orbital_volume	rh_G_front_inf-Triangul_volume	rh_G_front_middle_volume	rh_G_front_sup_volume	rh_G_Ins_lg&S_cent_ins_volume	rh_G_insular_short_volume	rh_G_occipital_middle_volume	rh_G_occipital_sup_volume	rh_G_oc-temp_lat-fusifor_volume	rh_G_oc-temp_med-Lingual_volume	rh_G_oc-temp_med-Parahip_volume	rh_G_orbital_volume	rh_G_pariet_inf-Angular_volume	rh_G_pariet_inf-Supramar_volume	rh_G_parietal_sup_volume	rh_G_postcentral_volume	rh_G_precentral_volume	rh_G_precuneus_volume	rh_G_rectus_volume	rh_G_subcallosal_volume	rh_G_temp_sup-G_T_transv_volume	rh_G_temp_sup-Lateral_volume	rh_G_temp_sup-Plan_polar_volume	rh_G_temp_sup-Plan_tempo_volume	rh_G_temporal_inf_volume	rh_G_temporal_middle_volume	rh_Lat_Fis-ant-Horizont_volume	rh_Lat_Fis-ant-Vertical_volume	rh_Lat_Fis-post_volume	rh_Pole_occipital_volume	rh_Pole_temporal_volume	rh_S_calcarine_volume	rh_S_central_volume	rh_S_cingul-Marginalis_volume	rh_S_circular_insula_ant_volume	rh_S_circular_insula_inf_volume	rh_S_circular_insula_sup_volume	rh_S_collat_transv_ant_volume	rh_S_collat_transv_post_volume	rh_S_front_inf_volume	rh_S_front_middle_volume	rh_S_front_sup_volume	rh_S_interm_prim-Jensen_volume	rh_S_intrapariet&P_trans_volume	rh_S_oc_middle&Lunatus_volume	rh_S_oc_sup&transversal_volume	rh_S_occipital_ant_volume	rh_S_oc-temp_lat_volume	rh_S_oc-temp_med&Lingual_volume	rh_S_orbital_lateral_volume	rh_S_orbital_med-olfact_volume	rh_S_orbital-H_Shaped_volume	rh_S_parieto_occipital_volume	rh_S_pericallosal_volume	rh_S_postcentral_volume	rh_S_precentral-inf-part_volume	rh_S_precentral-sup-part_volume	rh_S_suborbital_volume	rh_S_subparietal_volume	rh_S_temporal_inf_volume	rh_S_temporal_sup_volume	rh_S_temporal_transverse_volume	BrainSegVolNotVent	eTIV
sub-0064	1549.0	2758.0	3449.0	3385.0	2470.0	5877.0	3337.0	2272.0	454.0	621.0	2846.0	2991.0	663.0	1631.0	8969.0	25249.0	1348.0	2157.0	4770.0	2088.0	4522.0	3876.0	3595.0	7013.0	8353.0	6252.0	4480.0	4359.0	6827.0	5696.0	2588.0	339.0	894.0	5593.0	1945.0	1582.0	5563.0	7472.0	665.0	252.0	1808.0	4221.0	6822.0	2263.0	3846.0	3477.0	965.0	1968.0	2041.0	1577.0	561.0	2060.0	4580.0	4967.0	530.0	4197.0	922.0	1713.0	1887.0	2160.0	2854.0	577.0	1233.0	2242.0	3235.0	1166.0	4182.0	2488.0	2739.0	854.0	2072.0	1937.0	9936.0	390.0	1198044.0	3132919.29087
sub-0066	1607.0	2923.0	2282.0	3433.0	2691.0	6207.0	3065.0	3323.0	1925.0	611.0	3760.0	3779.0	1029.0	3128.0	10447.0	14520.0	1792.0	2604.0	5858.0	2634.0	4869.0	5133.0	3179.0	7743.0	5718.0	5492.0	5335.0	3097.0	5945.0	6342.0	2788.0	934.0	836.0	4007.0	2227.0	1396.0	8067.0	8741.0	518.0	509.0	2110.0	5986.0	6905.0	2794.0	3393.0	2167.0	931.0	1511.0	2070.0	2540.0	632.0	2910.0	3089.0	5087.0	533.0	4502.0	959.0	1639.0	1031.0	1424.0	3483.0	772.0	1180.0	3306.0	4232.0	1372.0	3399.0	2252.0	2228.0	684.0	1976.0	2458.0	9450.0	356.0	1084847.0	1462947.37819
sub-0067	1244.0	2990.0	2652.0	2187.0	1761.0	4912.0	2348.0	2517.0	1592.0	597.0	3312.0	2501.0	1324.0	3156.0	7863.0	14948.0	1665.0	1904.0	6231.0	3353.0	4722.0	4743.0	4726.0	6358.0	5452.0	5554.0	4394.0	4192.0	6674.0	5135.0	1982.0	806.0	893.0	5281.0	2160.0	1202.0	7359.0	9046.0	395.0	309.0	1794.0	5156.0	5901.0	3232.0	4343.0	1430.0	746.0	1734.0	2056.0	2317.0	563.0	2447.0	2404.0	3621.0	449.0	4062.0	1264.0	2614.0	984.0	1361.0	2720.0	544.0	961.0	2583.0	3944.0	1059.0	3345.0	1939.0	2629.0	654.0	1558.0	1791.0	8350.0	426.0	1040745.0	1385606.54043
sub-0071	1860.0	3268.0	2489.0	2723.0	2313.0	5963.0	2677.0	2530.0	1870.0	885.0	3046.0	2942.0	825.0	1448.0	7950.0	14317.0	1524.0	1696.0	5739.0	2531.0	4908.0	4954.0	3128.0	6942.0	6014.0	5080.0	4531.0	3603.0	5711.0	5755.0	1768.0	648.0	705.0	4276.0	2209.0	1280.0	7696.0	7901.0	440.0	338.0	1754.0	5078.0	6460.0	3161.0	3875.0	1752.0	815.0	1796.0	1850.0	2722.0	525.0	2835.0	2800.0	3074.0	503.0	3592.0	925.0	2049.0	1301.0	1731.0	3131.0	640.0	715.0	2315.0	2651.0	1169.0	3021.0	2862.0	1585.0	647.0	1605.0	2031.0	9117.0	318.0	1009957.0	1378600.06314
sub-0072	2177.0	3220.0	2550.0	3696.0	2276.0	5806.0	2310.0	2235.0	1287.0	674.0	2795.0	3238.0	1281.0	2340.0	10825.0	14576.0	2044.0	2347.0	6107.0	2574.0	5725.0	5327.0	3652.0	7380.0	4713.0	6074.0	4440.0	4447.0	6656.0	6254.0	2490.0	1422.0	808.0	5207.0	2212.0	1354.0	7877.0	9308.0	483.0	519.0	1822.0	5453.0	6548.0	3002.0	4380.0	1733.0	803.0	1756.0	2213.0	1970.0	594.0	3186.0	3083.0	3798.0	297.0	3896.0	1119.0	1688.0	2024.0	2026.0	2968.0	712.0	1162.0	2790.0	3399.0	1161.0	3544.0	2762.0	2448.0	482.0	1732.0	2327.0	9695.0	353.0	1131610.0	1525486.91608
sub-0073	1513.0	577.0	390.0	3392.0	2320.0	358.0	445.0	1120.0	446.0	675.0	1489.0	3128.0	638.0	1724.0	8552.0	2682.0	1922.0	1618.0	1837.0	1124.0	635.0	1296.0	2249.0	5672.0	2228.0	3164.0	3509.0	2548.0	2652.0	3251.0	705.0	574.0	633.0	3471.0	2197.0	1413.0	2001.0	2053.0	340.0	293.0	1804.0	1487.0	2084.0	1265.0	1351.0	178.0	858.0	1691.0	2556.0	409.0	164.0	2621.0	2194.0	747.0	244.0	3424.0	403.0	887.0	198.0	445.0	938.0	390.0	919.0	1293.0	1755.0	6837.0	1736.0	2837.0	379.0	0.0	246.0	123.0	3940.0	378.0	428721.0	104144.590512
sub-0077	1800.0	2815.0	2664.0	2945.0	2042.0	6553.0	3533.0	3562.0	1900.0	1000.0	4531.0	3531.0	1408.0	3142.0	9238.0	16583.0	1559.0	2143.0	7166.0	3544.0	7464.0	5611.0	4017.0	7947.0	7217.0	6044.0	4447.0	3183.0	6315.0	6315.0	2612.0	701.0	1161.0	5385.0	3060.0	1267.0	7241.0	8266.0	646.0	228.0	1928.0	6773.0	7811.0	3356.0	4401.0	2016.0	1166.0	2312.0	2695.0	2047.0	1175.0	3117.0	3365.0	4598.0	782.0	4756.0	1842.0	2518.0	1564.0	2488.0	3416.0	783.0	1143.0	2802.0	3238.0	1687.0	3904.0	2016.0	2363.0	573.0	2190.0	2204.0	9718.0	401.0	1243118.0	1638396.83303
sub-0078	1747.0	2288.0	2737.0	3208.0	2283.0	5904.0	3066.0	2956.0	1671.0	763.0	3771.0	3382.0	1057.0	2202.0	8310.0	17668.0	1821.0	2108.0	6073.0	4056.0	6244.0	4287.0	4927.0	7205.0	7384.0	8836.0	5533.0	3815.0	7064.0	5886.0	2314.0	915.0	865.0	5849.0	2582.0	1806.0	5715.0	8658.0	371.0	461.0	2370.0	5169.0	6492.0	2915.0	3765.0	1809.0	969.0	2246.0	2314.0	1973.0	529.0	2842.0	2665.0	4550.0	713.0	5015.0	1303.0	2451.0	1158.0	2510.0	2858.0	524.0	976.0	3142.0	4260.0	1337.0	4092.0	2588.0	2249.0	373.0	1649.0	1744.0	10279.0	535.0	1164610.0	1591966.66264
sub-0079	1646.0	2341.0	2128.0	2986.0	2592.0	5584.0	3026.0	2919.0	1443.0	633.0	3919.0	2544.0	909.0	1896.0	12384.0	15000.0	1330.0	2372.0	4471.0	2960.0	4756.0	5687.0	3510.0	7231.0	7928.0	4224.0	5322.0	3245.0	6699.0	5377.0	1799.0	1129.0	694.0	3956.0	1585.0	1158.0	6426.0	8714.0	457.0	389.0	1755.0	4733.0	5273.0	3073.0	3804.0	2216.0	924.0	1646.0	2240.0	1591.0	472.0	2743.0	3070.0	4866.0	489.0	3929.0	1262.0	1863.0	1476.0	1371.0	3016.0	684.0	935.0	2630.0	2916.0	1562.0	3122.0	2273.0	2607.0	404.0	1507.0	1679.0	9373.0	266.0	1096560.0	1488425.96978
sub-0080	1866.0	3684.0	2997.0	2874.0	2457.0	6145.0	3016.0	2985.0	1957.0	663.0	3427.0	2581.0	1133.0	1556.0	9269.0	18205.0	1334.0	2191.0	5252.0	3349.0	5212.0	5326.0	3261.0	6425.0	7396.0	5219.0	5604.0	4302.0	8076.0	5717.0	1843.0	899.0	688.0	4275.0	2251.0	1348.0	6832.0	7911.0	379.0	358.0	1606.0	5402.0	5915.0	2468.0	4602.0	2157.0	782.0	1497.0	1947.0	1444.0	628.0	2662.0	3241.0	4672.0	506.0	6304.0	1247.0	2064.0	1271.0	2003.0	3164.0	809.0	1023.0	2750.0	3504.0	1232.0	3115.0	2905.0	2256.0	656.0	1854.0	1924.0	9285.0	397.0	1191370.0	1613504.469
sub-0082	1841.0	3428.0	2897.0	3322.0	2296.0	7158.0	3180.0	3335.0	1552.0	863.0	3092.0	3741.0	922.0	3325.0	10772.0	16721.0	1974.0	2309.0	5108.0	3369.0	4791.0	5228.0	4472.0	7491.0	6651.0	5367.0	5221.0	3884.0	6814.0	5705.0	1918.0	963.0	946.0	4554.0	1953.0	1677.0	7375.0	8333.0	460.0	464.0	2019.0	5651.0	6531.0	2811.0	4556.0	2256.0	1073.0	1673.0	2298.0	2031.0	698.0	4224.0	2971.0	4410.0	416.0	4782.0	895.0	1949.0	1984.0	1896.0	3226.0	801.0	1266.0	2934.0	2936.0	1507.0	3294.0	3259.0	1894.0	650.0	2064.0	2724.0	10845.0	431.0	1193592.0	1649751.03428
sub-0085	1450.0	2669.0	2260.0	2386.0	2329.0	4662.0	2211.0	2206.0	1149.0	773.0	2545.0	2965.0	958.0	1683.0	6971.0	16054.0	1623.0	1810.0	4091.0	2273.0	4526.0	3435.0	5184.0	5763.0	6042.0	4918.0	4757.0	3059.0	5118.0	4108.0	1687.0	723.0	690.0	3780.0	2407.0	2036.0	6966.0	7274.0	436.0	242.0	1794.0	4779.0	5345.0	2522.0	3170.0	1839.0	1164.0	1680.0	2407.0	2221.0	557.0	2561.0	2700.0	3857.0	706.0	3507.0	1048.0	1593.0	851.0	1630.0	2241.0	597.0	1045.0	1938.0	3114.0	1197.0	3039.0	1589.0	1570.0	317.0	1583.0	2094.0	8548.0	397.0	1054724.0	1480778.17696
sub-0100	2106.0	3139.0	2820.0	3463.0	2952.0	6476.0	2717.0	2630.0	1874.0	739.0	3078.0	3559.0	1391.0	2360.0	11601.0	17453.0	1516.0	2633.0	5714.0	2783.0	7711.0	4439.0	4115.0	7888.0	7714.0	5927.0	4911.0	3731.0	5776.0	6317.0	2553.0	587.0	999.0	5811.0	2023.0	1493.0	7144.0	9337.0	525.0	690.0	1741.0	5169.0	7277.0	3075.0	4089.0	1478.0	967.0	2062.0	2318.0	1928.0	715.0	3849.0	3900.0	4525.0	932.0	3923.0	1480.0	1618.0	1034.0	1885.0	3161.0	844.0	1121.0	2954.0	3002.0	1417.0	4305.0	2489.0	2039.0	384.0	1609.0	2052.0	10038.0	378.0	1148366.0	1570498.95767
sub-0102	1837.0	3958.0	2699.0	4265.0	2512.0	6718.0	2116.0	2894.0	1622.0	830.0	3293.0	4169.0	1397.0	2667.0	11079.0	17871.0	1813.0	3203.0	5719.0	3475.0	5643.0	5607.0	5328.0	7946.0	6139.0	5824.0	4614.0	3808.0	6326.0	6414.0	2126.0	1055.0	847.0	5209.0	2516.0	1416.0	6909.0	8731.0	565.0	613.0	2196.0	6096.0	7435.0	3315.0	3916.0	2062.0	802.0	1917.0	2136.0	2213.0	735.0	3767.0	5031.0	5019.0	325.0	4132.0	2067.0	1976.0	1137.0	1873.0	3518.0	1027.0	1096.0	2903.0	3444.0	1212.0	3630.0	2764.0	2156.0	346.0	1820.0	1713.0	10136.0	393.0	1256669.0	1734647.16464
sub-0104	1550.0	2863.0	3008.0	2938.0	1930.0	6433.0	3109.0	2983.0	1688.0	753.0	3563.0	3058.0	1093.0	2147.0	8107.0	17091.0	2222.0	2853.0	5410.0	2514.0	5698.0	4615.0	4915.0	6596.0	7867.0	6141.0	5270.0	3549.0	5825.0	7048.0	2303.0	1167.0	920.0	5625.0	2208.0	1794.0	6813.0	9190.0	352.0	344.0	2136.0	5393.0	6538.0	2796.0	3691.0	2194.0	1021.0	1886.0	2429.0	2297.0	589.0	2446.0	3550.0	3888.0	610.0	4523.0	1350.0	1953.0	1009.0	1825.0	3390.0	603.0	1019.0	2536.0	3052.0	1342.0	4028.0	2703.0	2353.0	526.0	2868.0	2599.0	11517.0	525.0	1202410.0	1588832.71461
sub-0107	1637.0	2555.0	2183.0	2593.0	2269.0	5614.0	2937.0	2760.0	1751.0	1126.0	4514.0	2967.0	799.0	1734.0	8070.0	14601.0	1388.0	2021.0	4602.0	2616.0	3684.0	5043.0	4819.0	5131.0	6453.0	5613.0	4767.0	3263.0	5309.0	5379.0	1761.0	934.0	734.0	4430.0	1411.0	1635.0	6417.0	6220.0	377.0	148.0	1793.0	5045.0	5223.0	4369.0	3921.0	1908.0	703.0	1629.0	1935.0	2292.0	648.0	2620.0	3504.0	5252.0	756.0	5363.0	1201.0	1955.0	821.0	1636.0	2421.0	643.0	877.0	2486.0	3840.0	1193.0	4027.0	2511.0	1859.0	524.0	1717.0	1828.0	7920.0	308.0	1154737.0	1547836.86751
sub-0108	1881.0	2484.0	2345.0	2989.0	3121.0	6360.0	2872.0	2856.0	1373.0	712.0	3129.0	2909.0	1165.0	2225.0	10015.0	15253.0	1527.0	1849.0	5723.0	2789.0	4666.0	4360.0	3720.0	6720.0	6073.0	5083.0	4629.0	3857.0	6522.0	5329.0	2096.0	844.0	813.0	4626.0	2487.0	1601.0	7276.0	8065.0	443.0	456.0	1873.0	5883.0	6064.0	3144.0	3903.0	1757.0	963.0	1824.0	2223.0	2318.0	689.0	2935.0	3337.0	4120.0	313.0	6000.0	1873.0	1904.0	1109.0	1973.0	2451.0	763.0	1120.0	2936.0	2493.0	1376.0	3156.0	3162.0	2662.0	750.0	1780.0	2694.0	9144.0	633.0	1129989.0	1601099.67064
sub-0110	2209.0	3347.0	2732.0	3530.0	2791.0	7341.0	2722.0	3014.0	1726.0	1028.0	3242.0	2811.0	1441.0	2456.0	10271.0	17934.0	2231.0	2503.0	8154.0	3117.0	4986.0	5757.0	4832.0	8167.0	6570.0	5098.0	6310.0	4227.0	6300.0	7804.0	2718.0	1196.0	540.0	4533.0	2466.0	1352.0	9705.0	9173.0	531.0	495.0	2028.0	6660.0	6632.0	3704.0	3871.0	1539.0	1216.0	1550.0	2263.0	2208.0	663.0	3256.0	4842.0	4252.0	536.0	4805.0	1738.0	2196.0	1874.0	1880.0	3154.0	727.0	1382.0	2839.0	3353.0	1545.0	4779.0	2759.0	2032.0	527.0	3158.0	2920.0	9953.0	507.0	1299190.0	1848937.15163
sub-0113	1761.0	3175.0	2633.0	2014.0	2311.0	4716.0	1835.0	2141.0	1359.0	753.0	3512.0	2062.0	523.0	1845.0	8309.0	14365.0	1511.0	1853.0	6909.0	3727.0	4246.0	4135.0	3947.0	6257.0	3731.0	4443.0	3407.0	3882.0	5617.0	4658.0	1748.0	479.0	658.0	4040.0	2108.0	1451.0	6101.0	7205.0	419.0	304.0	1719.0	4491.0	5929.0	2874.0	4080.0	1757.0	866.0	1573.0	1623.0	1686.0	627.0	2560.0	4276.0	3222.0	430.0	4210.0	1543.0	2664.0	971.0	1262.0	2458.0	586.0	931.0	2096.0	2910.0	968.0	2948.0	2154.0	2312.0	565.0	1172.0	1967.0	6343.0	361.0	917912.0	1401103.92939
sub-0117	1625.0	2794.0	2591.0	2397.0	1725.0	5167.0	2508.0	2550.0	1511.0	928.0	2613.0	2986.0	823.0	2413.0	9426.0	14425.0	1308.0	2331.0	5138.0	2792.0	4343.0	4792.0	2845.0	6259.0	7038.0	4666.0	3717.0	3612.0	5754.0	5218.0	2034.0	1152.0	698.0	4443.0	2044.0	1544.0	5437.0	7061.0	455.0	416.0	1926.0	5351.0	5260.0	3320.0	4057.0	1664.0	806.0	1290.0	1996.0	1530.0	479.0	2634.0	2743.0	4053.0	638.0	5131.0	1074.0	1913.0	828.0	1337.0	2113.0	620.0	1174.0	2148.0	2620.0	1075.0	3279.0	2197.0	2186.0	549.0	1977.0	1633.0	7835.0	299.0	1046908.0	1439661.79245
