rh.aparc.area	rh_bankssts_area	rh_caudalanteriorcingulate_area	rh_caudalmiddlefrontal_area	rh_cuneus_area	rh_entorhinal_area	rh_fusiform_area	rh_inferiorparietal_area	rh_inferiortemporal_area	rh_isthmuscingulate_area	rh_lateraloccipital_area	rh_lateralorbitofrontal_area	rh_lingual_area	rh_medialorbitofrontal_area	rh_middletemporal_area	rh_parahippocampal_area	rh_paracentral_area	rh_parsopercularis_area	rh_parsorbitalis_area	rh_parstriangularis_area	rh_pericalcarine_area	rh_postcentral_area	rh_posteriorcingulate_area	rh_precentral_area	rh_precuneus_area	rh_rostralanteriorcingulate_area	rh_rostralmiddlefrontal_area	rh_superiorfrontal_area	rh_superiorparietal_area	rh_superiortemporal_area	rh_supramarginal_area	rh_frontalpole_area	rh_temporalpole_area	rh_transversetemporal_area	rh_insula_area	rh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-0039	714.0	643.0	2196.0	1641.0	340.0	2780.0	4227.0	2891.0	835.0	4823.0	2598.0	3874.0	2107.0	2941.0	727.0	1637.0	1610.0	807.0	1670.0	1475.0	4191.0	1326.0	4635.0	3805.0	690.0	5363.0	6364.0	5027.0	3427.0	4011.0	246.0	465.0	337.0	2528.0	82881.8	1067973.0	1442462.66838
sub-0041	908.0	963.0	2440.0	2037.0	343.0	3387.0	5240.0	3475.0	1066.0	5428.0	2539.0	3930.0	1947.0	3717.0	650.0	1444.0	1465.0	938.0	2025.0	2312.0	2922.0	1280.0	4390.0	4337.0	763.0	8495.0	8542.0	4218.0	3352.0	2648.0	306.0	446.0	310.0	2541.0	90793.1	1117012.0	1513870.08802
sub-0042	1083.0	761.0	2550.0	1948.0	461.0	3065.0	6054.0	3525.0	1189.0	5382.0	2872.0	4003.0	1953.0	3911.0	574.0	1556.0	1370.0	798.0	1779.0	2051.0	3936.0	1436.0	4981.0	4680.0	605.0	6071.0	6904.0	5513.0	3259.0	3844.0	313.0	441.0	314.0	2304.0	91448.1	1139605.0	1546304.60749
sub-0043	888.0	1050.0	2909.0	1972.0	352.0	2768.0	5478.0	3320.0	935.0	4976.0	2409.0	3892.0	1610.0	3537.0	597.0	1682.0	1352.0	788.0	1418.0	1875.0	4065.0	1469.0	5338.0	4119.0	817.0	5851.0	7431.0	5457.0	3219.0	3317.0	323.0	388.0	265.0	2475.0	88339.0	1093126.0	1488425.96978
sub-0044	1067.0	736.0	1235.0	1250.0	416.0	3197.0	6376.0	3964.0	997.0	4714.0	2752.0	3163.0	1875.0	4208.0	540.0	1407.0	1407.0	1013.0	2024.0	1157.0	3809.0	1295.0	4181.0	3427.0	586.0	6815.0	7072.0	5231.0	3452.0	3647.0	380.0	474.0	319.0	2428.0	86608.6	1141797.0	1570025.48511
sub-0053	938.0	974.0	2256.0	1472.0	368.0	2862.0	4922.0	3102.0	781.0	5409.0	2389.0	2439.0	1926.0	3349.0	574.0	1494.0	1332.0	787.0	1432.0	1189.0	3802.0	1326.0	5497.0	3755.0	815.0	5244.0	6894.0	4985.0	3627.0	3559.0	267.0	510.0	285.0	2661.0	83211.6	1047785.0	1563927.20032
sub-0057	896.0	774.0	2548.0	1473.0	374.0	3303.0	4522.0	2587.0	1031.0	4869.0	2651.0	3165.0	1851.0	3214.0	658.0	1609.0	1427.0	843.0	1516.0	1448.0	4094.0	1198.0	5469.0	3998.0	506.0	5433.0	6962.0	5325.0	3367.0	3646.0	284.0	460.0	343.0	2835.0	84634.7	916095.0	1545364.52291
sub-0058	854.0	712.0	2205.0	1653.0	400.0	2900.0	5555.0	2919.0	1043.0	5397.0	2685.0	3600.0	1876.0	3660.0	771.0	1438.0	1277.0	661.0	1426.0	1695.0	3665.0	1262.0	4728.0	3444.0	613.0	5061.0	7083.0	4762.0	3359.0	2861.0	270.0	378.0	307.0	2288.0	82804.4	1030574.0	1393762.8743
sub-0060	902.0	496.0	1570.0	1611.0	314.0	2650.0	4601.0	3109.0	656.0	4545.0	2794.0	2964.0	1826.0	3210.0	585.0	1520.0	1132.0	817.0	1373.0	1336.0	3795.0	1024.0	4176.0	3835.0	601.0	5534.0	6116.0	4977.0	3473.0	3823.0	238.0	453.0	285.0	2038.0	78371.5	977133.0	1205966.67051
sub-0062	831.0	860.0	2242.0	1975.0	488.0	3196.0	6906.0	4281.0	1046.0	5771.0	3065.0	3958.0	2318.0	3710.0	730.0	1596.0	1744.0	976.0	1968.0	1906.0	4119.0	1352.0	5415.0	3931.0	681.0	7922.0	8809.0	5555.0	3697.0	3459.0	432.0	596.0	279.0	3005.0	98811.7	1289435.0	1776265.02628
sub-0064	903.0	1947.0	2281.0	1545.0	345.0	3254.0	5773.0	3366.0	691.0	4799.0	3064.0	2881.0	2821.0	3467.0	686.0	3862.0	1118.0	810.0	1296.0	1460.0	4412.0	2297.0	5454.0	4491.0	801.0	6154.0	13206.0	5185.0	3916.0	3927.0	317.0	511.0	302.0	2332.0	99653.1	1198044.0	3132919.29087
sub-0066	843.0	960.0	2275.0	1706.0	462.0	2965.0	4805.0	3478.0	968.0	4590.0	3051.0	2824.0	2106.0	3486.0	585.0	1447.0	1602.0	863.0	1780.0	1483.0	3889.0	1727.0	4812.0	4921.0	546.0	5568.0	6617.0	5513.0	3458.0	3559.0	285.0	520.0	352.0	2466.0	86495.1	1084847.0	1462947.37819
sub-0067	812.0	595.0	1972.0	1559.0	532.0	2907.0	4733.0	3184.0	788.0	5148.0	2753.0	3013.0	1765.0	3370.0	665.0	1299.0	1300.0	852.0	1693.0	1630.0	3961.0	1018.0	5025.0	3983.0	565.0	4659.0	6229.0	5290.0	3469.0	3298.0	192.0	461.0	314.0	2207.0	81230.3	1040745.0	1385606.54043
sub-0071	818.0	818.0	1866.0	1211.0	419.0	3038.0	5218.0	3445.0	929.0	4465.0	2586.0	3172.0	1821.0	3099.0	621.0	1449.0	1238.0	792.0	1297.0	1201.0	3450.0	1143.0	4331.0	3574.0	589.0	5269.0	6035.0	4560.0	3253.0	2830.0	254.0	518.0	295.0	2077.0	77632.8	1009957.0	1378600.06314
sub-0072	962.0	709.0	2245.0	1448.0	440.0	2866.0	5282.0	3491.0	864.0	5100.0	3032.0	3300.0	2000.0	3730.0	520.0	1375.0	1426.0	833.0	1533.0	1512.0	4183.0	916.0	5126.0	4125.0	654.0	5764.0	6319.0	5086.0	3435.0	3203.0	289.0	460.0	267.0	2444.0	84935.0	1131610.0	1525486.91608
sub-0073	458.0	490.0	2027.0	449.0	194.0	708.0	2044.0	798.0	1456.0	1215.0	1606.0	724.0	466.0	1050.0	378.0	789.0	1216.0	591.0	1299.0	359.0	2756.0	1012.0	3177.0	2209.0	5.0	5456.0	1541.0	3606.0	2875.0	2457.0	277.0	386.0	377.0	3316.0	47767.5	428721.0	104144.590512
sub-0077	928.0	1003.0	1778.0	2038.0	483.0	3846.0	5965.0	3772.0	1171.0	6214.0	3190.0	3853.0	2187.0	3471.0	560.0	1741.0	1394.0	1028.0	2105.0	2038.0	4020.0	1544.0	5341.0	4174.0	665.0	5665.0	7886.0	5431.0	3859.0	4207.0	300.0	523.0	320.0	2472.0	94935.2	1243118.0	1638396.83303
sub-0078	907.0	904.0	2011.0	1792.0	548.0	3488.0	5494.0	3133.0	922.0	4897.0	2729.0	3143.0	2081.0	3393.0	595.0	1637.0	1381.0	856.0	1456.0	1344.0	3996.0	1316.0	5605.0	4492.0	742.0	5444.0	7861.0	6097.0	3860.0	4846.0	352.0	534.0	372.0	2915.0	91108.6	1164610.0	1591966.66264
sub-0079	834.0	1094.0	2741.0	1951.0	358.0	2821.0	5583.0	3299.0	964.0	5089.0	2634.0	3883.0	1699.0	3572.0	649.0	1707.0	1372.0	810.0	1436.0	1880.0	4040.0	1436.0	5249.0	4054.0	810.0	6061.0	7396.0	5552.0	3221.0	3230.0	320.0	439.0	263.0	2385.0	88825.5	1096560.0	1488425.96978
sub-0080	786.0	858.0	2450.0	1502.0	406.0	2953.0	5395.0	3105.0	1080.0	5391.0	3148.0	3016.0	2279.0	3359.0	624.0	1613.0	1180.0	909.0	1267.0	1189.0	4166.0	1351.0	5516.0	4118.0	592.0	5897.0	8163.0	6144.0	3119.0	3203.0	330.0	362.0	263.0	2209.0	87941.7	1191370.0	1613504.469
sub-0082	848.0	709.0	3064.0	1465.0	470.0	3077.0	5633.0	3900.0	992.0	5207.0	3319.0	3377.0	2242.0	3691.0	677.0	1758.0	1783.0	1006.0	1943.0	1302.0	4229.0	1555.0	5410.0	4001.0	793.0	6688.0	8503.0	5738.0	3629.0	3521.0	309.0	482.0	325.0	2587.0	94227.9	1193592.0	1649751.03428
sub-0085	812.0	646.0	1411.0	1625.0	644.0	3452.0	5002.0	3470.0	815.0	4618.0	2679.0	2895.0	1836.0	3330.0	701.0	1664.0	1171.0	717.0	1504.0	1533.0	3903.0	1153.0	4461.0	3853.0	474.0	5638.0	6825.0	4937.0	3585.0	3755.0	278.0	434.0	374.0	2455.0	82638.9	1054724.0	1480778.17696
sub-0100	1030.0	856.0	2208.0	1447.0	405.0	3565.0	5065.0	3274.0	888.0	5481.0	2476.0	2969.0	2146.0	3491.0	610.0	1487.0	1344.0	934.0	1561.0	1414.0	4429.0	1357.0	4837.0	4187.0	530.0	6303.0	6756.0	5489.0	3703.0	4070.0	322.0	458.0	319.0	2297.0	87705.1	1148366.0	1570498.95767
sub-0102	949.0	716.0	1967.0	1775.0	585.0	3780.0	5699.0	3578.0	898.0	6648.0	2854.0	3538.0	2201.0	3816.0	606.0	1824.0	1812.0	1042.0	1794.0	1735.0	4696.0	1405.0	5433.0	4787.0	688.0	7640.0	7912.0	5784.0	3919.0	3933.0	264.0	673.0	313.0	2839.0	98103.7	1256669.0	1734647.16464
sub-0104	1178.0	782.0	2500.0	1797.0	556.0	3681.0	5876.0	3620.0	1080.0	5417.0	2989.0	3067.0	2308.0	4342.0	716.0	1867.0	1261.0	887.0	1540.0	1458.0	4211.0	1412.0	4922.0	4786.0	768.0	5640.0	8021.0	5804.0	4199.0	4175.0	303.0	530.0	361.0	2796.0	94843.6	1202410.0	1588832.71461
sub-0107	759.0	793.0	2500.0	2239.0	439.0	3142.0	4924.0	3508.0	1248.0	5408.0	2822.0	3759.0	2122.0	3032.0	722.0	1482.0	1377.0	772.0	1427.0	1961.0	3932.0	1258.0	4935.0	4462.0	720.0	6188.0	7839.0	5705.0	3290.0	4114.0	328.0	463.0	294.0	2197.0	90137.6	1154737.0	1547836.86751
sub-0108	832.0	876.0	2392.0	1611.0	394.0	2969.0	5629.0	4017.0	982.0	6023.0	3009.0	3364.0	2338.0	3516.0	556.0	1666.0	1541.0	930.0	1422.0	1616.0	4110.0	1402.0	5921.0	4043.0	722.0	5864.0	7420.0	6149.0	3673.0	3549.0	360.0	545.0	332.0	2300.0	92074.1	1129989.0	1601099.67064
sub-0110	1018.0	919.0	2398.0	1657.0	659.0	3399.0	6666.0	4309.0	1527.0	6762.0	3379.0	4417.0	2505.0	4546.0	717.0	1533.0	1368.0	1012.0	1962.0	1977.0	4860.0	1347.0	5888.0	4980.0	772.0	7590.0	9135.0	5784.0	3989.0	4280.0	286.0	470.0	429.0	2929.0	105452.0	1299190.0	1848937.15163
sub-0113	686.0	675.0	1785.0	1425.0	366.0	2738.0	3772.0	2959.0	874.0	4786.0	2235.0	2770.0	1766.0	2748.0	631.0	1438.0	1062.0	691.0	1370.0	1351.0	3681.0	1065.0	4839.0	2989.0	497.0	5478.0	6213.0	4434.0	3229.0	2924.0	256.0	361.0	290.0	2126.0	74504.3	917912.0	1401103.92939
sub-0117	820.0	650.0	2052.0	1590.0	435.0	2735.0	5509.0	2749.0	1034.0	4763.0	2980.0	3584.0	2036.0	3167.0	534.0	1679.0	1369.0	803.0	1588.0	2092.0	4352.0	1075.0	4931.0	4034.0	608.0	5665.0	6944.0	5342.0	3256.0	3435.0	270.0	492.0	284.0	2262.0	85106.6	1046908.0	1439661.79245
sub-0121	729.0	718.0	2233.0	1727.0	444.0	2759.0	4592.0	3112.0	879.0	4661.0	2701.0	3044.0	2234.0	3049.0	608.0	1614.0	1506.0	747.0	1350.0	1854.0	4313.0	1201.0	4774.0	4254.0	611.0	5368.0	7484.0	6099.0	3246.0	3719.0	298.0	458.0	254.0	2058.0	84669.6	1045027.0	1405787.88543
sub-0124	903.0	749.0	1818.0	1207.0	358.0	2730.0	4827.0	2751.0	840.0	4854.0	2449.0	3194.0	1705.0	3342.0	652.0	1240.0	1062.0	768.0	1281.0	1291.0	3658.0	1237.0	4580.0	3102.0	542.0	5905.0	5544.0	4171.0	3230.0	2796.0	285.0	491.0	246.0	1809.0	75583.2	997073.0	1367328.18002
sub-0128	814.0	751.0	1956.0	1769.0	314.0	2672.0	5621.0	3263.0	1002.0	5423.0	2728.0	3295.0	1891.0	3448.0	641.0	1565.0	1368.0	873.0	1501.0	1864.0	4363.0	1236.0	5763.0	4084.0	643.0	5825.0	8040.0	5151.0	3746.0	3771.0	315.0	481.0	304.0	2534.0	89011.3	1142571.0	1649933.42236
sub-0130	883.0	829.0	2066.0	1494.0	331.0	3040.0	5717.0	3408.0	870.0	4890.0	2736.0	2835.0	2045.0	3563.0	559.0	1788.0	1290.0	780.0	1390.0	1782.0	4905.0	1161.0	5269.0	4572.0	782.0	5615.0	7424.0	5911.0	3584.0	3647.0	285.0	459.0	307.0	2679.0	88898.2	1109147.0	1577833.33762
