lh.aparc.a2009s.volume	lh_G&S_frontomargin_volume	lh_G&S_occipital_inf_volume	lh_G&S_paracentral_volume	lh_G&S_subcentral_volume	lh_G&S_transv_frontopol_volume	lh_G&S_cingul-Ant_volume	lh_G&S_cingul-Mid-Ant_volume	lh_G&S_cingul-Mid-Post_volume	lh_G_cingul-Post-dorsal_volume	lh_G_cingul-Post-ventral_volume	lh_G_cuneus_volume	lh_G_front_inf-Opercular_volume	lh_G_front_inf-Orbital_volume	lh_G_front_inf-Triangul_volume	lh_G_front_middle_volume	lh_G_front_sup_volume	lh_G_Ins_lg&S_cent_ins_volume	lh_G_insular_short_volume	lh_G_occipital_middle_volume	lh_G_occipital_sup_volume	lh_G_oc-temp_lat-fusifor_volume	lh_G_oc-temp_med-Lingual_volume	lh_G_oc-temp_med-Parahip_volume	lh_G_orbital_volume	lh_G_pariet_inf-Angular_volume	lh_G_pariet_inf-Supramar_volume	lh_G_parietal_sup_volume	lh_G_postcentral_volume	lh_G_precentral_volume	lh_G_precuneus_volume	lh_G_rectus_volume	lh_G_subcallosal_volume	lh_G_temp_sup-G_T_transv_volume	lh_G_temp_sup-Lateral_volume	lh_G_temp_sup-Plan_polar_volume	lh_G_temp_sup-Plan_tempo_volume	lh_G_temporal_inf_volume	lh_G_temporal_middle_volume	lh_Lat_Fis-ant-Horizont_volume	lh_Lat_Fis-ant-Vertical_volume	lh_Lat_Fis-post_volume	lh_Pole_occipital_volume	lh_Pole_temporal_volume	lh_S_calcarine_volume	lh_S_central_volume	lh_S_cingul-Marginalis_volume	lh_S_circular_insula_ant_volume	lh_S_circular_insula_inf_volume	lh_S_circular_insula_sup_volume	lh_S_collat_transv_ant_volume	lh_S_collat_transv_post_volume	lh_S_front_inf_volume	lh_S_front_middle_volume	lh_S_front_sup_volume	lh_S_interm_prim-Jensen_volume	lh_S_intrapariet&P_trans_volume	lh_S_oc_middle&Lunatus_volume	lh_S_oc_sup&transversal_volume	lh_S_occipital_ant_volume	lh_S_oc-temp_lat_volume	lh_S_oc-temp_med&Lingual_volume	lh_S_orbital_lateral_volume	lh_S_orbital_med-olfact_volume	lh_S_orbital-H_Shaped_volume	lh_S_parieto_occipital_volume	lh_S_pericallosal_volume	lh_S_postcentral_volume	lh_S_precentral-inf-part_volume	lh_S_precentral-sup-part_volume	lh_S_suborbital_volume	lh_S_subparietal_volume	lh_S_temporal_inf_volume	lh_S_temporal_sup_volume	lh_S_temporal_transverse_volume	BrainSegVolNotVent	eTIV
sub-0064	2046.0	2022.0	2455.0	3270.0	1652.0	5966.0	4418.0	3066.0	1446.0	684.0	2817.0	3307.0	1588.0	3471.0	11044.0	22480.0	1117.0	2214.0	3550.0	2172.0	4265.0	4559.0	3485.0	6216.0	7421.0	6893.0	3819.0	4485.0	5408.0	4900.0	3326.0	718.0	1183.0	5771.0	1847.0	3958.0	4823.0	6531.0	554.0	360.0	1545.0	2558.0	5950.0	2550.0	4520.0	1460.0	901.0	2370.0	2439.0	1474.0	626.0	5335.0	2970.0	4167.0	1239.0	4194.0	872.0	1571.0	548.0	1118.0	3180.0	876.0	1248.0	2666.0	3163.0	1362.0	5063.0	2323.0	1566.0	1662.0	1404.0	2123.0	8319.0	558.0	1198044.0	3132919.29087
sub-0066	2058.0	2672.0	2877.0	3264.0	1660.0	4112.0	2051.0	2529.0	2046.0	465.0	3142.0	3257.0	999.0	3034.0	9949.0	18059.0	1433.0	2325.0	6239.0	2765.0	4279.0	4711.0	4478.0	6804.0	6380.0	6581.0	6672.0	3544.0	6234.0	7132.0	2794.0	1610.0	995.0	4016.0	2533.0	1791.0	8418.0	8300.0	398.0	360.0	1591.0	3086.0	6683.0	2341.0	4148.0	1485.0	884.0	2131.0	2810.0	1954.0	639.0	3244.0	1840.0	5098.0	640.0	4736.0	1500.0	2231.0	924.0	1191.0	3213.0	628.0	942.0	3121.0	3788.0	1275.0	4093.0	2464.0	2491.0	939.0	1650.0	3069.0	7525.0	518.0	1084847.0	1462947.37819
sub-0067	2223.0	3225.0	2915.0	2757.0	1605.0	3953.0	2411.0	2981.0	1782.0	696.0	2861.0	2596.0	1119.0	2620.0	9363.0	15788.0	1410.0	2258.0	5510.0	2957.0	4760.0	4909.0	3783.0	6532.0	6284.0	6106.0	6635.0	4150.0	5964.0	6343.0	1991.0	892.0	1130.0	5982.0	1853.0	2061.0	7308.0	7348.0	455.0	516.0	1704.0	2714.0	6204.0	3140.0	4340.0	1532.0	749.0	1982.0	2281.0	1593.0	655.0	2849.0	1571.0	4269.0	564.0	3929.0	1196.0	2188.0	1322.0	1089.0	2836.0	418.0	776.0	2453.0	3069.0	927.0	2967.0	2635.0	1802.0	712.0	1353.0	2111.0	7969.0	566.0	1040745.0	1385606.54043
sub-0071	1821.0	2993.0	2932.0	2322.0	1597.0	4641.0	1987.0	2418.0	1502.0	569.0	2427.0	2525.0	804.0	2080.0	8466.0	16119.0	1345.0	1800.0	4544.0	2731.0	3900.0	4650.0	2680.0	5289.0	6075.0	4952.0	5063.0	3148.0	5232.0	6616.0	2295.0	1015.0	723.0	5906.0	1819.0	2284.0	7747.0	7090.0	246.0	315.0	1283.0	2876.0	5640.0	2615.0	4016.0	1637.0	591.0	2363.0	1955.0	2189.0	726.0	2453.0	1727.0	4233.0	431.0	4627.0	1216.0	1750.0	978.0	1654.0	2756.0	445.0	746.0	2274.0	2801.0	1086.0	3154.0	2070.0	1972.0	1069.0	1861.0	2806.0	9377.0	302.0	1009957.0	1378600.06314
sub-0072	2700.0	3422.0	3458.0	4271.0	1462.0	4734.0	2190.0	2228.0	1857.0	913.0	3884.0	3075.0	1068.0	2363.0	11017.0	18074.0	1685.0	2304.0	6508.0	2153.0	5466.0	6163.0	3610.0	6777.0	6173.0	7295.0	4746.0	5055.0	6510.0	6538.0	2670.0	1471.0	1392.0	5244.0	2105.0	1283.0	7290.0	8336.0	461.0	344.0	1856.0	3264.0	5669.0	3282.0	4841.0	1369.0	940.0	2317.0	2573.0	1402.0	659.0	3020.0	2324.0	5275.0	463.0	3711.0	1775.0	1662.0	1012.0	2002.0	3053.0	478.0	1073.0	3194.0	2289.0	1030.0	4391.0	2383.0	1763.0	1267.0	1882.0	2374.0	8881.0	649.0	1131610.0	1525486.91608
sub-0073	884.0	1954.0	1184.0	576.0	288.0	13.0	835.0	1050.0	237.0	39.0	1174.0	406.0	179.0	553.0	1772.0	2550.0	696.0	637.0	6142.0	624.0	535.0	463.0	266.0	1096.0	837.0	1007.0	1180.0	1435.0	1107.0	1156.0	0.0	0.0	576.0	765.0	661.0	335.0	1025.0	666.0	104.0	71.0	2476.0	1900.0	684.0	613.0	1307.0	883.0	197.0	1930.0	2772.0	11.0	158.0	656.0	334.0	803.0	61.0	1306.0	1608.0	171.0	1029.0	116.0	441.0	310.0	13.0	433.0	1394.0	89.0	1462.0	549.0	303.0	0.0	376.0	463.0	3413.0	234.0	428721.0	104144.590512
sub-0077	2171.0	5201.0	2841.0	3242.0	2046.0	5004.0	2699.0	2945.0	2061.0	962.0	4223.0	2958.0	1194.0	2019.0	9140.0	17556.0	1551.0	2445.0	6623.0	3560.0	5645.0	5672.0	3623.0	6589.0	7460.0	6332.0	6716.0	4328.0	6026.0	7097.0	3041.0	1622.0	931.0	6809.0	2341.0	1545.0	9681.0	7366.0	501.0	403.0	1219.0	3415.0	6058.0	3756.0	4209.0	1495.0	1114.0	2349.0	2862.0	2184.0	878.0	2410.0	2710.0	4635.0	431.0	4600.0	1757.0	2372.0	931.0	1675.0	3643.0	504.0	1050.0	2701.0	3616.0	1539.0	3953.0	3133.0	2463.0	958.0	2265.0	2695.0	10431.0	595.0	1243118.0	1638396.83303
sub-0078	2375.0	4449.0	2961.0	4018.0	1254.0	4863.0	2458.0	2946.0	1702.0	828.0	3722.0	3788.0	1018.0	3224.0	9345.0	17243.0	1927.0	2515.0	5981.0	4039.0	5559.0	5171.0	4082.0	7010.0	6902.0	8003.0	6707.0	4288.0	6199.0	7187.0	2117.0	1558.0	1131.0	5566.0	2201.0	2077.0	9381.0	8113.0	415.0	536.0	1606.0	3171.0	6206.0	3464.0	4293.0	1620.0	871.0	2856.0	3190.0	2271.0	694.0	3260.0	2450.0	5363.0	771.0	5128.0	1407.0	2313.0	861.0	1101.0	3082.0	570.0	1133.0	3259.0	3637.0	1181.0	4156.0	2090.0	2307.0	1239.0	1459.0	2717.0	8401.0	690.0	1164610.0	1591966.66264
sub-0079	2399.0	3132.0	3141.0	2835.0	2079.0	3493.0	2003.0	2518.0	1782.0	551.0	3857.0	3039.0	1272.0	1955.0	9823.0	20465.0	1668.0	2339.0	5839.0	3048.0	4510.0	6010.0	3483.0	6511.0	5236.0	5453.0	6824.0	3115.0	6294.0	6411.0	2238.0	1211.0	732.0	3417.0	1532.0	811.0	8646.0	6784.0	370.0	475.0	1318.0	3364.0	5358.0	3367.0	3891.0	1962.0	740.0	2191.0	2514.0	1747.0	456.0	2727.0	1897.0	6062.0	330.0	4929.0	1291.0	2309.0	1101.0	2327.0	3346.0	336.0	903.0	3066.0	2839.0	984.0	4580.0	2319.0	2374.0	1005.0	1438.0	2933.0	7897.0	269.0	1096560.0	1488425.96978
sub-0080	2428.0	3718.0	2958.0	3866.0	1595.0	4318.0	2665.0	2599.0	1819.0	677.0	3815.0	2830.0	818.0	2255.0	11701.0	20365.0	1595.0	2132.0	5046.0	2914.0	4507.0	5611.0	3094.0	6185.0	4909.0	6425.0	5742.0	4114.0	6908.0	6195.0	2276.0	1255.0	827.0	4889.0	1889.0	1393.0	8746.0	7088.0	349.0	414.0	1098.0	3482.0	5284.0	2572.0	4599.0	1710.0	753.0	2159.0	2421.0	1884.0	840.0	3440.0	2392.0	5963.0	232.0	4890.0	1298.0	1728.0	840.0	1843.0	3445.0	658.0	1100.0	2518.0	2942.0	1622.0	4316.0	2023.0	2343.0	1559.0	1500.0	2757.0	8650.0	394.0	1191370.0	1613504.469
sub-0082	2422.0	3460.0	3521.0	3765.0	1753.0	5611.0	2433.0	2744.0	2078.0	722.0	3146.0	3881.0	1057.0	2784.0	11922.0	20327.0	1810.0	2578.0	3936.0	2297.0	4844.0	5378.0	4470.0	6763.0	6025.0	7049.0	6128.0	3866.0	6652.0	6262.0	2214.0	1154.0	1053.0	5708.0	1884.0	2562.0	7281.0	7594.0	538.0	540.0	1803.0	2770.0	6232.0	3035.0	4699.0	1785.0	869.0	1932.0	2862.0	1884.0	804.0	3593.0	2133.0	5563.0	229.0	5262.0	1263.0	1761.0	975.0	1320.0	3178.0	651.0	1009.0	3075.0	2307.0	1272.0	4540.0	3518.0	1936.0	1040.0	1755.0	3003.0	10150.0	537.0	1193592.0	1649751.03428
sub-0085	1821.0	2539.0	2506.0	3149.0	1528.0	3908.0	2204.0	2784.0	1438.0	764.0	2194.0	3109.0	1098.0	2143.0	8054.0	14257.0	1802.0	2179.0	3544.0	1749.0	4598.0	3845.0	5042.0	5789.0	4925.0	5760.0	4403.0	3868.0	5006.0	4983.0	2036.0	972.0	1028.0	5226.0	1803.0	1767.0	6479.0	6198.0	329.0	78.0	1490.0	2849.0	4858.0	2643.0	3895.0	1570.0	973.0	2227.0	2540.0	1652.0	811.0	2599.0	2216.0	3611.0	381.0	3510.0	1023.0	1492.0	990.0	1338.0	2980.0	786.0	779.0	1901.0	2762.0	1398.0	3217.0	1828.0	1478.0	1094.0	1330.0	2178.0	7395.0	723.0	1054724.0	1480778.17696
sub-0100	3070.0	3375.0	2951.0	3435.0	1945.0	5810.0	2358.0	1902.0	1598.0	700.0	2888.0	3262.0	1227.0	1726.0	11339.0	19073.0	1756.0	2358.0	6540.0	2406.0	5359.0	4741.0	4069.0	6856.0	8373.0	5780.0	7122.0	4204.0	6106.0	7558.0	2782.0	960.0	804.0	6744.0	1608.0	1605.0	8664.0	8652.0	410.0	345.0	1311.0	3609.0	6378.0	3047.0	4379.0	1528.0	981.0	2507.0	2285.0	1829.0	563.0	2865.0	2572.0	5927.0	472.0	4513.0	1667.0	1887.0	1607.0	1529.0	3639.0	858.0	1304.0	3280.0	2540.0	1358.0	4581.0	2171.0	2168.0	1143.0	1662.0	2939.0	10277.0	492.0	1148366.0	1570498.95767
sub-0102	2200.0	4115.0	3448.0	4248.0	1974.0	5041.0	2260.0	2111.0	1840.0	912.0	4288.0	3445.0	1001.0	2380.0	11767.0	20708.0	2022.0	2871.0	5550.0	3155.0	7451.0	6742.0	4909.0	6680.0	6512.0	6144.0	6610.0	4153.0	6639.0	8548.0	2641.0	1568.0	1315.0	6499.0	2748.0	2544.0	5584.0	8336.0	470.0	513.0	1656.0	4031.0	7621.0	4179.0	4759.0	1758.0	822.0	2454.0	2686.0	2388.0	1016.0	2963.0	2521.0	5864.0	333.0	4273.0	1662.0	2216.0	872.0	1576.0	3560.0	730.0	1131.0	3253.0	3853.0	1032.0	3735.0	3000.0	2853.0	934.0	1757.0	2073.0	9407.0	535.0	1256669.0	1734647.16464
sub-0104	2316.0	3142.0	2708.0	2818.0	1927.0	5660.0	2531.0	2455.0	1836.0	606.0	3402.0	2766.0	1076.0	2761.0	9873.0	18563.0	1753.0	2789.0	4796.0	2426.0	4356.0	4181.0	4149.0	5608.0	5756.0	8032.0	6100.0	3662.0	5351.0	7540.0	2317.0	1833.0	1085.0	6021.0	2333.0	2098.0	9972.0	8692.0	400.0	532.0	1680.0	2711.0	6400.0	2637.0	3932.0	1725.0	896.0	2237.0	2768.0	2289.0	578.0	3232.0	1896.0	4540.0	435.0	4992.0	1135.0	1755.0	863.0	1355.0	3517.0	502.0	1112.0	3009.0	2686.0	1222.0	4509.0	2076.0	2113.0	951.0	2061.0	3635.0	9054.0	570.0	1202410.0	1588832.71461
sub-0107	2276.0	3402.0	2419.0	2858.0	1686.0	4456.0	2190.0	2368.0	2321.0	912.0	2955.0	2828.0	1348.0	2400.0	9838.0	15879.0	1434.0	2078.0	4483.0	2067.0	4357.0	4954.0	4633.0	5143.0	5406.0	6237.0	7359.0	3640.0	5717.0	7788.0	1751.0	1158.0	1037.0	4452.0	1843.0	1270.0	5905.0	6245.0	332.0	459.0	1313.0	2601.0	4913.0	3357.0	4261.0	1602.0	807.0	1920.0	2544.0	1808.0	633.0	3590.0	1758.0	4020.0	360.0	5035.0	1343.0	1617.0	590.0	1053.0	3062.0	495.0	887.0	2698.0	2369.0	1329.0	4021.0	2435.0	2137.0	1029.0	2214.0	1987.0	8651.0	481.0	1154737.0	1547836.86751
sub-0108	2270.0	4012.0	2491.0	3050.0	1719.0	5296.0	2181.0	2495.0	1612.0	661.0	3101.0	3087.0	1265.0	2665.0	9146.0	18075.0	1294.0	2066.0	4423.0	2524.0	4894.0	5350.0	4247.0	6241.0	6580.0	6037.0	5047.0	3321.0	5637.0	5601.0	2650.0	1481.0	977.0	5220.0	2051.0	1942.0	7273.0	8212.0	510.0	312.0	1544.0	3035.0	5624.0	3193.0	4197.0	1350.0	868.0	2196.0	2357.0	2154.0	741.0	3897.0	2161.0	4413.0	1002.0	4811.0	1708.0	1383.0	970.0	1174.0	2909.0	492.0	885.0	3069.0	3353.0	1257.0	3252.0	2395.0	2888.0	985.0	1470.0	2151.0	9667.0	454.0	1129989.0	1601099.67064
