lh.aparc.a2009s.area	lh_G&S_frontomargin_area	lh_G&S_occipital_inf_area	lh_G&S_paracentral_area	lh_G&S_subcentral_area	lh_G&S_transv_frontopol_area	lh_G&S_cingul-Ant_area	lh_G&S_cingul-Mid-Ant_area	lh_G&S_cingul-Mid-Post_area	lh_G_cingul-Post-dorsal_area	lh_G_cingul-Post-ventral_area	lh_G_cuneus_area	lh_G_front_inf-Opercular_area	lh_G_front_inf-Orbital_area	lh_G_front_inf-Triangul_area	lh_G_front_middle_area	lh_G_front_sup_area	lh_G_Ins_lg&S_cent_ins_area	lh_G_insular_short_area	lh_G_occipital_middle_area	lh_G_occipital_sup_area	lh_G_oc-temp_lat-fusifor_area	lh_G_oc-temp_med-Lingual_area	lh_G_oc-temp_med-Parahip_area	lh_G_orbital_area	lh_G_pariet_inf-Angular_area	lh_G_pariet_inf-Supramar_area	lh_G_parietal_sup_area	lh_G_postcentral_area	lh_G_precentral_area	lh_G_precuneus_area	lh_G_rectus_area	lh_G_subcallosal_area	lh_G_temp_sup-G_T_transv_area	lh_G_temp_sup-Lateral_area	lh_G_temp_sup-Plan_polar_area	lh_G_temp_sup-Plan_tempo_area	lh_G_temporal_inf_area	lh_G_temporal_middle_area	lh_Lat_Fis-ant-Horizont_area	lh_Lat_Fis-ant-Vertical_area	lh_Lat_Fis-post_area	lh_Pole_occipital_area	lh_Pole_temporal_area	lh_S_calcarine_area	lh_S_central_area	lh_S_cingul-Marginalis_area	lh_S_circular_insula_ant_area	lh_S_circular_insula_inf_area	lh_S_circular_insula_sup_area	lh_S_collat_transv_ant_area	lh_S_collat_transv_post_area	lh_S_front_inf_area	lh_S_front_middle_area	lh_S_front_sup_area	lh_S_interm_prim-Jensen_area	lh_S_intrapariet&P_trans_area	lh_S_oc_middle&Lunatus_area	lh_S_oc_sup&transversal_area	lh_S_occipital_ant_area	lh_S_oc-temp_lat_area	lh_S_oc-temp_med&Lingual_area	lh_S_orbital_lateral_area	lh_S_orbital_med-olfact_area	lh_S_orbital-H_Shaped_area	lh_S_parieto_occipital_area	lh_S_pericallosal_area	lh_S_postcentral_area	lh_S_precentral-inf-part_area	lh_S_precentral-sup-part_area	lh_S_suborbital_area	lh_S_subparietal_area	lh_S_temporal_inf_area	lh_S_temporal_sup_area	lh_S_temporal_transverse_area	lh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-0064	827.0	791.0	851.0	999.0	511.0	3949.0	3956.0	1608.0	436.0	238.0	1487.0	958.0	404.0	1061.0	3347.0	7867.0	449.0	560.0	1288.0	1034.0	1227.0	2023.0	923.0	1860.0	2187.0	2295.0	1741.0	1764.0	1438.0	1575.0	1045.0	490.0	308.0	1324.0	474.0	1522.0	1268.0	1704.0	303.0	167.0	780.0	1286.0	1361.0	1616.0	2499.0	718.0	421.0	1070.0	1177.0	593.0	398.0	2148.0	1406.0	1636.0	573.0	2189.0	529.0	974.0	296.0	519.0	1627.0	467.0	664.0	1061.0	1698.0	1425.0	2427.0	939.0	676.0	1044.0	689.0	836.0	3660.0	280.0	97935.0	1198044.0	3132919.29087
sub-0066	771.0	852.0	964.0	1012.0	504.0	1354.0	832.0	1013.0	457.0	159.0	1293.0	912.0	310.0	848.0	2936.0	5019.0	442.0	436.0	1628.0	925.0	1018.0	1683.0	1051.0	1687.0	1910.0	2052.0	2300.0	1388.0	1720.0	2209.0	771.0	500.0	327.0	1016.0	630.0	742.0	2014.0	1774.0	191.0	207.0	772.0	1166.0	1159.0	1285.0	2331.0	844.0	398.0	880.0	1238.0	784.0	239.0	1651.0	831.0	2256.0	367.0	2455.0	775.0	887.0	347.0	483.0	1295.0	243.0	536.0	1149.0	1848.0	1073.0	2286.0	1068.0	1141.0	487.0	883.0	1257.0	3276.0	237.0	85784.5	1084847.0	1462947.37819
sub-0067	829.0	975.0	892.0	910.0	561.0	1293.0	861.0	982.0	397.0	215.0	1362.0	700.0	260.0	871.0	2958.0	4502.0	459.0	428.0	1582.0	990.0	1188.0	2049.0	840.0	1831.0	1597.0	1693.0	2260.0	1401.0	1592.0	1926.0	477.0	276.0	380.0	1254.0	500.0	759.0	1710.0	1616.0	256.0	278.0	900.0	1180.0	1178.0	1834.0	2422.0	756.0	332.0	913.0	1054.0	654.0	367.0	1367.0	756.0	1817.0	307.0	1996.0	582.0	1034.0	551.0	462.0	1230.0	221.0	408.0	905.0	1406.0	800.0	1533.0	1199.0	854.0	372.0	696.0	1000.0	3508.0	327.0	80830.7	1040745.0	1385606.54043
sub-0071	675.0	912.0	908.0	810.0	462.0	1560.0	818.0	956.0	328.0	208.0	1012.0	736.0	199.0	622.0	2515.0	4594.0	427.0	381.0	1224.0	939.0	1024.0	1758.0	667.0	1413.0	1680.0	1551.0	1607.0	1097.0	1437.0	1922.0	601.0	406.0	252.0	1274.0	489.0	670.0	1790.0	1430.0	123.0	164.0	662.0	1121.0	1168.0	1323.0	2135.0	774.0	255.0	1034.0	944.0	706.0	379.0	1313.0	902.0	1820.0	218.0	2093.0	606.0	884.0	434.0	771.0	1320.0	223.0	376.0	870.0	1283.0	706.0	1551.0	977.0	941.0	544.0	820.0	1223.0	4112.0	159.0	76289.1	1009957.0	1378600.06314
sub-0072	985.0	1038.0	1049.0	1269.0	438.0	1550.0	876.0	862.0	428.0	253.0	1649.0	875.0	285.0	654.0	3098.0	5130.0	501.0	515.0	1640.0	849.0	1253.0	2207.0	853.0	1644.0	1761.0	2055.0	1650.0	1545.0	1783.0	1833.0	616.0	469.0	460.0	1190.0	491.0	549.0	1672.0	1626.0	199.0	160.0	860.0	1227.0	1043.0	1860.0	2446.0	697.0	405.0	1029.0	1188.0	606.0	293.0	1398.0	1033.0	2134.0	196.0	1833.0	944.0	875.0	512.0	892.0	1398.0	251.0	529.0	1089.0	1119.0	784.0	2309.0	1139.0	821.0	581.0	904.0	1141.0	3974.0	330.0	85801.5	1131610.0	1525486.91608
sub-0073	383.0	937.0	490.0	225.0	205.0	74.0	542.0	592.0	181.0	84.0	440.0	157.0	94.0	136.0	589.0	1551.0	287.0	295.0	1944.0	280.0	294.0	424.0	208.0	566.0	313.0	355.0	483.0	614.0	440.0	578.0	0.0	0.0	210.0	388.0	288.0	278.0	488.0	436.0	80.0	54.0	1092.0	682.0	530.0	384.0	649.0	480.0	158.0	692.0	1301.0	24.0	174.0	218.0	252.0	443.0	40.0	606.0	882.0	92.0	615.0	56.0	325.0	117.0	9.0	318.0	708.0	511.0	705.0	249.0	191.0	0.0	278.0	304.0	1343.0	186.0	30597.1	428721.0	104144.590512
sub-0077	911.0	1669.0	970.0	1092.0	703.0	1640.0	995.0	1028.0	573.0	319.0	1882.0	951.0	384.0	765.0	3087.0	5543.0	523.0	577.0	1669.0	1297.0	1405.0	2353.0	817.0	1883.0	2103.0	1854.0	2320.0	1733.0	1837.0	2049.0	788.0	560.0	331.0	1467.0	595.0	504.0	2072.0	1722.0	286.0	219.0	668.0	1429.0	1192.0	2137.0	2287.0	762.0	499.0	1116.0	1348.0	711.0	468.0	1203.0	1214.0	2115.0	222.0	2284.0	844.0	1103.0	441.0	640.0	1633.0	296.0	557.0	1020.0	1624.0	1085.0	2017.0	1396.0	1118.0	476.0	992.0	1250.0	4306.0	298.0	94230.5	1243118.0	1638396.83303
sub-0078	939.0	1363.0	931.0	1197.0	429.0	1635.0	924.0	1124.0	406.0	271.0	1484.0	1079.0	308.0	926.0	2907.0	5377.0	621.0	545.0	1573.0	1348.0	1410.0	2183.0	891.0	1848.0	1797.0	2204.0	2095.0	1424.0	1685.0	2196.0	577.0	529.0	314.0	1263.0	437.0	758.0	2099.0	1726.0	224.0	261.0	856.0	1239.0	1138.0	2012.0	2348.0	818.0	373.0	1112.0	1423.0	944.0	394.0	1682.0	1240.0	2356.0	337.0	2433.0	748.0	1121.0	420.0	484.0	1374.0	317.0	561.0	1152.0	1758.0	883.0	2097.0	957.0	1087.0	603.0	683.0	1270.0	3533.0	376.0	91438.0	1164610.0	1591966.66264
sub-0079	943.0	1017.0	1294.0	1135.0	576.0	1311.0	898.0	1012.0	442.0	204.0	1736.0	942.0	384.0	683.0	3254.0	6680.0	582.0	548.0	1667.0	1286.0	1133.0	2534.0	983.0	1608.0	1452.0	1789.0	2613.0	1429.0	1909.0	2004.0	707.0	525.0	332.0	1074.0	375.0	343.0	2153.0	1723.0	181.0	229.0	689.0	1650.0	1239.0	2136.0	2350.0	959.0	322.0	1070.0	1235.0	728.0	280.0	1439.0	1000.0	2702.0	148.0	2699.0	669.0	1099.0	565.0	860.0	1563.0	184.0	409.0	1170.0	1396.0	775.0	2257.0	1106.0	1196.0	439.0	754.0	1432.0	3483.0	143.0	91835.8	1096560.0	1488425.96978
sub-0080	1002.0	1240.0	1025.0	1142.0	560.0	1580.0	972.0	933.0	495.0	227.0	1575.0	768.0	224.0	675.0	3550.0	6080.0	540.0	456.0	1466.0	1127.0	1136.0	2012.0	719.0	1881.0	1520.0	1988.0	2020.0	1248.0	1646.0	1952.0	697.0	620.0	239.0	1088.0	541.0	492.0	2200.0	1599.0	167.0	214.0	596.0	1317.0	1254.0	1472.0	2460.0	859.0	322.0	921.0	1166.0	716.0	388.0	1549.0	1265.0	2563.0	99.0	2478.0	725.0	905.0	417.0	828.0	1571.0	379.0	598.0	1046.0	1452.0	1168.0	2062.0	1009.0	1081.0	703.0	786.0	1286.0	3732.0	179.0	88970.2	1191370.0	1613504.469
sub-0082	1045.0	1059.0	1103.0	1228.0	545.0	1936.0	978.0	1005.0	477.0	214.0	1281.0	1178.0	302.0	811.0	3825.0	6256.0	537.0	521.0	1233.0	811.0	1219.0	2081.0	1032.0	2019.0	1877.0	2212.0	2218.0	1392.0	1808.0	1850.0	714.0	461.0	337.0	1320.0	531.0	953.0	1876.0	1736.0	292.0	250.0	976.0	1169.0	1314.0	1883.0	2515.0	895.0	399.0	888.0	1344.0	828.0	475.0	1745.0	1062.0	2607.0	92.0	2598.0	712.0	879.0	505.0	581.0	1441.0	335.0	570.0	1250.0	1125.0	916.0	1981.0	1532.0	903.0	535.0	882.0	1337.0	4401.0	275.0	93469.0	1193592.0	1649751.03428
sub-0085	722.0	926.0	1087.0	1055.0	493.0	1388.0	939.0	1296.0	449.0	190.0	1201.0	983.0	306.0	717.0	2701.0	5077.0	534.0	455.0	1282.0	776.0	1217.0	1812.0	1263.0	1624.0	1925.0	1935.0	1743.0	1609.0	1576.0	1719.0	608.0	389.0	383.0	1306.0	441.0	673.0	1634.0	1676.0	179.0	33.0	846.0	1312.0	1054.0	1642.0	2310.0	809.0	415.0	982.0	1230.0	728.0	380.0	1278.0	1218.0	1683.0	232.0	1772.0	687.0	852.0	533.0	623.0	1450.0	349.0	414.0	860.0	1494.0	1022.0	1864.0	912.0	834.0	464.0	664.0	1049.0	3491.0	456.0	82231.8	1054724.0	1480778.17696
sub-0100	987.0	1097.0	984.0	1069.0	577.0	1647.0	881.0	745.0	355.0	198.0	1268.0	830.0	295.0	520.0	3390.0	5275.0	479.0	422.0	1800.0	824.0	1195.0	1881.0	979.0	1635.0	2149.0	1698.0	2507.0	1640.0	1702.0	2217.0	661.0	368.0	275.0	1306.0	370.0	612.0	2062.0	1807.0	189.0	182.0	656.0	1338.0	1125.0	1503.0	2441.0	763.0	331.0	1077.0	1094.0	742.0	270.0	1196.0	1209.0	2356.0	233.0	2198.0	834.0	956.0	609.0	692.0	1485.0	477.0	516.0	1112.0	1149.0	738.0	2448.0	1010.0	1007.0	500.0	795.0	1267.0	4173.0	233.0	87610.1	1148366.0	1570498.95767
sub-0102	832.0	1315.0	1088.0	1294.0	606.0	1648.0	1080.0	905.0	445.0	273.0	1857.0	934.0	264.0	648.0	3795.0	6233.0	630.0	617.0	1765.0	1198.0	1814.0	2678.0	1118.0	1867.0	2071.0	2015.0	2254.0	1544.0	2031.0	2391.0	656.0	566.0	373.0	1591.0	698.0	926.0	1548.0	1841.0	194.0	226.0	828.0	1650.0	1550.0	2196.0	2672.0	850.0	389.0	1085.0	1265.0	940.0	462.0	1479.0	1352.0	2725.0	184.0	2367.0	919.0	1162.0	455.0	750.0	1611.0	413.0	575.0	1150.0	1921.0	704.0	1984.0	1386.0	1252.0	502.0	853.0	993.0	4367.0	269.0	99092.9	1256669.0	1734647.16464
sub-0104	917.0	1163.0	998.0	994.0	654.0	1976.0	1021.0	944.0	457.0	212.0	1545.0	830.0	286.0	804.0	3334.0	5840.0	556.0	530.0	1603.0	1054.0	1264.0	1711.0	1004.0	1698.0	1846.0	2549.0	2285.0	1457.0	1523.0	2644.0	756.0	637.0	338.0	1429.0	577.0	816.0	2693.0	2203.0	239.0	268.0	915.0	1302.0	1402.0	1597.0	2180.0	874.0	406.0	959.0	1315.0	938.0	388.0	1568.0	986.0	2151.0	245.0	2651.0	725.0	999.0	532.0	622.0	1664.0	233.0	605.0	1275.0	1361.0	916.0	2306.0	1042.0	946.0	477.0	1049.0	1747.0	4138.0	330.0	94497.2	1202410.0	1588832.71461
sub-0107	1098.0	1274.0	862.0	934.0	656.0	1748.0	844.0	1001.0	660.0	293.0	1433.0	849.0	387.0	825.0	3105.0	5293.0	497.0	473.0	1535.0	908.0	1281.0	2161.0	1111.0	1744.0	1770.0	1990.0	2816.0	1314.0	1763.0	2769.0	599.0	453.0	388.0	1109.0	563.0	506.0	1863.0	1673.0	160.0	267.0	688.0	1309.0	1239.0	2139.0	2349.0	874.0	389.0	898.0	1267.0	869.0	383.0	1776.0	926.0	1834.0	161.0	2649.0	775.0	901.0	352.0	521.0	1458.0	287.0	501.0	1209.0	1249.0	1070.0	2088.0	1109.0	1067.0	598.0	1089.0	1093.0	3696.0	208.0	89998.9	1154737.0	1547836.86751
sub-0108	951.0	1222.0	817.0	1198.0	563.0	1926.0	918.0	973.0	462.0	222.0	1430.0	1053.0	332.0	987.0	3085.0	5553.0	414.0	487.0	1608.0	1055.0	1446.0	2362.0	1042.0	1990.0	2094.0	2087.0	1848.0	1348.0	2113.0	1790.0	749.0	591.0	356.0	1323.0	608.0	717.0	1873.0	1931.0	265.0	171.0	839.0	1445.0	1252.0	1946.0	2615.0	740.0	403.0	1041.0	1221.0	962.0	487.0	1972.0	1004.0	2145.0	515.0	2337.0	988.0	736.0	505.0	567.0	1374.0	285.0	482.0	1256.0	1792.0	1025.0	1796.0	1126.0	1425.0	525.0	853.0	1122.0	4654.0	294.0	93685.9	1129989.0	1601099.67064
sub-0110	1155.0	1264.0	1148.0	1497.0	594.0	2047.0	1152.0	1116.0	539.0	411.0	1664.0	1057.0	289.0	1089.0	4199.0	7431.0	725.0	825.0	1926.0	1040.0	1155.0	2865.0	1217.0	1956.0	2079.0	3171.0	2118.0	1702.0	2021.0	1936.0	824.0	584.0	509.0	1345.0	417.0	820.0	1940.0	1899.0	268.0	267.0	933.0	1638.0	1112.0	2597.0	2260.0	735.0	373.0	1175.0	1659.0	718.0	354.0	1899.0	1409.0	2195.0	529.0	2404.0	997.0	1030.0	549.0	921.0	1812.0	489.0	556.0	1143.0	1736.0	1433.0	2556.0	1696.0	826.0	687.0	916.0	1416.0	3943.0	366.0	105321.0	1299190.0	1848937.15163
sub-0113	695.0	938.0	929.0	816.0	472.0	1314.0	781.0	906.0	335.0	260.0	1547.0	848.0	230.0	837.0	2574.0	4115.0	424.0	536.0	1400.0	1170.0	685.0	1774.0	880.0	1430.0	1088.0	1353.0	1638.0	1152.0	1708.0	1365.0	570.0	428.0	252.0	1080.0	439.0	623.0	1693.0	1380.0	193.0	240.0	690.0	1173.0	876.0	1786.0	2141.0	706.0	297.0	968.0	1028.0	701.0	288.0	1448.0	855.0	2029.0	93.0	1729.0	710.0	1018.0	423.0	614.0	1282.0	270.0	440.0	804.0	1441.0	1000.0	1629.0	1158.0	886.0	380.0	498.0	1083.0	3002.0	148.0	74693.7	917912.0	1401103.92939
sub-0117	918.0	1147.0	1078.0	979.0	446.0	1506.0	1066.0	909.0	366.0	251.0	1708.0	772.0	329.0	646.0	2615.0	4774.0	525.0	462.0	1369.0	935.0	1158.0	2156.0	791.0	1606.0	1863.0	1716.0	2182.0	1274.0	1459.0	2044.0	625.0	376.0	285.0	1113.0	488.0	480.0	1574.0	1478.0	232.0	200.0	691.0	1458.0	1214.0	1989.0	2596.0	969.0	360.0	928.0	1193.0	544.0	430.0	1470.0	925.0	2098.0	109.0	2573.0	707.0	868.0	427.0	637.0	1364.0	219.0	517.0	1034.0	1257.0	737.0	2238.0	1159.0	785.0	499.0	837.0	1020.0	3546.0	157.0	83458.1	1046908.0	1439661.79245
sub-0121	805.0	1126.0	1118.0	985.0	501.0	1352.0	1057.0	1033.0	494.0	240.0	1383.0	710.0	215.0	725.0	3183.0	4690.0	388.0	406.0	1433.0	1002.0	929.0	2070.0	932.0	1612.0	1389.0	1716.0	2227.0	1611.0	1433.0	2393.0	550.0	451.0	302.0	1086.0	484.0	596.0	1548.0	1492.0	242.0	192.0	700.0	1103.0	1143.0	1881.0	2507.0	917.0	316.0	984.0	1160.0	826.0	343.0	1435.0	902.0	1746.0	145.0	1983.0	516.0	1067.0	363.0	525.0	1286.0	278.0	448.0	1127.0	1716.0	1074.0	2387.0	1181.0	708.0	518.0	826.0	905.0	3528.0	289.0	82936.7	1045027.0	1405787.88543
sub-0124	822.0	858.0	772.0	770.0	437.0	1284.0	923.0	978.0	362.0	195.0	1070.0	788.0	287.0	549.0	2462.0	3670.0	354.0	360.0	1050.0	781.0	1098.0	1921.0	838.0	1477.0	1496.0	1348.0	1356.0	1295.0	1424.0	1426.0	629.0	457.0	290.0	1238.0	442.0	553.0	1640.0	1664.0	222.0	159.0	539.0	1264.0	1101.0	1490.0	2358.0	670.0	290.0	1068.0	955.0	469.0	256.0	1128.0	876.0	2465.0	427.0	1714.0	598.0	713.0	480.0	606.0	1445.0	262.0	447.0	962.0	1099.0	924.0	1864.0	904.0	953.0	310.0	683.0	1088.0	3884.0	103.0	74136.1	997073.0	1367328.18002
