lh.aparc.a2009s.area	lh_G&S_frontomargin_area	lh_G&S_occipital_inf_area	lh_G&S_paracentral_area	lh_G&S_subcentral_area	lh_G&S_transv_frontopol_area	lh_G&S_cingul-Ant_area	lh_G&S_cingul-Mid-Ant_area	lh_G&S_cingul-Mid-Post_area	lh_G_cingul-Post-dorsal_area	lh_G_cingul-Post-ventral_area	lh_G_cuneus_area	lh_G_front_inf-Opercular_area	lh_G_front_inf-Orbital_area	lh_G_front_inf-Triangul_area	lh_G_front_middle_area	lh_G_front_sup_area	lh_G_Ins_lg&S_cent_ins_area	lh_G_insular_short_area	lh_G_occipital_middle_area	lh_G_occipital_sup_area	lh_G_oc-temp_lat-fusifor_area	lh_G_oc-temp_med-Lingual_area	lh_G_oc-temp_med-Parahip_area	lh_G_orbital_area	lh_G_pariet_inf-Angular_area	lh_G_pariet_inf-Supramar_area	lh_G_parietal_sup_area	lh_G_postcentral_area	lh_G_precentral_area	lh_G_precuneus_area	lh_G_rectus_area	lh_G_subcallosal_area	lh_G_temp_sup-G_T_transv_area	lh_G_temp_sup-Lateral_area	lh_G_temp_sup-Plan_polar_area	lh_G_temp_sup-Plan_tempo_area	lh_G_temporal_inf_area	lh_G_temporal_middle_area	lh_Lat_Fis-ant-Horizont_area	lh_Lat_Fis-ant-Vertical_area	lh_Lat_Fis-post_area	lh_Pole_occipital_area	lh_Pole_temporal_area	lh_S_calcarine_area	lh_S_central_area	lh_S_cingul-Marginalis_area	lh_S_circular_insula_ant_area	lh_S_circular_insula_inf_area	lh_S_circular_insula_sup_area	lh_S_collat_transv_ant_area	lh_S_collat_transv_post_area	lh_S_front_inf_area	lh_S_front_middle_area	lh_S_front_sup_area	lh_S_interm_prim-Jensen_area	lh_S_intrapariet&P_trans_area	lh_S_oc_middle&Lunatus_area	lh_S_oc_sup&transversal_area	lh_S_occipital_ant_area	lh_S_oc-temp_lat_area	lh_S_oc-temp_med&Lingual_area	lh_S_orbital_lateral_area	lh_S_orbital_med-olfact_area	lh_S_orbital-H_Shaped_area	lh_S_parieto_occipital_area	lh_S_pericallosal_area	lh_S_postcentral_area	lh_S_precentral-inf-part_area	lh_S_precentral-sup-part_area	lh_S_suborbital_area	lh_S_subparietal_area	lh_S_temporal_inf_area	lh_S_temporal_sup_area	lh_S_temporal_transverse_area	lh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-0039	826.0	1088.0	935.0	1006.0	462.0	1457.0	780.0	964.0	399.0	218.0	1225.0	1109.0	301.0	583.0	2530.0	4476.0	427.0	438.0	1268.0	963.0	1214.0	2312.0	806.0	1591.0	1516.0	1524.0	1843.0	1685.0	1447.0	1618.0	591.0	561.0	404.0	1212.0	418.0	567.0	1902.0	1733.0	127.0	303.0	733.0	1272.0	1084.0	1586.0	2446.0	740.0	355.0	1046.0	1079.0	692.0	356.0	1592.0	934.0	1879.0	199.0	2152.0	610.0	1084.0	430.0	729.0	1697.0	285.0	435.0	992.0	1510.0	826.0	1797.0	1147.0	1018.0	444.0	703.0	863.0	3714.0	287.0	81545.9	1067973.0	1442462.66838
sub-0041	918.0	1272.0	1009.0	881.0	613.0	1499.0	813.0	991.0	349.0	239.0	1872.0	869.0	238.0	820.0	2578.0	5037.0	476.0	543.0	1459.0	1093.0	1779.0	2471.0	981.0	1523.0	2242.0	1787.0	2368.0	1467.0	1733.0	1909.0	553.0	633.0	295.0	1246.0	483.0	609.0	1887.0	1961.0	202.0	287.0	654.0	1596.0	1214.0	2097.0	2409.0	1017.0	312.0	974.0	1152.0	748.0	248.0	1769.0	1138.0	1996.0	178.0	3010.0	778.0	1037.0	641.0	819.0	1425.0	262.0	439.0	1049.0	1618.0	858.0	2353.0	996.0	944.0	380.0	796.0	1356.0	4137.0	266.0	90653.0	1117012.0	1513870.08802
sub-0042	788.0	1305.0	967.0	902.0	480.0	1699.0	948.0	1158.0	605.0	275.0	1693.0	807.0	337.0	938.0	3154.0	5231.0	558.0	539.0	1521.0	1075.0	1402.0	2232.0	906.0	1581.0	1956.0	2028.0	2348.0	1655.0	1671.0	1829.0	597.0	515.0	352.0	1281.0	581.0	596.0	2003.0	1858.0	300.0	200.0	758.0	1463.0	1287.0	2181.0	2491.0	825.0	337.0	1000.0	1149.0	630.0	424.0	1516.0	1039.0	2843.0	466.0	2189.0	731.0	1102.0	377.0	709.0	1387.0	336.0	525.0	1050.0	1827.0	1127.0	1994.0	1080.0	979.0	450.0	855.0	1292.0	4033.0	302.0	91622.5	1139605.0	1546304.60749
sub-0043	1038.0	986.0	1324.0	1170.0	501.0	1275.0	884.0	1009.0	400.0	236.0	1699.0	953.0	365.0	649.0	3290.0	6694.0	534.0	590.0	1632.0	1289.0	1123.0	2407.0	1015.0	1576.0	1572.0	1855.0	2609.0	1405.0	1933.0	2101.0	603.0	297.0	303.0	1114.0	375.0	339.0	2208.0	1728.0	152.0	220.0	689.0	1675.0	1222.0	2067.0	2368.0	978.0	360.0	1082.0	1228.0	707.0	283.0	1447.0	978.0	2671.0	136.0	2762.0	740.0	1083.0	530.0	879.0	1516.0	234.0	428.0	1165.0	1359.0	748.0	2139.0	1122.0	1208.0	458.0	739.0	1432.0	3344.0	130.0	91360.3	1093126.0	1488425.96978
sub-0044	931.0	1052.0	1026.0	1169.0	563.0	1579.0	855.0	1014.0	531.0	217.0	1027.0	983.0	525.0	872.0	2808.0	4934.0	512.0	495.0	1060.0	738.0	1130.0	1997.0	1060.0	1809.0	2038.0	2155.0	1935.0	1302.0	1522.0	1712.0	567.0	567.0	293.0	1398.0	613.0	935.0	1862.0	1943.0	295.0	305.0	813.0	1136.0	1214.0	1501.0	2059.0	803.0	499.0	977.0	1287.0	840.0	340.0	1645.0	905.0	2017.0	489.0	2215.0	589.0	776.0	385.0	732.0	1402.0	365.0	471.0	958.0	1115.0	1036.0	2177.0	1337.0	785.0	799.0	768.0	1289.0	4290.0	318.0	86661.6	1141797.0	1570025.48511
sub-0053	921.0	983.0	919.0	1055.0	575.0	1585.0	813.0	1067.0	517.0	166.0	1142.0	903.0	232.0	642.0	2746.0	4705.0	547.0	456.0	1551.0	956.0	1044.0	1519.0	951.0	1490.0	1687.0	1735.0	2130.0	1427.0	1664.0	2076.0	644.0	462.0	375.0	1410.0	344.0	746.0	1576.0	1742.0	168.0	218.0	789.0	1479.0	1156.0	1183.0	2626.0	975.0	342.0	1126.0	1219.0	669.0	294.0	1285.0	1113.0	2143.0	165.0	2125.0	544.0	865.0	399.0	646.0	1223.0	375.0	480.0	1017.0	1285.0	1145.0	1659.0	1182.0	1082.0	495.0	934.0	975.0	4006.0	265.0	83153.6	1047785.0	1563927.20032
sub-0057	876.0	799.0	1119.0	1137.0	513.0	1541.0	913.0	957.0	502.0	269.0	946.0	883.0	348.0	610.0	2944.0	5145.0	367.0	413.0	1348.0	1065.0	997.0	1987.0	864.0	1489.0	1377.0	1576.0	1968.0	1368.0	2022.0	1788.0	641.0	561.0	387.0	1089.0	190.0	433.0	1466.0	1605.0	149.0	187.0	638.0	1555.0	957.0	1501.0	2483.0	786.0	350.0	827.0	1204.0	501.0	257.0	1546.0	795.0	1605.0	68.0	2296.0	540.0	784.0	761.0	710.0	1256.0	212.0	392.0	875.0	1434.0	1082.0	1891.0	1264.0	1172.0	574.0	820.0	1005.0	3321.0	275.0	80572.7	916095.0	1545364.52291
sub-0058	750.0	1164.0	756.0	987.0	382.0	1281.0	913.0	864.0	407.0	223.0	1046.0	945.0	277.0	678.0	2868.0	4933.0	394.0	431.0	1474.0	744.0	1293.0	2173.0	854.0	1554.0	1751.0	1635.0	1829.0	1209.0	1422.0	1366.0	675.0	648.0	295.0	995.0	442.0	701.0	1830.0	1728.0	186.0	220.0	770.0	1256.0	1023.0	1795.0	2421.0	698.0	374.0	929.0	1151.0	434.0	438.0	1375.0	745.0	2198.0	155.0	2024.0	805.0	840.0	516.0	580.0	1766.0	268.0	523.0	889.0	1545.0	909.0	1744.0	1016.0	887.0	495.0	688.0	1105.0	4200.0	286.0	81173.6	1030574.0	1393762.8743
sub-0060	850.0	1149.0	968.0	954.0	568.0	1263.0	827.0	935.0	383.0	152.0	1376.0	738.0	273.0	584.0	2187.0	4303.0	417.0	426.0	1401.0	1076.0	1095.0	2193.0	974.0	1614.0	1551.0	2161.0	1754.0	1238.0	1533.0	1452.0	612.0	452.0	352.0	1118.0	445.0	616.0	1624.0	1582.0	140.0	185.0	757.0	1263.0	1055.0	1347.0	2129.0	809.0	354.0	943.0	1138.0	870.0	414.0	1220.0	961.0	1589.0	197.0	1641.0	626.0	717.0	539.0	617.0	1282.0	231.0	451.0	1008.0	1646.0	787.0	2085.0	814.0	1013.0	495.0	668.0	1029.0	3838.0	240.0	78294.8	977133.0	1205966.67051
sub-0062	1118.0	1521.0	932.0	1032.0	558.0	1991.0	946.0	1237.0	470.0	288.0	1749.0	889.0	413.0	1023.0	3890.0	5198.0	609.0	565.0	1940.0	1071.0	1200.0	2677.0	877.0	2221.0	1744.0	2109.0	1533.0	1462.0	2115.0	1760.0	679.0	525.0	377.0	1611.0	431.0	1028.0	2190.0	2124.0	200.0	154.0	993.0	1738.0	1303.0	2030.0	3016.0	789.0	555.0	1293.0	1335.0	603.0	459.0	2177.0	1336.0	2028.0	98.0	1960.0	1145.0	1122.0	579.0	700.0	1651.0	398.0	603.0	1050.0	1648.0	1171.0	1613.0	1766.0	852.0	759.0	907.0	1315.0	4174.0	320.0	97944.7	1289435.0	1776265.02628
