lh.aparc.area	lh_bankssts_area	lh_caudalanteriorcingulate_area	lh_caudalmiddlefrontal_area	lh_cuneus_area	lh_entorhinal_area	lh_fusiform_area	lh_inferiorparietal_area	lh_inferiortemporal_area	lh_isthmuscingulate_area	lh_lateraloccipital_area	lh_lateralorbitofrontal_area	lh_lingual_area	lh_medialorbitofrontal_area	lh_middletemporal_area	lh_parahippocampal_area	lh_paracentral_area	lh_parsopercularis_area	lh_parsorbitalis_area	lh_parstriangularis_area	lh_pericalcarine_area	lh_postcentral_area	lh_posteriorcingulate_area	lh_precentral_area	lh_precuneus_area	lh_rostralanteriorcingulate_area	lh_rostralmiddlefrontal_area	lh_superiorfrontal_area	lh_superiorparietal_area	lh_superiortemporal_area	lh_supramarginal_area	lh_frontalpole_area	lh_temporalpole_area	lh_transversetemporal_area	lh_insula_area	lh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-3600	907.0	609.0	2517.0	1643.0	405.0	2863.0	5137.0	3687.0	997.0	5357.0	2233.0	3009.0	1801.0	3026.0	589.0	1249.0	1469.0	646.0	1219.0	1434.0	3702.0	1267.0	5012.0	3446.0	623.0	5863.0	7844.0	4747.0	4035.0	3878.0	264.0	438.0	467.0	2472.0	84854.6	1146450.0	1472714.691638
sub-3610	1296.0	671.0	2287.0	1433.0	601.0	3400.0	4484.0	3437.0	980.0	4364.0	2763.0	2663.0	2103.0	3631.0	792.0	1213.0	1517.0	774.0	1376.0	1369.0	3845.0	1163.0	4775.0	3633.0	980.0	5699.0	7162.0	4590.0	4440.0	3802.0	248.0	446.0	400.0	2477.0	84813.3	1165035.0	1578057.312215
sub-3611	1008.0	495.0	2574.0	1807.0	366.0	2994.0	4814.0	3482.0	911.0	5241.0	2975.0	3601.0	2010.0	3215.0	721.0	1425.0	1729.0	624.0	1389.0	1833.0	4034.0	985.0	4852.0	4493.0	800.0	5632.0	7032.0	6043.0	3535.0	4389.0	260.0	477.0	425.0	2446.0	88599.9	1189372.0	1582941.090089
sub-3613	951.0	519.0	2286.0	1471.0	351.0	2708.0	4434.0	3028.0	972.0	4794.0	2632.0	3014.0	1543.0	3256.0	647.0	1308.0	1697.0	650.0	1261.0	1392.0	4121.0	1042.0	5178.0	3192.0	614.0	5138.0	6865.0	4738.0	3825.0	4074.0	262.0	423.0	438.0	2503.0	81324.6	1138758.0	1507659.161024
sub-3614	846.0	517.0	1766.0	1491.0	653.0	2796.0	3694.0	3540.0	1032.0	4786.0	2427.0	3683.0	1613.0	2898.0	729.0	1268.0	1505.0	667.0	1252.0	1843.0	3596.0	941.0	4556.0	3431.0	825.0	4640.0	6319.0	4536.0	3377.0	3496.0	221.0	544.0	404.0	2475.0	78353.6	1066798.0	1466464.757419
sub-3615	1013.0	589.0	2916.0	1654.0	690.0	3795.0	4344.0	3459.0	1242.0	5555.0	2804.0	3595.0	2256.0	3450.0	799.0	1729.0	1967.0	792.0	2085.0	1493.0	4333.0	1304.0	5904.0	5353.0	1350.0	7084.0	8895.0	7334.0	4653.0	4570.0	344.0	628.0	513.0	2917.0	101395.0	1320493.0	1809552.194087
sub-3620	990.0	784.0	1876.0	1472.0	408.0	3231.0	4343.0	3168.0	847.0	4221.0	2441.0	2683.0	1966.0	2627.0	604.0	1168.0	1432.0	601.0	1282.0	1365.0	3631.0	1015.0	4326.0	3610.0	917.0	5310.0	6576.0	5498.0	3592.0	3823.0	260.0	415.0	364.0	2183.0	79017.4	1115627.0	1567630.667703
sub-3624	804.0	676.0	2183.0	1578.0	651.0	3052.0	6508.0	3809.0	989.0	5108.0	2548.0	3009.0	2050.0	3311.0	605.0	1437.0	1451.0	638.0	1279.0	1413.0	4757.0	1212.0	5218.0	3501.0	859.0	5647.0	7555.0	5411.0	3710.0	4235.0	329.0	427.0	459.0	2382.0	88787.9	1242054.0	1711917.308748
sub-3627	1385.0	626.0	2089.0	1703.0	437.0	3341.0	4617.0	3695.0	1218.0	5109.0	3377.0	3528.0	2202.0	3225.0	606.0	1066.0	1450.0	920.0	1354.0	1576.0	4068.0	1172.0	4894.0	4371.0	813.0	6327.0	7721.0	5016.0	4275.0	4801.0	281.0	488.0	379.0	2821.0	90949.4	1271922.0	1720225.095575
sub-3635	1209.0	581.0	2217.0	1371.0	614.0	3772.0	6470.0	4462.0	1305.0	5933.0	2992.0	3413.0	2300.0	3804.0	724.0	1363.0	1846.0	842.0	1400.0	1247.0	4687.0	1406.0	5189.0	4056.0	1007.0	5583.0	7456.0	6258.0	4410.0	4483.0	283.0	520.0	517.0	2626.0	96328.7	1374248.0	1806403.207425
sub-3636	1333.0	569.0	1510.0	1486.0	482.0	2874.0	4569.0	3429.0	1034.0	4843.0	2879.0	3726.0	2091.0	3318.0	714.0	1315.0	1524.0	878.0	1473.0	1718.0	3975.0	1186.0	4794.0	3289.0	511.0	5221.0	6468.0	5138.0	4007.0	5160.0	260.0	407.0	450.0	2346.0	84972.9	1178026.0	1608406.835235
sub-3637	939.0	567.0	1854.0	1365.0	408.0	2558.0	3895.0	2781.0	1159.0	4564.0	2382.0	2702.0	1798.0	3203.0	599.0	1313.0	1286.0	603.0	1251.0	1239.0	3950.0	1196.0	4515.0	3017.0	724.0	5278.0	7299.0	4261.0	3453.0	3600.0	249.0	474.0	347.0	2218.0	77034.4	1043490.0	1385031.814016
sub-3750	1075.0	571.0	2231.0	1648.0	657.0	3908.0	4848.0	3396.0	1223.0	5800.0	3217.0	3161.0	2230.0	3264.0	693.0	1329.0	1811.0	822.0	1509.0	1662.0	4622.0	1081.0	5826.0	4798.0	1069.0	6018.0	8829.0	6452.0	4797.0	4910.0	299.0	503.0	599.0	3235.0	98077.2	1242495.0	1829108.11521
sub-3756	1234.0	717.0	2431.0	1630.0	587.0	3007.0	4783.0	4349.0	1100.0	5507.0	3289.0	2945.0	2248.0	3981.0	636.0	1488.0	1698.0	802.0	1315.0	1743.0	4631.0	1341.0	5109.0	4325.0	1164.0	7180.0	8093.0	5645.0	5101.0	4205.0	259.0	544.0	624.0	2754.0	96450.0	1166395.0	1697443.460501
sub-3759	652.0	491.0	1891.0	1270.0	372.0	2292.0	3104.0	2803.0	929.0	4014.0	2432.0	2735.0	1473.0	2562.0	605.0	1351.0	1467.0	594.0	1334.0	1205.0	3421.0	1032.0	4608.0	3410.0	803.0	4655.0	7553.0	5262.0	3686.0	4017.0	240.0	452.0	472.0	2153.0	75333.1	980833.0	1324377.2585
sub-3765	925.0	568.0	1813.0	1253.0	328.0	2382.0	3704.0	2983.0	772.0	3846.0	2269.0	2603.0	1652.0	2739.0	591.0	1143.0	1146.0	605.0	1054.0	1253.0	3728.0	1011.0	4052.0	2705.0	737.0	4987.0	5699.0	4487.0	3514.0	3858.0	251.0	402.0	368.0	2076.0	71499.0	956163.0	1331668.716072
sub-3767	804.0	718.0	2029.0	1698.0	588.0	2962.0	4532.0	3656.0	1230.0	5821.0	2771.0	3286.0	1864.0	2840.0	586.0	1047.0	2076.0	759.0	1735.0	1782.0	3923.0	1022.0	4323.0	3432.0	976.0	6290.0	6724.0	5133.0	3477.0	3496.0	229.0	473.0	534.0	2325.0	85142.4	1111458.0	1482417.752735
sub-3768	789.0	745.0	2025.0	1465.0	440.0	3411.0	4242.0	3423.0	1220.0	5351.0	3029.0	3579.0	2010.0	3277.0	653.0	1407.0	2058.0	947.0	1513.0	1647.0	4627.0	1231.0	5198.0	3510.0	971.0	5531.0	7339.0	5065.0	4340.0	3838.0	255.0	592.0	454.0	2903.0	89078.6	1189090.0	1711851.854273
sub-3769	895.0	714.0	1998.0	1522.0	393.0	2932.0	3561.0	3483.0	1159.0	4974.0	2377.0	2932.0	1920.0	3053.0	548.0	1208.0	1330.0	761.0	1122.0	1287.0	4255.0	1186.0	4898.0	3725.0	1000.0	5333.0	6560.0	5579.0	3950.0	4756.0	231.0	455.0	417.0	2392.0	82869.8	1023165.0	1459153.628129
sub-3779	1250.0	627.0	2284.0	1768.0	589.0	4238.0	5220.0	3496.0	1013.0	5656.0	2442.0	2470.0	1924.0	4081.0	1043.0	1891.0	1924.0	756.0	1675.0	1308.0	4834.0	1227.0	5656.0	4483.0	1166.0	6366.0	8292.0	6047.0	4878.0	4160.0	217.0	575.0	604.0	2770.0	96925.6	1258053.0	1843564.689981
sub-3803	922.0	600.0	2019.0	1367.0	549.0	2933.0	4280.0	3310.0	1014.0	4295.0	2675.0	2687.0	1664.0	2887.0	670.0	1258.0	1886.0	733.0	1686.0	1216.0	3774.0	1051.0	5053.0	3215.0	968.0	5457.0	6694.0	4610.0	3385.0	3923.0	263.0	461.0	390.0	2725.0	80617.7	1034002.0	1477757.991102
sub-3804	1199.0	872.0	2243.0	1709.0	601.0	3421.0	4329.0	3870.0	1104.0	5100.0	2814.0	3561.0	1872.0	3423.0	655.0	1236.0	1265.0	690.0	1083.0	1743.0	3955.0	1107.0	4845.0	4080.0	1069.0	6030.0	7051.0	5244.0	4021.0	4036.0	254.0	442.0	387.0	2501.0	87808.0	1079216.0	1446506.161759
sub-3805	865.0	372.0	1622.0	1520.0	404.0	2934.0	4070.0	3299.0	834.0	4104.0	2404.0	2814.0	1803.0	2944.0	728.0	1085.0	1192.0	593.0	1130.0	1389.0	3399.0	868.0	4038.0	3462.0	697.0	4529.0	5556.0	4753.0	3493.0	3401.0	225.0	398.0	419.0	2021.0	73354.3	1008751.0	1325217.218464
sub-3806	950.0	546.0	2105.0	1396.0	496.0	2894.0	4013.0	3497.0	821.0	4790.0	2120.0	3117.0	1486.0	2871.0	527.0	1376.0	1163.0	529.0	894.0	1473.0	3914.0	1210.0	4441.0	3047.0	995.0	4952.0	6608.0	4575.0	3696.0	3554.0	237.0	445.0	415.0	2008.0	77140.9	1001668.0	1378852.94245
sub-3807	870.0	586.0	1956.0	1449.0	406.0	2575.0	4196.0	3320.0	756.0	5054.0	2604.0	2620.0	2044.0	3183.0	502.0	1298.0	1225.0	697.0	1288.0	1270.0	3596.0	1206.0	4128.0	3872.0	795.0	4894.0	6937.0	6125.0	3857.0	3447.0	200.0	520.0	411.0	2340.0	80103.9	1131902.0	1534058.391503
sub-3809	802.0	460.0	2175.0	1437.0	403.0	3243.0	4926.0	3411.0	1096.0	5065.0	2498.0	3904.0	1644.0	3222.0	672.0	1087.0	1538.0	610.0	1167.0	1771.0	3550.0	946.0	4763.0	4061.0	815.0	4362.0	6334.0	5259.0	3503.0	3894.0	246.0	402.0	353.0	2382.0	81996.0	1100745.0	1513447.66005
sub-3811	799.0	920.0	2080.0	1640.0	588.0	3168.0	3595.0	3331.0	1270.0	5362.0	2632.0	2911.0	2305.0	3185.0	791.0	1462.0	1357.0	735.0	1122.0	1319.0	4958.0	1454.0	5070.0	3603.0	953.0	5896.0	7423.0	4813.0	4243.0	4298.0	255.0	516.0	445.0	2512.0	87008.4	1159948.0	1743581.168357
sub-3812	843.0	346.0	1613.0	1355.0	443.0	2848.0	3461.0	2963.0	819.0	4288.0	2206.0	2903.0	1473.0	2800.0	633.0	1227.0	1229.0	512.0	886.0	1521.0	3704.0	961.0	4734.0	3634.0	424.0	4026.0	5722.0	4931.0	2882.0	3627.0	245.0	362.0	341.0	1987.0	71935.9	966198.0	1332014.751895
sub-3813	963.0	683.0	2398.0	1339.0	389.0	2857.0	4981.0	3317.0	922.0	5030.0	2808.0	3167.0	2053.0	3640.0	627.0	1527.0	1346.0	651.0	1075.0	1397.0	4337.0	1246.0	5437.0	3726.0	1099.0	5628.0	7337.0	5265.0	3978.0	3614.0	260.0	474.0	374.0	2405.0	86342.5	1069694.0	1533309.06124
sub-3816	975.0	598.0	2229.0	1468.0	432.0	2868.0	4711.0	3533.0	1177.0	5030.0	2970.0	2958.0	1797.0	3111.0	570.0	1405.0	1505.0	682.0	1357.0	1592.0	3928.0	1254.0	4721.0	4168.0	748.0	5743.0	6640.0	5560.0	3676.0	3217.0	242.0	492.0	361.0	2312.0	84024.4	1120506.0	1594274.388073
sub-3817	820.0	607.0	1945.0	1555.0	447.0	3099.0	4054.0	3840.0	1111.0	4833.0	2768.0	3308.0	2158.0	3155.0	675.0	1412.0	1713.0	700.0	1611.0	1542.0	3722.0	1060.0	4710.0	3704.0	656.0	5187.0	7116.0	4320.0	3450.0	3795.0	243.0	552.0	399.0	2235.0	82500.8	1069093.0	1531423.721927
sub-3850	824.0	448.0	1880.0	1522.0	501.0	2681.0	3507.0	2934.0	891.0	4610.0	2501.0	3043.0	1430.0	2622.0	670.0	1187.0	1409.0	647.0	1103.0	1294.0	4131.0	894.0	5033.0	3168.0	597.0	5143.0	6331.0	4759.0	2985.0	3074.0	217.0	453.0	292.0	2092.0	74866.2	1005951.0	1397323.809416
sub-3851	803.0	590.0	2280.0	1157.0	324.0	2839.0	3169.0	2920.0	834.0	3883.0	2386.0	2612.0	1513.0	2769.0	706.0	1307.0	1601.0	648.0	1175.0	1097.0	3711.0	1206.0	4989.0	2997.0	754.0	4889.0	6510.0	4544.0	3624.0	4157.0	249.0	470.0	438.0	2438.0	75587.8	993699.0	1373455.793974
sub-3852	917.0	639.0	2285.0	1153.0	448.0	2968.0	4273.0	3439.0	954.0	4160.0	3072.0	1968.0	2243.0	3265.0	590.0	1494.0	1611.0	700.0	1303.0	629.0	4251.0	1253.0	5941.0	3876.0	1107.0	5472.0	7562.0	4905.0	3884.0	3817.0	279.0	440.0	471.0	3095.0	84426.0	1066095.0	1627827.556423
sub-3853	894.0	549.0	2743.0	1535.0	414.0	2892.0	4190.0	3477.0	967.0	4858.0	2766.0	2968.0	1861.0	3258.0	606.0	1410.0	1092.0	737.0	1203.0	1374.0	4016.0	1288.0	4532.0	3819.0	982.0	6228.0	7241.0	6075.0	3783.0	4110.0	281.0	436.0	362.0	2526.0	85472.2	1105642.0	1484430.061982
sub-3854	854.0	903.0	1966.0	1717.0	485.0	3233.0	3532.0	3412.0	998.0	5184.0	2929.0	3312.0	1901.0	2929.0	597.0	1284.0	1431.0	772.0	1459.0	1964.0	4181.0	1269.0	4843.0	3984.0	870.0	6496.0	7901.0	6299.0	4196.0	5850.0	248.0	597.0	569.0	2694.0	90751.5	1246268.0	1639679.40429
sub-3855	949.0	512.0	1662.0	1606.0	507.0	2750.0	4284.0	3251.0	977.0	4716.0	2651.0	2826.0	1930.0	3079.0	670.0	1368.0	1457.0	820.0	1477.0	1499.0	3566.0	1169.0	4212.0	3703.0	815.0	5407.0	6978.0	5331.0	3935.0	3712.0	209.0	397.0	454.0	2393.0	81273.0	1070266.0	1490168.9519
sub-3857	886.0	400.0	1648.0	1359.0	347.0	2632.0	3843.0	2773.0	779.0	4087.0	2474.0	2825.0	1548.0	2816.0	628.0	1136.0	1070.0	613.0	1082.0	1180.0	3182.0	1038.0	4011.0	3025.0	565.0	4400.0	6131.0	4480.0	3816.0	3538.0	220.0	385.0	371.0	2175.0	71444.5	923704.0	1224845.801009
sub-3859	1137.0	808.0	2282.0	1451.0	255.0	2953.0	5118.0	3516.0	996.0	4524.0	2704.0	3080.0	1700.0	3205.0	625.0	1048.0	1406.0	694.0	1257.0	1180.0	4202.0	1291.0	4721.0	4299.0	1037.0	5496.0	5663.0	4791.0	3722.0	3663.0	225.0	410.0	397.0	2555.0	82404.2	1093625.0	1496401.414663
sub-4004	853.0	668.0	1977.0	1640.0	343.0	3271.0	4104.0	2973.0	923.0	4877.0	2449.0	2721.0	1691.0	2674.0	662.0	1427.0	1435.0	596.0	1101.0	1507.0	3586.0	1176.0	4497.0	3562.0	916.0	4688.0	6850.0	5229.0	3390.0	3095.0	205.0	464.0	381.0	2733.0	78656.9	986114.0	1402578.950185
sub-4010	743.0	676.0	2247.0	1148.0	392.0	3020.0	3193.0	3115.0	914.0	4035.0	2460.0	2722.0	1989.0	2614.0	615.0	1349.0	1218.0	646.0	973.0	1448.0	3242.0	940.0	4963.0	3159.0	719.0	5055.0	7256.0	4100.0	3533.0	3887.0	234.0	498.0	288.0	2231.0	75607.5	1070106.0	1453692.080473
sub-4018	1338.0	736.0	1865.0	1495.0	453.0	3190.0	3949.0	2905.0	1075.0	4950.0	2755.0	2928.0	1907.0	2972.0	639.0	1244.0	1683.0	768.0	1576.0	1228.0	4024.0	1202.0	4969.0	3930.0	754.0	5555.0	7480.0	5238.0	4843.0	4443.0	251.0	492.0	508.0	2894.0	86146.8	1050746.0	1469438.251191
sub-4032	1025.0	589.0	1919.0	1244.0	534.0	3288.0	3881.0	2575.0	1055.0	5015.0	2502.0	3097.0	1661.0	2972.0	628.0	1358.0	1461.0	698.0	1143.0	1577.0	4170.0	1113.0	4917.0	3812.0	867.0	5293.0	6596.0	4837.0	4054.0	3889.0	216.0	508.0	487.0	2648.0	81622.2	991489.0	1345939.570579
sub-4067	1134.0	784.0	2333.0	1371.0	503.0	3067.0	4969.0	3579.0	1064.0	4900.0	2998.0	2829.0	2208.0	3585.0	668.0	1584.0	1675.0	690.0	1560.0	1330.0	4511.0	1147.0	5153.0	3670.0	1225.0	5677.0	8293.0	4773.0	4156.0	4088.0	249.0	429.0	443.0	2565.0	89183.6	1123070.0	1598247.41092
sub-4085	847.0	712.0	1929.0	1898.0	660.0	2652.0	4027.0	3001.0	924.0	5299.0	2209.0	3078.0	1743.0	2884.0	677.0	1332.0	1533.0	560.0	1286.0	1311.0	3522.0	1081.0	5048.0	3343.0	791.0	4667.0	6540.0	4203.0	3642.0	3057.0	205.0	510.0	451.0	2682.0	78301.3	985185.0	1449533.278444
sub-4139	901.0	724.0	2419.0	1258.0	530.0	2924.0	4636.0	3544.0	1118.0	4405.0	2437.0	3272.0	1976.0	3087.0	623.0	1169.0	1292.0	728.0	1084.0	1430.0	5313.0	1378.0	5364.0	4293.0	1107.0	6196.0	6454.0	6065.0	3561.0	3718.0	259.0	471.0	379.0	2518.0	86626.8	1004334.0	1543326.123461
