rh.aparc.DKTatlas.area	rh_caudalanteriorcingulate_area	rh_caudalmiddlefrontal_area	rh_cuneus_area	rh_entorhinal_area	rh_fusiform_area	rh_inferiorparietal_area	rh_inferiortemporal_area	rh_isthmuscingulate_area	rh_lateraloccipital_area	rh_lateralorbitofrontal_area	rh_lingual_area	rh_medialorbitofrontal_area	rh_middletemporal_area	rh_parahippocampal_area	rh_paracentral_area	rh_parsopercularis_area	rh_parsorbitalis_area	rh_parstriangularis_area	rh_pericalcarine_area	rh_postcentral_area	rh_posteriorcingulate_area	rh_precentral_area	rh_precuneus_area	rh_rostralanteriorcingulate_area	rh_rostralmiddlefrontal_area	rh_superiorfrontal_area	rh_superiorparietal_area	rh_superiortemporal_area	rh_supramarginal_area	rh_transversetemporal_area	rh_insula_area	rh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-3277	997.0	2429.0	1852.0	662.0	4124.0	6403.0	5420.0	1057.0	5500.0	3875.0	3674.0	1872.0	4986.0	919.0	1933.0	1671.0	802.0	1603.0	1371.0	4667.0	1035.0	5232.0	5071.0	1169.0	5437.0	11436.0	5103.0	5676.0	4304.0	281.0	2376.0	102937.0	1398131.0	1749964.804139
sub-3300	745.0	2537.0	1910.0	371.0	3384.0	5508.0	3623.0	1049.0	5989.0	2687.0	3613.0	1513.0	3903.0	805.0	1572.0	1756.0	674.0	1758.0	1576.0	4369.0	1495.0	5018.0	3829.0	764.0	3818.0	9663.0	3984.0	4657.0	3320.0	322.0	2112.0	88326.3	1103909.0	1507889.394342
sub-3301	694.0	2876.0	2187.0	372.0	3196.0	4965.0	3862.0	1185.0	6324.0	3213.0	3861.0	1496.0	4385.0	703.0	1391.0	1612.0	726.0	1266.0	1939.0	5096.0	1182.0	5635.0	4324.0	970.0	4413.0	8732.0	4014.0	5070.0	3805.0	348.0	2032.0	91874.0	1138836.0	1569970.280325
sub-3310	700.0	1747.0	1462.0	488.0	2415.0	3911.0	2867.0	682.0	3925.0	2443.0	2236.0	1463.0	3256.0	568.0	1543.0	1420.0	744.0	1397.0	1054.0	3958.0	1049.0	3867.0	3443.0	839.0	3513.0	7813.0	4275.0	3986.0	3019.0	283.0	1693.0	72060.0	945687.0	1381921.039271
sub-3316	914.0	2684.0	1518.0	382.0	2752.0	5249.0	3632.0	947.0	4752.0	3237.0	3018.0	1609.0	4268.0	681.0	1518.0	1411.0	853.0	1329.0	1260.0	4298.0	1326.0	4587.0	3848.0	823.0	4115.0	9648.0	4540.0	4440.0	3148.0	303.0	2181.0	85270.6	1113571.0	1600319.319315
sub-3318	868.0	1655.0	1462.0	336.0	2217.0	4506.0	3085.0	850.0	4604.0	2343.0	2524.0	1352.0	3798.0	623.0	1530.0	1330.0	503.0	1106.0	1151.0	3856.0	1039.0	4377.0	3272.0	655.0	2987.0	8363.0	3260.0	4365.0	2931.0	269.0	2027.0	73244.0	954207.0	1465625.659036
sub-3320	714.0	2142.0	1726.0	339.0	2486.0	4825.0	3571.0	957.0	4760.0	2728.0	2949.0	1349.0	4540.0	606.0	1741.0	1488.0	707.0	1285.0	1431.0	4780.0	1317.0	5351.0	3436.0	593.0	4176.0	9372.0	3701.0	4873.0	3644.0	291.0	2118.0	83994.5	1067085.0	1482700.06768
sub-3350	761.0	2529.0	1992.0	494.0	3063.0	5566.0	3881.0	888.0	5387.0	2922.0	2986.0	1507.0	4470.0	635.0	2196.0	1728.0	633.0	1495.0	1386.0	4682.0	1306.0	5304.0	4049.0	1082.0	5012.0	10373.0	4106.0	5047.0	3339.0	322.0	2122.0	91263.4	1110241.0	1629867.024323
sub-3351	693.0	1922.0	1939.0	366.0	2221.0	5723.0	3120.0	529.0	4914.0	2679.0	3287.0	1430.0	3775.0	655.0	1665.0	1458.0	704.0	1111.0	1684.0	4812.0	1041.0	4611.0	4048.0	699.0	4255.0	8286.0	4577.0	4040.0	3059.0	276.0	1827.0	81406.7	943343.0	1585653.383279
sub-3353	856.0	1916.0	1653.0	412.0	2395.0	5096.0	3122.0	826.0	4442.0	2462.0	2841.0	1277.0	3844.0	639.0	1385.0	1259.0	536.0	1237.0	1208.0	3963.0	974.0	4293.0	3325.0	774.0	3344.0	7977.0	4078.0	4377.0	2847.0	306.0	1998.0	75662.4	1046218.0	1420575.293696
sub-3355	739.0	1613.0	966.0	345.0	2571.0	5579.0	3414.0	1007.0	3987.0	1703.0	2914.0	1194.0	3891.0	551.0	1694.0	1369.0	483.0	1187.0	1118.0	4373.0	1199.0	4401.0	5339.0	382.0	2589.0	7224.0	5320.0	4343.0	2890.0	294.0	1935.0	76615.7	1041331.0	1387517.341014
sub-3357	883.0	2501.0	1864.0	340.0	2539.0	5611.0	3389.0	1004.0	4235.0	2819.0	3000.0	1401.0	4505.0	779.0	1731.0	1462.0	730.0	1691.0	1402.0	4149.0	1435.0	5483.0	3868.0	662.0	4285.0	9676.0	4583.0	4937.0	3723.0	301.0	2102.0	87091.5	1088526.0	1658569.737646
sub-3358	1053.0	3088.0	2040.0	554.0	2989.0	7059.0	3836.0	936.0	5441.0	2852.0	3371.0	1732.0	4352.0	850.0	2506.0	1499.0	615.0	1213.0	1651.0	4988.0	1574.0	5937.0	4384.0	966.0	4031.0	10757.0	5618.0	5239.0	3793.0	387.0	2386.0	97699.5	1247153.0	1696766.506401
sub-3361	725.0	2343.0	1897.0	406.0	3051.0	6169.0	4143.0	1017.0	4880.0	2846.0	2852.0	1501.0	4466.0	619.0	1820.0	1625.0	728.0	1457.0	1386.0	5074.0	1386.0	4654.0	4589.0	1009.0	3978.0	9734.0	4744.0	4942.0	4597.0	333.0	2171.0	91143.1	1103762.0	1568950.294096
sub-3362	667.0	1968.0	2073.0	314.0	2640.0	5280.0	3686.0	762.0	4863.0	2876.0	3233.0	1477.0	4323.0	701.0	1502.0	1506.0	636.0	1576.0	1790.0	4278.0	1189.0	4613.0	3653.0	753.0	3657.0	8211.0	3968.0	4406.0	2911.0	280.0	2056.0	81845.6	1066753.0	1284820.070714
sub-3368	1047.0	2216.0	1879.0	559.0	2601.0	6582.0	3600.0	995.0	4682.0	2906.0	3465.0	1399.0	4821.0	782.0	1604.0	1424.0	588.0	1279.0	1720.0	4518.0	1241.0	4138.0	4434.0	960.0	3730.0	8643.0	4793.0	4556.0	3257.0	295.0	2008.0	86725.5	1117001.0	1390440.882489
sub-3369	747.0	1998.0	1776.0	375.0	2475.0	4164.0	2860.0	1082.0	4545.0	2643.0	3278.0	1319.0	3830.0	779.0	1338.0	1383.0	767.0	1713.0	1739.0	4049.0	1200.0	4390.0	4141.0	674.0	4573.0	8094.0	4022.0	4731.0	3382.0	277.0	2027.0	80374.1	1041747.0	1449827.130093
sub-3370	1107.0	2770.0	2504.0	452.0	3155.0	5066.0	3758.0	1027.0	5407.0	3301.0	3605.0	1577.0	4368.0	847.0	2083.0	1622.0	962.0	1689.0	1808.0	4745.0	1499.0	5164.0	3981.0	1107.0	4886.0	9788.0	4522.0	5471.0	3407.0	408.0	2333.0	94422.1	1294383.0	1672519.043824
sub-3389	869.0	2078.0	1773.0	327.0	2931.0	5226.0	3492.0	888.0	5232.0	2817.0	2990.0	1452.0	4132.0	688.0	1536.0	1509.0	713.0	1350.0	1328.0	4214.0	1535.0	4908.0	4015.0	772.0	4516.0	9052.0	4869.0	4845.0	3503.0	298.0	2188.0	86047.8	1042625.0	1499330.11181
sub-3390	703.0	2184.0	2232.0	342.0	3113.0	4717.0	3158.0	876.0	5577.0	2592.0	3430.0	1527.0	3788.0	806.0	1929.0	1598.0	711.0	1490.0	1735.0	3775.0	1110.0	4809.0	3862.0	598.0	3627.0	8073.0	4605.0	4797.0	3155.0	340.0	2315.0	83572.9	1070043.0	1398499.276138
sub-3503	621.0	1958.0	1372.0	314.0	2432.0	4145.0	3054.0	661.0	4185.0	2395.0	2608.0	1227.0	3263.0	608.0	1406.0	1161.0	549.0	953.0	970.0	3689.0	995.0	3950.0	3264.0	722.0	2880.0	6839.0	3531.0	4076.0	2870.0	286.0	1595.0	68576.5	887460.0	1207402.00558
sub-3515	1259.0	1948.0	1612.0	379.0	2318.0	4761.0	3401.0	701.0	3963.0	2650.0	3004.0	1472.0	4048.0	607.0	1344.0	1321.0	574.0	1281.0	1519.0	3884.0	1252.0	3573.0	3151.0	853.0	4364.0	8017.0	3876.0	4317.0	3023.0	260.0	1880.0	76612.2	947111.0	1259891.297764
sub-3517	648.0	1670.0	2160.0	480.0	3379.0	5251.0	3548.0	854.0	5193.0	2695.0	2516.0	1380.0	4141.0	855.0	1631.0	1292.0	815.0	1416.0	1396.0	4247.0	1267.0	4094.0	3604.0	668.0	3665.0	8126.0	4472.0	4927.0	3229.0	345.0	2084.0	82046.9	1103553.0	1293758.236574
sub-3518	675.0	1597.0	1874.0	300.0	2816.0	5502.0	3457.0	785.0	4325.0	2891.0	2922.0	1390.0	4334.0	745.0	1753.0	1527.0	700.0	1552.0	1654.0	4506.0	1278.0	4782.0	4098.0	835.0	3656.0	9024.0	4359.0	4583.0	2945.0	306.0	1947.0	83118.5	1030412.0	1569493.960978
sub-3519	726.0	2603.0	1770.0	409.0	3195.0	5501.0	4177.0	918.0	4983.0	3178.0	2959.0	1774.0	4362.0	736.0	1670.0	2019.0	719.0	1398.0	1501.0	5034.0	1176.0	5042.0	4339.0	861.0	4770.0	10132.0	4308.0	4902.0	3436.0	359.0	2154.0	91109.9	1200494.0	1730278.343036
sub-3521	1028.0	1927.0	1807.0	416.0	2648.0	4840.0	3583.0	869.0	4291.0	2823.0	2813.0	1281.0	4323.0	594.0	1471.0	1404.0	705.0	1497.0	1213.0	4283.0	1373.0	4407.0	3569.0	919.0	4162.0	8521.0	4116.0	5247.0	4009.0	409.0	1942.0	82484.9	1090441.0	1422627.172057
sub-3523	765.0	2078.0	1665.0	288.0	2792.0	5058.0	3198.0	1028.0	5385.0	2913.0	3033.0	1534.0	4000.0	575.0	1349.0	1480.0	611.0	1480.0	1318.0	4045.0	1208.0	4133.0	3517.0	816.0	3811.0	8159.0	3739.0	4565.0	3211.0	267.0	1981.0	80002.1	1030688.0	1199770.937643
sub-3525	756.0	1827.0	1648.0	437.0	2473.0	5011.0	3183.0	767.0	4888.0	2596.0	3268.0	1226.0	4038.0	838.0	1735.0	1514.0	619.0	1442.0	1263.0	4206.0	1343.0	4271.0	3446.0	639.0	3998.0	8679.0	3942.0	4251.0	3673.0	307.0	1985.0	80270.9	1081407.0	1379710.094974
sub-3526	741.0	1842.0	1869.0	406.0	2667.0	4789.0	2961.0	1014.0	4783.0	2724.0	3056.0	1580.0	3761.0	733.0	1528.0	1583.0	746.0	2333.0	1468.0	4405.0	1525.0	4482.0	4072.0	763.0	4657.0	8928.0	4393.0	5246.0	3932.0	392.0	2463.0	85840.8	1048202.0	1632215.592885
sub-3527	764.0	1884.0	1441.0	410.0	2757.0	3813.0	2928.0	890.0	4244.0	2794.0	2885.0	1360.0	3514.0	764.0	1330.0	1249.0	695.0	1363.0	1173.0	3630.0	1242.0	3943.0	2987.0	722.0	4959.0	8922.0	2803.0	4955.0	2726.0	293.0	1837.0	75279.0	1030495.0	1428415.630161
sub-3541	1737.0	2634.0	2748.0	482.0	3608.0	5896.0	4895.0	1214.0	6988.0	3795.0	4332.0	2001.0	5509.0	853.0	1973.0	2388.0	1013.0	2412.0	2636.0	5956.0	1626.0	5207.0	5442.0	1243.0	5832.0	10387.0	5793.0	5812.0	3874.0	355.0	2495.0	111135.0	1335957.0	1828574.136988
sub-3551	1014.0	2712.0	1751.0	423.0	2640.0	6214.0	3559.0	791.0	4931.0	2995.0	2709.0	1305.0	4201.0	656.0	1794.0	1488.0	693.0	1603.0	1261.0	4581.0	1137.0	5176.0	3788.0	955.0	4685.0	9240.0	4253.0	5025.0	3195.0	326.0	2443.0	87543.6	1053718.0	1567589.916258
sub-3554	910.0	2253.0	1747.0	417.0	2553.0	5962.0	3283.0	967.0	4846.0	2702.0	3147.0	1549.0	4081.0	648.0	1766.0	1480.0	740.0	1150.0	1154.0	4662.0	1188.0	5025.0	4141.0	1045.0	4052.0	8347.0	4120.0	4584.0	3218.0	290.0	2319.0	84347.2	1047717.0	1563271.478061
sub-3555	666.0	2387.0	2725.0	372.0	3460.0	6746.0	4114.0	1133.0	7131.0	3976.0	3438.0	1856.0	5148.0	747.0	2066.0	1891.0	980.0	1808.0	1800.0	4923.0	1418.0	5948.0	4372.0	846.0	4904.0	11915.0	5498.0	5998.0	4077.0	459.0	2758.0	105559.0	1409698.0	1898035.479902
sub-3563	1085.0	3012.0	1748.0	463.0	3235.0	4702.0	3567.0	1011.0	4208.0	3345.0	3245.0	1630.0	3918.0	604.0	1685.0	1766.0	751.0	1458.0	1250.0	4177.0	1435.0	5049.0	4343.0	1215.0	5554.0	10681.0	4401.0	5325.0	3227.0	351.0	2280.0	90721.3	1153953.0	1657344.013656
sub-3565	981.0	2526.0	2793.0	299.0	3585.0	5513.0	3461.0	1121.0	5964.0	3326.0	3804.0	1609.0	5351.0	793.0	1815.0	2002.0	863.0	1780.0	2052.0	4534.0	1665.0	5194.0	4373.0	796.0	4407.0	10872.0	3922.0	5317.0	3925.0	319.0	2464.0	97424.8	1259027.0	1783763.889443
sub-3569	652.0	2029.0	1721.0	487.0	3028.0	4663.0	3421.0	884.0	4681.0	2906.0	3109.0	1264.0	3614.0	812.0	1667.0	1338.0	751.0	1437.0	1404.0	4704.0	1265.0	4372.0	3695.0	739.0	4028.0	8544.0	4158.0	4603.0	3195.0	322.0	2108.0	81596.9	1036115.0	1373078.549832
sub-3570	775.0	2166.0	2655.0	471.0	3074.0	6086.0	3955.0	1207.0	5690.0	3740.0	4075.0	1849.0	4752.0	896.0	2147.0	1655.0	781.0	2089.0	2623.0	4754.0	1367.0	5248.0	4739.0	1074.0	5775.0	11294.0	5246.0	5323.0	3870.0	395.0	2306.0	102076.0	1315000.0	1948132.126488
sub-3571	806.0	3486.0	2508.0	434.0	3343.0	6923.0	4458.0	1153.0	5732.0	3491.0	3981.0	1800.0	5432.0	897.0	2063.0	1855.0	780.0	1565.0	2005.0	4579.0	1465.0	5747.0	4440.0	1188.0	4057.0	10416.0	4526.0	5433.0	4346.0	321.0	2356.0	101586.0	1258630.0	1814170.330641
sub-3572	683.0	2086.0	1674.0	389.0	2673.0	4876.0	3368.0	871.0	4385.0	2634.0	3022.0	1287.0	4034.0	653.0	1553.0	1545.0	766.0	1531.0	1267.0	4070.0	1011.0	4851.0	3969.0	855.0	3254.0	9213.0	4309.0	4750.0	3248.0	309.0	2302.0	81437.3	992492.0	1307872.862664
sub-3600	717.0	2144.0	2179.0	390.0	2740.0	5610.0	3926.0	792.0	4968.0	2725.0	3537.0	1443.0	4184.0	663.0	1779.0	1335.0	702.0	1469.0	1761.0	4029.0	1216.0	4832.0	3289.0	841.0	4533.0	9829.0	3921.0	4956.0	3959.0	321.0	2091.0	86880.2	1146450.0	1472714.691638
sub-3610	535.0	2611.0	1705.0	474.0	2993.0	4737.0	3688.0	884.0	4227.0	3294.0	2844.0	1539.0	4409.0	687.0	1673.0	1724.0	774.0	1372.0	1272.0	4415.0	1336.0	4749.0	3662.0	751.0	4326.0	9078.0	4249.0	5123.0	3727.0	325.0	2170.0	85351.5	1165035.0	1578057.312215
sub-3611	626.0	2520.0	2006.0	334.0	2607.0	5443.0	3235.0	1047.0	5105.0	3044.0	3506.0	1573.0	4487.0	640.0	1442.0	1876.0	638.0	1886.0	1898.0	4097.0	1331.0	4362.0	4592.0	690.0	4458.0	8343.0	4783.0	4856.0	3300.0	332.0	2104.0	87162.1	1189372.0	1582941.090089
sub-3613	815.0	2310.0	1718.0	304.0	2209.0	5443.0	3323.0	868.0	4645.0	2768.0	3036.0	1479.0	4137.0	586.0	1421.0	1859.0	731.0	1504.0	1419.0	4096.0	1288.0	4686.0	3455.0	604.0	3180.0	8347.0	3874.0	4790.0	3520.0	332.0	2131.0	80876.6	1138758.0	1507659.161024
sub-3614	687.0	1766.0	1829.0	373.0	2715.0	4314.0	3251.0	962.0	4543.0	2607.0	3515.0	1429.0	4169.0	744.0	1463.0	1455.0	644.0	1270.0	1817.0	4104.0	1098.0	4397.0	3471.0	688.0	3202.0	7715.0	3365.0	4628.0	3306.0	313.0	1926.0	77765.4	1066798.0	1466464.757419
sub-3615	1484.0	3116.0	2274.0	384.0	3113.0	6080.0	4371.0	935.0	5970.0	3391.0	3480.0	1876.0	4944.0	842.0	2065.0	1778.0	649.0	1910.0	1645.0	5113.0	1538.0	5374.0	5580.0	1258.0	4982.0	10290.0	5426.0	5257.0	4125.0	340.0	2490.0	102078.0	1320493.0	1809552.194087
sub-3620	861.0	1781.0	1794.0	254.0	3084.0	4942.0	3432.0	709.0	4449.0	2707.0	2960.0	1409.0	3932.0	666.0	1547.0	1282.0	558.0	1262.0	1470.0	4058.0	1168.0	4261.0	3802.0	762.0	3853.0	7913.0	4830.0	4250.0	3482.0	282.0	1798.0	79559.5	1115627.0	1567630.667703
sub-3624	727.0	1941.0	2336.0	515.0	2949.0	5606.0	4437.0	915.0	5260.0	2826.0	3084.0	1527.0	4422.0	646.0	1514.0	1308.0	636.0	1493.0	1967.0	5616.0	1157.0	5309.0	3876.0	713.0	3832.0	9466.0	4138.0	4669.0	3897.0	324.0	2138.0	89243.5	1242054.0	1711917.308748
sub-3627	1085.0	1891.0	2152.0	335.0	3175.0	5339.0	3458.0	955.0	5793.0	3680.0	3677.0	1539.0	3816.0	695.0	1373.0	1319.0	826.0	1464.0	1685.0	4411.0	1285.0	4669.0	4650.0	1010.0	4549.0	9616.0	4584.0	5156.0	3946.0	433.0	2374.0	90941.7	1271922.0	1720225.095575
sub-3635	1256.0	2447.0	2197.0	535.0	3269.0	6850.0	4523.0	1037.0	5112.0	3427.0	3753.0	1670.0	5205.0	825.0	1704.0	1733.0	790.0	1546.0	1458.0	5413.0	1464.0	5356.0	4422.0	1155.0	3977.0	8767.0	5246.0	5527.0	3792.0	357.0	2322.0	97137.3	1374248.0	1806403.207425
sub-3636	525.0	1806.0	1649.0	323.0	2830.0	6098.0	3442.0	937.0	5240.0	3073.0	3595.0	1499.0	4560.0	805.0	1484.0	1466.0	714.0	1397.0	1801.0	4551.0	1074.0	4792.0	3831.0	596.0	3377.0	8422.0	4517.0	5154.0	4244.0	321.0	2048.0	86172.5	1178026.0	1608406.835235
sub-3637	946.0	1911.0	1834.0	320.0	2246.0	4972.0	3472.0	753.0	4379.0	2577.0	2947.0	1483.0	3528.0	677.0	1480.0	1148.0	701.0	1098.0	1318.0	4258.0	1161.0	4325.0	3343.0	759.0	3770.0	8671.0	3525.0	3747.0	2812.0	227.0	1971.0	76361.1	1043490.0	1385031.814016
sub-3750	803.0	2164.0	1890.0	490.0	3519.0	5448.0	3823.0	1076.0	5045.0	3306.0	3515.0	1624.0	4376.0	799.0	1699.0	2077.0	793.0	1994.0	1806.0	4747.0	1497.0	5524.0	4994.0	878.0	4298.0	10772.0	6180.0	5927.0	4009.0	416.0	2563.0	98050.4	1242495.0	1829108.11521
