rh.aparc.area	rh_bankssts_area	rh_caudalanteriorcingulate_area	rh_caudalmiddlefrontal_area	rh_cuneus_area	rh_entorhinal_area	rh_fusiform_area	rh_inferiorparietal_area	rh_inferiortemporal_area	rh_isthmuscingulate_area	rh_lateraloccipital_area	rh_lateralorbitofrontal_area	rh_lingual_area	rh_medialorbitofrontal_area	rh_middletemporal_area	rh_parahippocampal_area	rh_paracentral_area	rh_parsopercularis_area	rh_parsorbitalis_area	rh_parstriangularis_area	rh_pericalcarine_area	rh_postcentral_area	rh_posteriorcingulate_area	rh_precentral_area	rh_precuneus_area	rh_rostralanteriorcingulate_area	rh_rostralmiddlefrontal_area	rh_superiorfrontal_area	rh_superiorparietal_area	rh_superiortemporal_area	rh_supramarginal_area	rh_frontalpole_area	rh_temporalpole_area	rh_transversetemporal_area	rh_insula_area	rh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-3615	888.0	1431.0	2950.0	1802.0	445.0	3372.0	6169.0	4070.0	957.0	5853.0	2796.0	3568.0	2344.0	4172.0	814.0	1970.0	1585.0	823.0	1929.0	1659.0	4607.0	1447.0	5560.0	5421.0	927.0	6864.0	8119.0	6641.0	4123.0	4341.0	391.0	496.0	355.0	3177.0	102057.0	1320493.0	1809552.194087
sub-3620	985.0	804.0	1700.0	1463.0	289.0	3249.0	4863.0	3236.0	731.0	4438.0	2343.0	2981.0	2128.0	3241.0	623.0	1509.0	1079.0	673.0	1331.0	1484.0	3642.0	1096.0	4412.0	3740.0	578.0	5378.0	5949.0	5731.0	3182.0	3651.0	257.0	440.0	278.0	1996.0	79475.8	1115627.0	1567630.667703
sub-3624	846.0	591.0	1827.0	2009.0	573.0	3244.0	5669.0	4143.0	903.0	5221.0	2323.0	3148.0	2082.0	3690.0	569.0	1445.0	1162.0	782.0	1494.0	1996.0	5045.0	1107.0	5458.0	3872.0	516.0	5633.0	7324.0	5109.0	3651.0	4089.0	296.0	454.0	330.0	2628.0	89216.3	1242054.0	1711917.308748
sub-3627	840.0	1009.0	1775.0	1744.0	383.0	3442.0	5404.0	3218.0	975.0	5723.0	3304.0	3700.0	2317.0	3196.0	653.0	1348.0	1086.0	1049.0	1484.0	1728.0	4039.0	1238.0	4868.0	4503.0	749.0	6750.0	6862.0	5583.0	3962.0	4112.0	351.0	493.0	442.0	2618.0	90933.3	1271922.0	1720225.095575
sub-3635	1087.0	1121.0	2344.0	1810.0	623.0	3607.0	6977.0	4175.0	1041.0	5029.0	2980.0	3808.0	2166.0	4383.0	733.0	1590.0	1528.0	927.0	1593.0	1478.0	4822.0	1421.0	5679.0	4346.0	935.0	5569.0	6834.0	6349.0	4300.0	3946.0	360.0	468.0	357.0	2734.0	97114.4	1374248.0	1806403.207425
sub-3636	935.0	480.0	1710.0	1351.0	364.0	3065.0	6085.0	3213.0	923.0	5187.0	2580.0	3669.0	1906.0	3703.0	778.0	1437.0	1266.0	904.0	1441.0	1816.0	4034.0	1035.0	4936.0	3706.0	434.0	4993.0	6336.0	5547.0	3960.0	4545.0	309.0	497.0	335.0	2688.0	86166.6	1178026.0	1608406.835235
sub-3637	752.0	845.0	1772.0	1498.0	359.0	2517.0	4976.0	3209.0	772.0	4328.0	2485.0	3019.0	1870.0	2904.0	626.0	1392.0	1004.0	757.0	1121.0	1323.0	3861.0	1110.0	4598.0	3224.0	582.0	5409.0	6720.0	4383.0	2774.0	3043.0	311.0	454.0	236.0	2116.0	76345.5	1043490.0	1385031.814016
sub-3750	1043.0	718.0	2024.0	1553.0	504.0	3881.0	5423.0	3471.0	1101.0	4987.0	2979.0	3578.0	2353.0	3683.0	758.0	1610.0	1753.0	951.0	2074.0	1847.0	4176.0	1423.0	5701.0	4785.0	650.0	6267.0	8390.0	7383.0	4640.0	4270.0	371.0	432.0	445.0	2831.0	98040.2	1242495.0	1829108.11521
sub-3756	747.0	555.0	2265.0	1796.0	556.0	3217.0	6224.0	3657.0	1053.0	6548.0	2827.0	3595.0	2264.0	3528.0	648.0	1727.0	1382.0	890.0	1550.0	2097.0	4043.0	1169.0	5834.0	3755.0	544.0	6614.0	8533.0	5255.0	4359.0	4313.0	335.0	594.0	456.0	2588.0	95511.4	1166395.0	1697443.460501
sub-3759	803.0	553.0	1753.0	1460.0	383.0	2574.0	4510.0	2665.0	836.0	4211.0	2580.0	3019.0	1677.0	2729.0	525.0	1315.0	1111.0	827.0	1387.0	1419.0	3211.0	860.0	4542.0	3708.0	516.0	5323.0	6602.0	4557.0	3325.0	2613.0	306.0	407.0	300.0	1997.0	74605.5	980833.0	1324377.2585
sub-3765	702.0	501.0	1815.0	1418.0	321.0	2419.0	4301.0	2888.0	795.0	3830.0	2300.0	2970.0	1712.0	3075.0	592.0	1311.0	1129.0	748.0	1221.0	1550.0	3813.0	963.0	4218.0	3346.0	350.0	4894.0	5592.0	4203.0	3364.0	3195.0	282.0	384.0	250.0	1994.0	72441.7	956163.0	1331668.716072
sub-3767	874.0	740.0	2277.0	1806.0	503.0	2721.0	5057.0	3209.0	910.0	5207.0	2687.0	3550.0	2209.0	3284.0	595.0	1260.0	1391.0	937.0	1584.0	2045.0	4209.0	1119.0	4995.0	4063.0	600.0	5176.0	6806.0	5246.0	3322.0	3930.0	327.0	408.0	308.0	2535.0	85872.4	1111458.0	1482417.752735
sub-3768	969.0	704.0	1937.0	1708.0	392.0	3273.0	5560.0	3487.0	1028.0	5154.0	3230.0	3341.0	2157.0	3704.0	626.0	1743.0	1286.0	949.0	1740.0	1916.0	3958.0	1333.0	4898.0	3944.0	582.0	6744.0	7063.0	5179.0	3730.0	3291.0	318.0	512.0	321.0	2384.0	89155.8	1189090.0	1711851.854273
sub-3769	967.0	630.0	1890.0	1525.0	417.0	3099.0	4827.0	3332.0	990.0	4704.0	2204.0	2988.0	1776.0	3426.0	510.0	1304.0	1199.0	748.0	1415.0	1524.0	3886.0	1177.0	4884.0	3834.0	637.0	5395.0	6972.0	5341.0	3694.0	3564.0	294.0	448.0	300.0	2626.0	82523.1	1023165.0	1459153.628129
sub-3779	1081.0	882.0	2205.0	1851.0	684.0	4085.0	4951.0	4561.0	988.0	5812.0	2427.0	2884.0	2030.0	4243.0	787.0	2266.0	1610.0	753.0	1525.0	1499.0	4938.0	1679.0	5990.0	4290.0	743.0	5258.0	7612.0	6450.0	4045.0	4278.0	304.0	440.0	427.0	2487.0	96037.6	1258053.0	1843564.689981
sub-3803	896.0	844.0	1914.0	1384.0	523.0	2891.0	4761.0	3250.0	772.0	4271.0	2383.0	2875.0	1899.0	3313.0	573.0	1712.0	1184.0	759.0	1585.0	1351.0	3940.0	1153.0	4663.0	3761.0	591.0	5173.0	6904.0	4616.0	3293.0	3164.0	335.0	420.0	329.0	3129.0	80603.9	1034002.0	1477757.991102
sub-3804	1097.0	859.0	1728.0	1764.0	524.0	2868.0	5321.0	3583.0	912.0	4727.0	2643.0	3639.0	2352.0	3869.0	573.0	1598.0	1284.0	896.0	1386.0	1899.0	4194.0	1258.0	4581.0	3855.0	679.0	6734.0	6604.0	5139.0	3914.0	3713.0	305.0	368.0	310.0	2086.0	87260.2	1079216.0	1446506.161759
sub-3805	1004.0	616.0	1816.0	1514.0	364.0	2954.0	4614.0	2836.0	907.0	4196.0	2182.0	2827.0	1689.0	2991.0	710.0	1134.0	1174.0	652.0	1074.0	1380.0	3386.0	1061.0	4130.0	3540.0	500.0	4546.0	5503.0	4673.0	3168.0	2985.0	257.0	399.0	280.0	2270.0	73214.1	1008751.0	1325217.218464
sub-3806	801.0	769.0	2132.0	1463.0	335.0	2838.0	4426.0	3051.0	775.0	5009.0	2030.0	3690.0	1837.0	3251.0	614.0	1337.0	1126.0	704.0	1181.0	1390.0	3597.0	1306.0	4182.0	3744.0	609.0	4873.0	6105.0	4990.0	3387.0	3568.0	321.0	419.0	317.0	2279.0	78443.4	1001668.0	1378852.94245
sub-3807	892.0	701.0	2028.0	1378.0	311.0	2899.0	5308.0	3115.0	871.0	4472.0	2457.0	2835.0	1850.0	3364.0	570.0	1545.0	1228.0	883.0	1456.0	1297.0	3454.0	1148.0	4174.0	3999.0	599.0	5670.0	6382.0	5501.0	3547.0	3641.0	269.0	455.0	332.0	2719.0	81335.7	1131902.0	1534058.391503
sub-3809	876.0	857.0	2163.0	1447.0	475.0	2961.0	5365.0	3644.0	788.0	4754.0	2082.0	3422.0	1938.0	3378.0	651.0	1486.0	1402.0	698.0	1546.0	1756.0	3673.0	1199.0	4432.0	4038.0	686.0	4598.0	6035.0	5091.0	3199.0	3579.0	320.0	486.0	285.0	2226.0	81528.9	1100745.0	1513447.66005
sub-3811	984.0	740.0	2421.0	1728.0	429.0	2764.0	5699.0	3124.0	946.0	5952.0	2548.0	2947.0	2094.0	3233.0	674.0	1583.0	1265.0	786.0	1219.0	1426.0	4415.0	1169.0	5540.0	3916.0	717.0	5965.0	7329.0	5615.0	4050.0	3572.0	305.0	506.0	337.0	2478.0	88438.6	1159948.0	1743581.168357
sub-3812	690.0	627.0	1554.0	1373.0	412.0	3099.0	3896.0	2969.0	690.0	3966.0	2231.0	3270.0	1406.0	2824.0	584.0	1574.0	1050.0	612.0	1160.0	1569.0	3819.0	1094.0	4575.0	3947.0	447.0	4250.0	5445.0	5571.0	3072.0	3386.0	278.0	366.0	264.0	1883.0	73946.6	966198.0	1332014.751895
sub-3813	846.0	648.0	2009.0	1628.0	446.0	2855.0	5174.0	3135.0	893.0	5116.0	2702.0	3602.0	1982.0	3724.0	624.0	1698.0	1289.0	725.0	1260.0	1738.0	4359.0	1038.0	5197.0	3832.0	674.0	6602.0	6809.0	5098.0	3410.0	3629.0	300.0	485.0	302.0	2023.0	85850.1	1069694.0	1533309.06124
sub-3816	868.0	471.0	2181.0	1924.0	374.0	2633.0	5100.0	3647.0	975.0	4998.0	2609.0	3235.0	1856.0	3575.0	617.0	1468.0	1678.0	864.0	1591.0	1874.0	3756.0	1042.0	4399.0	4116.0	497.0	5904.0	6988.0	5699.0	3570.0	3139.0	263.0	392.0	272.0	2163.0	84726.6	1120506.0	1594274.388073
sub-3817	745.0	605.0	2110.0	1578.0	443.0	3588.0	4842.0	3721.0	1043.0	4558.0	3028.0	3067.0	1965.0	3022.0	655.0	1319.0	1524.0	915.0	1664.0	1600.0	3703.0	1056.0	4730.0	3563.0	603.0	5144.0	6721.0	5284.0	2984.0	3152.0	324.0	474.0	301.0	2159.0	82181.4	1069093.0	1531423.721927
sub-3850	786.0	609.0	2077.0	1650.0	477.0	2631.0	4447.0	2890.0	731.0	4758.0	2231.0	3514.0	1451.0	2879.0	613.0	1404.0	1108.0	699.0	994.0	1521.0	3752.0	1049.0	4969.0	3275.0	572.0	4565.0	6277.0	4869.0	2948.0	2871.0	243.0	419.0	251.0	1993.0	75521.3	1005951.0	1397323.809416
sub-3851	797.0	595.0	2056.0	1340.0	370.0	2319.0	4794.0	2592.0	808.0	4747.0	2465.0	3100.0	1767.0	3175.0	676.0	1468.0	1473.0	696.0	1645.0	1341.0	3880.0	1087.0	4854.0	3183.0	542.0	5474.0	6763.0	4243.0	3385.0	3021.0	313.0	404.0	291.0	2264.0	77916.3	993699.0	1373455.793974
sub-3852	785.0	502.0	2342.0	1350.0	475.0	2986.0	4913.0	3615.0	953.0	4360.0	2808.0	2515.0	1952.0	3624.0	785.0	1693.0	1531.0	835.0	1508.0	1196.0	3801.0	1233.0	5603.0	4188.0	729.0	4856.0	7447.0	5100.0	4110.0	3478.0	298.0	439.0	334.0	2989.0	85108.8	1066095.0	1627827.556423
sub-3853	822.0	712.0	2359.0	1652.0	455.0	3276.0	4948.0	3053.0	1022.0	4448.0	2914.0	2886.0	1967.0	3496.0	674.0	1292.0	1309.0	831.0	1642.0	1530.0	4527.0	1162.0	4680.0	4336.0	627.0	5558.0	7211.0	5601.0	3535.0	3383.0	339.0	417.0	311.0	2416.0	85384.7	1105642.0	1484430.061982
sub-3854	757.0	592.0	1966.0	1829.0	488.0	3068.0	4737.0	2989.0	839.0	6164.0	3201.0	3897.0	2147.0	3396.0	621.0	1693.0	1359.0	973.0	1743.0	2074.0	4007.0	1139.0	4877.0	4219.0	572.0	6813.0	7677.0	5963.0	4340.0	4531.0	317.0	462.0	416.0	2432.0	92290.0	1246268.0	1639679.40429
sub-3855	872.0	560.0	1326.0	1702.0	426.0	2761.0	4990.0	2948.0	1058.0	4817.0	2471.0	2736.0	1883.0	3643.0	552.0	1267.0	1386.0	809.0	1796.0	1641.0	3692.0	935.0	3992.0	4298.0	497.0	5266.0	6883.0	5287.0	3812.0	3773.0	283.0	404.0	332.0	2571.0	81665.5	1070266.0	1490168.9519
sub-3857	632.0	577.0	1733.0	1494.0	421.0	2617.0	4602.0	2851.0	698.0	4295.0	2279.0	3065.0	1734.0	2866.0	625.0	1405.0	1042.0	653.0	1339.0	1451.0	3050.0	988.0	3615.0	3324.0	461.0	5100.0	5798.0	4110.0	3430.0	2919.0	255.0	478.0	302.0	2099.0	72300.0	923704.0	1224845.801009
sub-3859	993.0	708.0	1969.0	1578.0	352.0	2954.0	5704.0	3551.0	822.0	4760.0	2304.0	2979.0	1909.0	3649.0	729.0	1453.0	1267.0	806.0	1211.0	1391.0	3846.0	1273.0	4381.0	3729.0	477.0	5498.0	6338.0	5130.0	3408.0	3520.0	333.0	441.0	346.0	2592.0	82389.4	1093625.0	1496401.414663
sub-4004	857.0	745.0	2191.0	1635.0	366.0	2511.0	4501.0	2888.0	830.0	4420.0	2137.0	2987.0	2027.0	3142.0	552.0	1335.0	1086.0	655.0	1318.0	1699.0	3411.0	993.0	4848.0	3811.0	571.0	4946.0	6544.0	4894.0	3556.0	3415.0	285.0	491.0	286.0	2640.0	78569.7	986114.0	1402578.950185
sub-4010	691.0	572.0	2471.0	1214.0	329.0	2648.0	3845.0	2786.0	868.0	5015.0	2493.0	2688.0	1687.0	3117.0	622.0	1370.0	1217.0	703.0	1247.0	1106.0	3458.0	1123.0	4517.0	3685.0	532.0	5523.0	7116.0	4431.0	3354.0	3221.0	255.0	413.0	271.0	2169.0	76751.6	1070106.0	1453692.080473
sub-4018	763.0	746.0	1987.0	1571.0	476.0	3306.0	4643.0	3396.0	941.0	4943.0	2760.0	3025.0	1900.0	3103.0	641.0	1479.0	1332.0	869.0	1685.0	1487.0	3674.0	1072.0	4879.0	3677.0	559.0	6083.0	7083.0	4825.0	4129.0	4140.0	295.0	484.0	430.0	3216.0	85583.2	1050746.0	1469438.251191
sub-4032	774.0	515.0	1810.0	1653.0	444.0	3229.0	5285.0	3250.0	907.0	5142.0	2645.0	3632.0	2001.0	3157.0	685.0	1362.0	1313.0	727.0	1490.0	1753.0	3697.0	957.0	4498.0	3986.0	470.0	5606.0	6495.0	5031.0	3831.0	3291.0	261.0	441.0	336.0	2396.0	83065.8	991489.0	1345939.570579
sub-4067	897.0	715.0	2805.0	1465.0	386.0	3178.0	5265.0	3539.0	943.0	4867.0	2970.0	2942.0	2001.0	4110.0	684.0	1345.0	1336.0	843.0	1352.0	1508.0	4274.0	1070.0	5448.0	4542.0	803.0	6154.0	7844.0	5971.0	4117.0	4251.0	333.0	461.0	384.0	2665.0	91465.4	1123070.0	1598247.41092
sub-4085	707.0	622.0	1842.0	1722.0	388.0	2762.0	3807.0	3078.0	901.0	4601.0	2385.0	3033.0	1824.0	2927.0	473.0	1669.0	1121.0	654.0	1396.0	1359.0	3793.0	1163.0	5101.0	3460.0	671.0	4838.0	6768.0	4192.0	3520.0	3806.0	245.0	439.0	378.0	2229.0	77866.5	985185.0	1449533.278444
sub-4139	861.0	692.0	2305.0	1388.0	449.0	3086.0	5824.0	2999.0	1121.0	4946.0	2490.0	3188.0	1844.0	3439.0	537.0	1277.0	1423.0	856.0	1348.0	1502.0	4880.0	1289.0	5193.0	4174.0	683.0	5374.0	6427.0	5683.0	3669.0	3732.0	284.0	546.0	329.0	2816.0	86497.3	1004334.0	1543326.123461
